region,time
Amazonas,4.1
Antioquia,6.3
Arauca,2.9
Atlantico,6.6
Bogota,4.9
Bolivar,6.2
Boyaca,4.8
Caldas,8.4
Caqueta,3.3
Casanare,4.5
Cauca,3.4
Cesar,4.6
Choco,3.5
Cordoba,2.8
Cundinamarca,3.6
Guainia,2.2
Guaviare,3.5
Huila,6
La guajira,4
Magdalena,5.1
Meta,3.8
Narino,4.4
Norte de santander,5.5
Putumayo,3.1
Quindio,4.3
Risaralda,4.1
San andres y providencia,4.5
Santander,4.4
Sucre,2.8
Tolima,4.4
Valle del cauca,3.6
Vaupes,2.1
Vichada,2.9
