state,date,strat,type,bottom,top,lower,upper,central_lower,central_upper,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Nevada,2020-09-06,,estimate,-0.02,0.008,-0.011,-0.001,-0.008,-0.004,-0.006,-0.007,0.009,,,,,,
Mississippi,2020-09-10,,estimate,-0.02,0.008,-0.009,0.001,-0.004,-0.001,-0.004,-0.005,0.009,,,,,,
Illinois,2020-09-12,,estimate,-0.02,0.009,-0.008,0.004,-0.005,-0.001,-0.005,-0.006,0.009,,,,,,
West Virginia,2020-09-18,,estimate,-0.02,0.012,-0.01,0.003,-0.006,-0.001,-0.004,-0.004,0.01,,,,,,
Florida,2020-09-21,,estimate,-0.02,0.013,-0.008,0.004,-0.003,0.001,-0.003,-0.004,0.01,,,,,,
West Virginia,2020-09-10,,estimate,-0.02,0.014,-0.007,0.006,-0.003,0.002,-0.002,-0.003,0.01,,,,,,
Hawaii,2020-10-13,,estimate,-0.02,0.016,-0.008,0.005,-0.006,-0.002,-0.002,-0.003,0.011,,,,,,
Kansas,2020-09-10,,estimate,-0.02,0.018,-0.008,0.005,-0.001,0.004,-0.001,-0.002,0.012,,,,,,
Kansas,2020-09-12,,estimate,-0.02,0.02,-0.005,0.009,0,0.005,0.001,0,0.013,,,,,,
Puerto Rico,2020-10-28,,estimate,-0.02,0.021,0,0.014,0.006,0.011,0.004,0.003,0.013,,,,,,
Hawaii,2020-10-31,,estimate,-0.02,0.024,-0.007,0.009,-0.003,0.003,0.001,0,0.013,,,,,,
Puerto Rico,2020-10-30,,estimate,-0.02,0.024,-0.001,0.014,0.006,0.011,0.004,0.002,0.014,,,,,,
Louisiana,2020-10-04,,estimate,-0.02,0.026,-0.004,0.013,0.002,0.008,0.004,0.004,0.014,,,,,,
Louisiana,2020-10-07,,estimate,-0.02,0.026,-0.002,0.015,0.002,0.008,0.006,0.005,0.014,,,,,,
Louisiana,2020-10-08,,estimate,-0.02,0.027,0,0.016,0.002,0.008,0.006,0.006,0.014,,,,,,
Louisiana,2020-10-11,,estimate,-0.02,0.029,0,0.018,0.007,0.014,0.008,0.007,0.015,,,,,,
Guam,2020-09-16,,estimate,-0.02,0.064,0,0.026,0.003,0.012,0.015,0.018,0.026,,,,,,
California,2020-09-18,,estimate,-0.019,0.005,-0.011,-0.002,-0.009,-0.005,-0.007,-0.006,0.008,,,,,,
Alabama,2020-09-11,,estimate,-0.019,0.006,-0.012,-0.003,-0.011,-0.008,-0.007,-0.006,0.008,,,,,,
Virginia,2020-09-19,,estimate,-0.019,0.006,-0.008,0.002,-0.003,0.001,-0.005,-0.006,0.008,,,,,,
Alabama,2020-09-12,,estimate,-0.019,0.007,-0.012,-0.002,-0.01,-0.006,-0.006,-0.005,0.008,,,,,,
Ohio,2020-09-14,,estimate,-0.019,0.007,-0.01,0.001,-0.005,-0.001,-0.006,-0.006,0.008,,,,,,
District of Columbia,2020-09-08,,estimate,-0.019,0.007,-0.008,0.001,-0.004,0,-0.004,-0.005,0.008,,,,,,
District of Columbia,2020-09-10,,estimate,-0.019,0.008,-0.006,0.003,-0.004,0,-0.004,-0.005,0.008,,,,,,
Maryland,2020-09-19,,estimate,-0.019,0.009,-0.012,-0.001,-0.006,-0.003,-0.006,-0.006,0.009,,,,,,
Mississippi,2020-09-11,,estimate,-0.019,0.009,-0.007,0.003,-0.004,0,-0.003,-0.004,0.009,,,,,,
Illinois,2020-09-13,,estimate,-0.019,0.01,-0.008,0.003,-0.003,0.001,-0.004,-0.004,0.009,,,,,,
West Virginia,2020-09-19,,estimate,-0.019,0.013,-0.008,0.005,-0.005,-0.001,-0.003,-0.003,0.01,,,,,,
Florida,2020-09-22,,estimate,-0.019,0.013,-0.006,0.006,-0.002,0.002,-0.002,-0.002,0.01,,,,,,
West Virginia,2020-09-09,,estimate,-0.019,0.014,-0.005,0.008,0,0.005,0,-0.001,0.011,,,,,,
Texas,2020-09-25,,estimate,-0.019,0.014,-0.003,0.009,0.002,0.006,0,-0.002,0.011,,,,,,
Texas,2020-09-24,,estimate,-0.019,0.014,-0.002,0.009,0.002,0.006,0,-0.002,0.011,,,,,,
Texas,2020-09-26,,estimate,-0.019,0.015,-0.003,0.009,0.003,0.007,0,-0.002,0.011,,,,,,
Texas,2020-09-27,,estimate,-0.019,0.015,-0.002,0.01,0.002,0.007,0.001,-0.002,0.011,,,,,,
New York,2020-09-07,,estimate,-0.019,0.018,-0.002,0.013,0.004,0.009,0.002,0,0.012,,,,,,
Puerto Rico,2020-10-27,,estimate,-0.019,0.021,0,0.013,0.006,0.01,0.005,0.003,0.013,,,,,,
Kansas,2020-09-13,,estimate,-0.019,0.022,-0.004,0.01,0.002,0.007,0.002,0.001,0.013,,,,,,
Maine,2020-09-19,,estimate,-0.019,0.026,-0.007,0.01,-0.002,0.005,0.003,0.003,0.014,,,,,,
Louisiana,2020-10-03,,estimate,-0.019,0.027,-0.005,0.012,0.003,0.009,0.004,0.004,0.015,,,,,,
Louisiana,2020-10-10,,estimate,-0.019,0.028,0,0.017,0.004,0.01,0.007,0.006,0.015,,,,,,
New Mexico,2020-11-10,,estimate based on partial data,-0.019,0.067,0.008,0.04,0.015,0.027,0.024,0.023,0.027,,,,,,
Wisconsin,2020-11-15,,estimate based on partial data,-0.019,0.071,0.014,0.039,0.028,0.037,0.028,0.027,0.029,,,,,,
Wisconsin,2020-11-16,,forecast,-0.019,0.071,0.014,0.039,0.028,0.037,0.028,0.027,0.029,,,,,,
Wisconsin,2020-11-17,,forecast,-0.019,0.071,0.014,0.039,0.028,0.037,0.028,0.027,0.029,,,,,,
Wisconsin,2020-11-18,,forecast,-0.019,0.071,0.014,0.039,0.028,0.037,0.028,0.027,0.029,,,,,,
Wisconsin,2020-11-19,,forecast,-0.019,0.071,0.014,0.039,0.028,0.037,0.028,0.027,0.029,,,,,,
Wisconsin,2020-11-20,,forecast,-0.019,0.071,0.014,0.039,0.028,0.037,0.028,0.027,0.029,,,,,,
Wisconsin,2020-11-21,,forecast,-0.019,0.071,0.014,0.039,0.028,0.037,0.028,0.027,0.029,,,,,,
Wisconsin,2020-11-22,,forecast,-0.019,0.071,0.014,0.039,0.028,0.037,0.028,0.027,0.029,,,,,,
Wisconsin,2020-11-23,,forecast,-0.019,0.071,0.014,0.039,0.028,0.037,0.028,0.027,0.029,,,,,,
Wisconsin,2020-11-24,,forecast,-0.019,0.071,0.014,0.039,0.028,0.037,0.028,0.027,0.029,,,,,,
Wisconsin,2020-11-25,,forecast,-0.019,0.071,0.014,0.039,0.028,0.037,0.028,0.027,0.029,,,,,,
Wisconsin,2020-11-26,,forecast,-0.019,0.071,0.014,0.039,0.028,0.037,0.028,0.027,0.029,,,,,,
Wisconsin,2020-11-27,,forecast,-0.019,0.071,0.014,0.039,0.028,0.037,0.028,0.027,0.029,,,,,,
Wisconsin,2020-11-28,,forecast,-0.019,0.071,0.014,0.039,0.028,0.037,0.028,0.027,0.029,,,,,,
Wisconsin,2020-11-29,,forecast,-0.019,0.071,0.014,0.039,0.028,0.037,0.028,0.027,0.029,,,,,,
California,2020-09-19,,estimate,-0.018,0.006,-0.011,-0.002,-0.008,-0.005,-0.006,-0.006,0.008,,,,,,
California,2020-09-20,,estimate,-0.018,0.006,-0.011,-0.001,-0.008,-0.004,-0.005,-0.005,0.007,,,,,,
District of Columbia,2020-09-07,,estimate,-0.018,0.007,-0.008,0,-0.004,-0.001,-0.004,-0.005,0.008,,,,,,
District of Columbia,2020-09-09,,estimate,-0.018,0.008,-0.008,0.002,-0.003,0,-0.004,-0.005,0.008,,,,,,
South Carolina,2020-09-21,,estimate,-0.018,0.008,-0.002,0.007,0.002,0.005,-0.001,-0.003,0.009,,,,,,
District of Columbia,2020-09-11,,estimate,-0.018,0.009,-0.007,0.002,-0.004,-0.001,-0.003,-0.004,0.008,,,,,,
District of Columbia,2020-09-12,,estimate,-0.018,0.009,-0.007,0.002,-0.004,-0.001,-0.003,-0.004,0.008,,,,,,
Nevada,2020-09-07,,estimate,-0.018,0.01,-0.009,0.001,-0.005,-0.001,-0.004,-0.004,0.009,,,,,,
Mississippi,2020-09-12,,estimate,-0.018,0.01,-0.007,0.003,-0.004,0,-0.002,-0.003,0.009,,,,,,
Illinois,2020-09-14,,estimate,-0.018,0.011,-0.007,0.005,-0.002,0.002,-0.002,-0.003,0.009,,,,,,
Florida,2020-09-23,,estimate,-0.018,0.014,-0.005,0.006,0,0.005,0,-0.001,0.01,,,,,,
Texas,2020-09-23,,estimate,-0.018,0.014,-0.002,0.009,0.002,0.007,0,-0.001,0.011,,,,,,
Texas,2020-09-29,,estimate,-0.018,0.015,-0.001,0.01,0.004,0.008,0.002,-0.001,0.011,,,,,,
Texas,2020-09-28,,estimate,-0.018,0.016,-0.002,0.01,0.003,0.007,0.001,-0.001,0.011,,,,,,
Hawaii,2020-10-14,,estimate,-0.018,0.017,-0.007,0.005,-0.006,-0.001,-0.001,-0.001,0.011,,,,,,
Hawaii,2020-10-15,,estimate,-0.018,0.018,-0.006,0.006,-0.004,0,0,0.001,0.011,,,,,,
Michigan,2020-09-06,,estimate,-0.018,0.019,-0.004,0.009,0,0.005,0.002,0.001,0.012,,,,,,
New York,2020-09-06,,estimate,-0.018,0.02,-0.003,0.013,-0.001,0.005,0.001,0,0.012,,,,,,
Michigan,2020-09-07,,estimate,-0.018,0.02,-0.002,0.011,0.002,0.006,0.003,0.001,0.012,,,,,,
Puerto Rico,2020-10-25,,estimate,-0.018,0.02,-0.001,0.012,0.007,0.011,0.005,0.003,0.012,,,,,,
Michigan,2020-09-08,,estimate,-0.018,0.021,-0.003,0.011,0.004,0.009,0.003,0.002,0.012,,,,,,
Michigan,2020-09-09,,estimate,-0.018,0.021,-0.001,0.012,0.001,0.006,0.004,0.002,0.012,,,,,,
Puerto Rico,2020-10-26,,estimate,-0.018,0.021,-0.001,0.013,0.006,0.01,0.005,0.003,0.012,,,,,,
Michigan,2020-09-10,,estimate,-0.018,0.022,-0.001,0.013,0.003,0.008,0.004,0.003,0.013,,,,,,
Hawaii,2020-10-30,,estimate,-0.018,0.023,-0.005,0.011,0,0.006,0.002,0.002,0.013,,,,,,
Kansas,2020-09-14,,estimate,-0.018,0.023,-0.003,0.011,0.003,0.008,0.003,0.002,0.013,,,,,,
Maine,2020-09-18,,estimate,-0.018,0.027,-0.006,0.012,-0.001,0.006,0.004,0.005,0.014,,,,,,
Louisiana,2020-10-05,,estimate,-0.018,0.027,-0.004,0.013,0.004,0.01,0.005,0.005,0.014,,,,,,
Louisiana,2020-10-06,,estimate,-0.018,0.027,-0.002,0.015,0.004,0.01,0.005,0.005,0.014,,,,,,
Louisiana,2020-10-09,,estimate,-0.018,0.028,0.001,0.018,0.005,0.011,0.007,0.006,0.015,,,,,,
Virginia,2020-11-06,,estimate based on partial data,-0.018,0.03,0.003,0.02,0.009,0.015,0.008,0.006,0.015,,,,,,
Louisiana,2020-10-14,,estimate,-0.018,0.033,0.003,0.021,0.008,0.015,0.01,0.009,0.016,,,,,,
Vermont,2020-09-15,,estimate,-0.018,0.039,0.001,0.021,0.006,0.013,0.012,0.012,0.017,,,,,,
North Carolina,2020-11-15,,estimate based on partial data,-0.018,0.046,0.003,0.023,0.008,0.015,0.013,0.014,0.022,,,,,,
North Carolina,2020-11-16,,forecast,-0.018,0.046,0.003,0.023,0.008,0.015,0.013,0.014,0.022,,,,,,
North Carolina,2020-11-17,,forecast,-0.018,0.046,0.003,0.023,0.008,0.015,0.013,0.014,0.022,,,,,,
North Carolina,2020-11-18,,forecast,-0.018,0.046,0.003,0.023,0.008,0.015,0.013,0.014,0.022,,,,,,
North Carolina,2020-11-19,,forecast,-0.018,0.046,0.003,0.023,0.008,0.015,0.013,0.014,0.022,,,,,,
North Carolina,2020-11-20,,forecast,-0.018,0.046,0.003,0.023,0.008,0.015,0.013,0.014,0.022,,,,,,
North Carolina,2020-11-21,,forecast,-0.018,0.046,0.003,0.023,0.008,0.015,0.013,0.014,0.022,,,,,,
North Carolina,2020-11-22,,forecast,-0.018,0.046,0.003,0.023,0.008,0.015,0.013,0.014,0.022,,,,,,
North Carolina,2020-11-23,,forecast,-0.018,0.046,0.003,0.023,0.008,0.015,0.013,0.014,0.022,,,,,,
North Carolina,2020-11-24,,forecast,-0.018,0.046,0.003,0.023,0.008,0.015,0.013,0.014,0.022,,,,,,
North Carolina,2020-11-25,,forecast,-0.018,0.046,0.003,0.023,0.008,0.015,0.013,0.014,0.022,,,,,,
North Carolina,2020-11-26,,forecast,-0.018,0.046,0.003,0.023,0.008,0.015,0.013,0.014,0.022,,,,,,
North Carolina,2020-11-27,,forecast,-0.018,0.046,0.003,0.023,0.008,0.015,0.013,0.014,0.022,,,,,,
North Carolina,2020-11-28,,forecast,-0.018,0.046,0.003,0.023,0.008,0.015,0.013,0.014,0.022,,,,,,
North Carolina,2020-11-29,,forecast,-0.018,0.046,0.003,0.023,0.008,0.015,0.013,0.014,0.022,,,,,,
South Dakota,2020-11-14,,estimate based on partial data,-0.018,0.057,0.006,0.033,0.017,0.027,0.02,0.019,0.024,,,,,,
Wisconsin,2020-11-14,,estimate based on partial data,-0.018,0.068,0.016,0.041,0.029,0.037,0.028,0.027,0.028,,,,,,
Florida,2020-11-14,,estimate based on partial data,-0.018,0.08,0.013,0.044,0.022,0.033,0.029,0.03,0.032,,,,,,
Indiana,2020-09-06,,estimate,-0.017,0.006,-0.009,0,-0.007,-0.003,-0.006,-0.006,0.008,,,,,,
District of Columbia,2020-09-06,,estimate,-0.017,0.007,-0.008,0.001,-0.004,-0.001,-0.004,-0.005,0.008,,,,,,
Virginia,2020-09-20,,estimate,-0.017,0.008,-0.007,0.003,-0.002,0.002,-0.003,-0.004,0.008,,,,,,
Alabama,2020-09-13,,estimate,-0.017,0.009,-0.01,-0.001,-0.008,-0.004,-0.005,-0.004,0.008,,,,,,
South Carolina,2020-09-20,,estimate,-0.017,0.009,-0.003,0.006,0.002,0.005,-0.001,-0.003,0.009,,,,,,
South Carolina,2020-09-22,,estimate,-0.017,0.009,-0.003,0.006,0.002,0.005,-0.001,-0.003,0.009,,,,,,
South Carolina,2020-09-23,,estimate,-0.017,0.009,-0.002,0.006,0.002,0.005,-0.001,-0.003,0.009,,,,,,
South Carolina,2020-09-24,,estimate,-0.017,0.009,-0.002,0.006,0.002,0.005,-0.001,-0.003,0.009,,,,,,
South Carolina,2020-09-19,,estimate,-0.017,0.009,-0.002,0.006,0.002,0.005,0,-0.003,0.009,,,,,,
South Carolina,2020-09-18,,estimate,-0.017,0.009,-0.002,0.006,0.002,0.005,0,-0.002,0.009,,,,,,
Alabama,2020-09-14,,estimate,-0.017,0.01,-0.009,0,-0.006,-0.002,-0.004,-0.003,0.009,,,,,,
Maryland,2020-09-20,,estimate,-0.017,0.01,-0.009,0.001,-0.006,-0.002,-0.004,-0.004,0.009,,,,,,
District of Columbia,2020-09-14,,estimate,-0.017,0.01,-0.006,0.003,-0.003,0,-0.002,-0.003,0.008,,,,,,
District of Columbia,2020-09-13,,estimate,-0.017,0.01,-0.006,0.004,-0.004,0,-0.002,-0.003,0.009,,,,,,
Mississippi,2020-09-13,,estimate,-0.017,0.011,-0.005,0.004,-0.001,0.002,-0.001,-0.002,0.009,,,,,,
West Virginia,2020-09-20,,estimate,-0.017,0.014,-0.009,0.003,-0.004,0.001,-0.002,-0.002,0.009,,,,,,
Texas,2020-09-21,,estimate,-0.017,0.014,-0.002,0.008,0.003,0.006,0.001,0,0.01,,,,,,
Texas,2020-09-22,,estimate,-0.017,0.014,-0.002,0.009,0.002,0.006,0.001,-0.001,0.01,,,,,,
New York,2020-09-08,,estimate,-0.017,0.019,-0.001,0.014,0.005,0.011,0.003,0.002,0.011,,,,,,
Iowa,2020-09-07,,estimate,-0.017,0.02,-0.009,0.006,-0.002,0.003,-0.001,0,0.012,,,,,,
Puerto Rico,2020-10-24,,estimate,-0.017,0.02,-0.001,0.012,0.006,0.01,0.005,0.003,0.012,,,,,,
Puerto Rico,2020-10-23,,estimate,-0.017,0.02,0,0.012,0.005,0.01,0.005,0.004,0.011,,,,,,
Hawaii,2020-10-29,,estimate,-0.017,0.023,-0.006,0.01,-0.001,0.005,0.003,0.004,0.013,,,,,,
Michigan,2020-09-11,,estimate,-0.017,0.023,0,0.014,0.004,0.009,0.005,0.004,0.013,,,,,,
Maine,2020-09-17,,estimate,-0.017,0.029,-0.004,0.014,0.001,0.007,0.005,0.006,0.014,,,,,,
Louisiana,2020-10-12,,estimate,-0.017,0.032,0,0.018,0.006,0.012,0.008,0.007,0.015,,,,,,
Louisiana,2020-10-15,,estimate,-0.017,0.035,0.004,0.022,0.012,0.019,0.011,0.01,0.016,,,,,,
South Dakota,2020-11-13,,estimate based on partial data,-0.017,0.054,0.009,0.035,0.015,0.024,0.02,0.019,0.023,,,,,,
Guam,2020-10-09,,estimate,-0.017,0.068,0,0.03,0.005,0.016,0.022,0.025,0.027,,,,,,
Guam,2020-09-17,,estimate,-0.017,0.069,0,0.029,0.004,0.014,0.018,0.023,0.028,,,,,,
Alabama,2020-11-15,,estimate based on partial data,-0.017,0.075,0.006,0.037,0.013,0.024,0.025,0.029,0.031,,,,,,
Alabama,2020-11-16,,forecast,-0.017,0.075,0.006,0.037,0.013,0.024,0.025,0.029,0.031,,,,,,
Alabama,2020-11-17,,forecast,-0.017,0.075,0.006,0.037,0.013,0.024,0.025,0.029,0.031,,,,,,
Alabama,2020-11-18,,forecast,-0.017,0.075,0.006,0.037,0.013,0.024,0.025,0.029,0.031,,,,,,
Alabama,2020-11-19,,forecast,-0.017,0.075,0.006,0.037,0.013,0.024,0.025,0.029,0.031,,,,,,
Alabama,2020-11-20,,forecast,-0.017,0.075,0.006,0.037,0.013,0.024,0.025,0.029,0.031,,,,,,
Alabama,2020-11-21,,forecast,-0.017,0.075,0.006,0.037,0.013,0.024,0.025,0.029,0.031,,,,,,
Alabama,2020-11-22,,forecast,-0.017,0.075,0.006,0.037,0.013,0.024,0.025,0.029,0.031,,,,,,
Alabama,2020-11-23,,forecast,-0.017,0.075,0.006,0.037,0.013,0.024,0.025,0.029,0.031,,,,,,
Alabama,2020-11-24,,forecast,-0.017,0.075,0.006,0.037,0.013,0.024,0.025,0.029,0.031,,,,,,
Alabama,2020-11-25,,forecast,-0.017,0.075,0.006,0.037,0.013,0.024,0.025,0.029,0.031,,,,,,
Alabama,2020-11-26,,forecast,-0.017,0.075,0.006,0.037,0.013,0.024,0.025,0.029,0.031,,,,,,
Alabama,2020-11-27,,forecast,-0.017,0.075,0.006,0.037,0.013,0.024,0.025,0.029,0.031,,,,,,
Alabama,2020-11-28,,forecast,-0.017,0.075,0.006,0.037,0.013,0.024,0.025,0.029,0.031,,,,,,
Alabama,2020-11-29,,forecast,-0.017,0.075,0.006,0.037,0.013,0.024,0.025,0.029,0.031,,,,,,
Maine,2020-11-08,,estimate based on partial data,-0.017,0.087,0.02,0.063,0.037,0.052,0.041,0.038,0.033,,,,,,
California,2020-09-21,,estimate,-0.016,0.008,-0.009,0,-0.005,-0.002,-0.005,-0.004,0.007,,,,,,
California,2020-09-22,,estimate,-0.016,0.008,-0.008,0.001,-0.007,-0.004,-0.004,-0.004,0.007,,,,,,
Indiana,2020-09-07,,estimate,-0.016,0.009,-0.009,0.001,-0.006,-0.002,-0.004,-0.005,0.008,,,,,,
South Carolina,2020-09-25,,estimate,-0.016,0.009,-0.002,0.006,0.002,0.005,0,-0.002,0.008,,,,,,
South Carolina,2020-09-26,,estimate,-0.016,0.009,-0.002,0.006,0.002,0.005,0,-0.002,0.008,,,,,,
Ohio,2020-09-15,,estimate,-0.016,0.01,-0.007,0.003,-0.003,0.001,-0.003,-0.003,0.008,,,,,,
South Carolina,2020-09-17,,estimate,-0.016,0.01,-0.002,0.006,0.002,0.005,0,-0.002,0.009,,,,,,
South Carolina,2020-09-16,,estimate,-0.016,0.01,-0.001,0.007,0.002,0.005,0,-0.002,0.009,,,,,,
District of Columbia,2020-09-15,,estimate,-0.016,0.011,-0.005,0.005,-0.002,0.001,-0.001,-0.002,0.008,,,,,,
Tennessee,2020-09-10,,estimate,-0.016,0.011,-0.002,0.008,0.002,0.005,0.001,-0.001,0.009,,,,,,
Maryland,2020-09-21,,estimate,-0.016,0.012,-0.009,0.002,-0.004,0,-0.002,-0.002,0.009,,,,,,
Illinois,2020-09-15,,estimate,-0.016,0.013,-0.005,0.006,0,0.004,-0.001,-0.001,0.009,,,,,,
Mississippi,2020-09-14,,estimate,-0.016,0.013,-0.004,0.006,-0.001,0.003,0,0,0.009,,,,,,
Texas,2020-09-30,,estimate,-0.016,0.015,-0.001,0.011,0.005,0.009,0.002,0,0.011,,,,,,
Florida,2020-09-24,,estimate,-0.016,0.016,-0.005,0.007,0.001,0.005,0.001,0,0.01,,,,,,
Puerto Rico,2020-10-22,,estimate,-0.016,0.019,0.001,0.012,0.006,0.01,0.005,0.004,0.011,,,,,,
Hawaii,2020-10-28,,estimate,-0.016,0.025,-0.006,0.01,-0.001,0.005,0.004,0.006,0.013,,,,,,
Kansas,2020-09-15,,estimate,-0.016,0.026,-0.003,0.011,0.004,0.009,0.004,0.004,0.013,,,,,,
Kansas,2020-09-16,,estimate,-0.016,0.026,-0.002,0.013,0.002,0.007,0.005,0.005,0.013,,,,,,
Maine,2020-10-08,,estimate,-0.016,0.032,0.003,0.022,0.008,0.015,0.01,0.009,0.015,,,,,,
Louisiana,2020-10-13,,estimate,-0.016,0.034,0.001,0.019,0.006,0.013,0.009,0.008,0.016,,,,,,
North Carolina,2020-11-14,,estimate based on partial data,-0.016,0.045,0.004,0.023,0.009,0.016,0.013,0.014,0.021,,,,,,
South Dakota,2020-11-11,,estimate based on partial data,-0.016,0.049,0.01,0.033,0.019,0.027,0.02,0.019,0.02,,,,,,
South Dakota,2020-11-12,,estimate based on partial data,-0.016,0.052,0.009,0.034,0.018,0.027,0.02,0.019,0.021,,,,,,
South Carolina,2020-11-15,,estimate based on partial data,-0.016,0.055,0,0.021,0.003,0.008,0.013,0.018,0.024,,,,,,
South Carolina,2020-11-16,,forecast,-0.016,0.055,0,0.021,0.003,0.008,0.013,0.018,0.024,,,,,,
South Carolina,2020-11-17,,forecast,-0.016,0.055,0,0.021,0.003,0.008,0.013,0.018,0.024,,,,,,
South Carolina,2020-11-18,,forecast,-0.016,0.055,0,0.021,0.003,0.008,0.013,0.018,0.024,,,,,,
South Carolina,2020-11-19,,forecast,-0.016,0.055,0,0.021,0.003,0.008,0.013,0.018,0.024,,,,,,
South Carolina,2020-11-20,,forecast,-0.016,0.055,0,0.021,0.003,0.008,0.013,0.018,0.024,,,,,,
South Carolina,2020-11-21,,forecast,-0.016,0.055,0,0.021,0.003,0.008,0.013,0.018,0.024,,,,,,
South Carolina,2020-11-22,,forecast,-0.016,0.055,0,0.021,0.003,0.008,0.013,0.018,0.024,,,,,,
South Carolina,2020-11-23,,forecast,-0.016,0.055,0,0.021,0.003,0.008,0.013,0.018,0.024,,,,,,
South Carolina,2020-11-24,,forecast,-0.016,0.055,0,0.021,0.003,0.008,0.013,0.018,0.024,,,,,,
South Carolina,2020-11-25,,forecast,-0.016,0.055,0,0.021,0.003,0.008,0.013,0.018,0.024,,,,,,
South Carolina,2020-11-26,,forecast,-0.016,0.055,0,0.021,0.003,0.008,0.013,0.018,0.024,,,,,,
South Carolina,2020-11-27,,forecast,-0.016,0.055,0,0.021,0.003,0.008,0.013,0.018,0.024,,,,,,
South Carolina,2020-11-28,,forecast,-0.016,0.055,0,0.021,0.003,0.008,0.013,0.018,0.024,,,,,,
South Carolina,2020-11-29,,forecast,-0.016,0.055,0,0.021,0.003,0.008,0.013,0.018,0.024,,,,,,
Mississippi,2020-11-15,,estimate based on partial data,-0.016,0.079,0.006,0.035,0.012,0.023,0.024,0.029,0.033,,,,,,
Mississippi,2020-11-16,,forecast,-0.016,0.079,0.006,0.035,0.012,0.023,0.024,0.029,0.033,,,,,,
Mississippi,2020-11-17,,forecast,-0.016,0.079,0.006,0.035,0.012,0.023,0.024,0.029,0.033,,,,,,
Mississippi,2020-11-18,,forecast,-0.016,0.079,0.006,0.035,0.012,0.023,0.024,0.029,0.033,,,,,,
Mississippi,2020-11-19,,forecast,-0.016,0.079,0.006,0.035,0.012,0.023,0.024,0.029,0.033,,,,,,
Mississippi,2020-11-20,,forecast,-0.016,0.079,0.006,0.035,0.012,0.023,0.024,0.029,0.033,,,,,,
Mississippi,2020-11-21,,forecast,-0.016,0.079,0.006,0.035,0.012,0.023,0.024,0.029,0.033,,,,,,
Mississippi,2020-11-22,,forecast,-0.016,0.079,0.006,0.035,0.012,0.023,0.024,0.029,0.033,,,,,,
Mississippi,2020-11-23,,forecast,-0.016,0.079,0.006,0.035,0.012,0.023,0.024,0.029,0.033,,,,,,
Mississippi,2020-11-24,,forecast,-0.016,0.079,0.006,0.035,0.012,0.023,0.024,0.029,0.033,,,,,,
Mississippi,2020-11-25,,forecast,-0.016,0.079,0.006,0.035,0.012,0.023,0.024,0.029,0.033,,,,,,
Mississippi,2020-11-26,,forecast,-0.016,0.079,0.006,0.035,0.012,0.023,0.024,0.029,0.033,,,,,,
Mississippi,2020-11-27,,forecast,-0.016,0.079,0.006,0.035,0.012,0.023,0.024,0.029,0.033,,,,,,
Mississippi,2020-11-28,,forecast,-0.016,0.079,0.006,0.035,0.012,0.023,0.024,0.029,0.033,,,,,,
Mississippi,2020-11-29,,forecast,-0.016,0.079,0.006,0.035,0.012,0.023,0.024,0.029,0.033,,,,,,
Illinois,2020-11-15,,estimate based on partial data,-0.016,0.087,0.026,0.062,0.042,0.055,0.04,0.038,0.033,,,,,,
Illinois,2020-11-16,,forecast,-0.016,0.087,0.026,0.062,0.042,0.055,0.04,0.038,0.033,,,,,,
Illinois,2020-11-17,,forecast,-0.016,0.087,0.026,0.062,0.042,0.055,0.04,0.038,0.033,,,,,,
Illinois,2020-11-18,,forecast,-0.016,0.087,0.026,0.062,0.042,0.055,0.04,0.038,0.033,,,,,,
Illinois,2020-11-19,,forecast,-0.016,0.087,0.026,0.062,0.042,0.055,0.04,0.038,0.033,,,,,,
Illinois,2020-11-20,,forecast,-0.016,0.087,0.026,0.062,0.042,0.055,0.04,0.038,0.033,,,,,,
Illinois,2020-11-21,,forecast,-0.016,0.087,0.026,0.062,0.042,0.055,0.04,0.038,0.033,,,,,,
Illinois,2020-11-22,,forecast,-0.016,0.087,0.026,0.062,0.042,0.055,0.04,0.038,0.033,,,,,,
Illinois,2020-11-23,,forecast,-0.016,0.087,0.026,0.062,0.042,0.055,0.04,0.038,0.033,,,,,,
Illinois,2020-11-24,,forecast,-0.016,0.087,0.026,0.062,0.042,0.055,0.04,0.038,0.033,,,,,,
Illinois,2020-11-25,,forecast,-0.016,0.087,0.026,0.062,0.042,0.055,0.04,0.038,0.033,,,,,,
Illinois,2020-11-26,,forecast,-0.016,0.087,0.026,0.062,0.042,0.055,0.04,0.038,0.033,,,,,,
Illinois,2020-11-27,,forecast,-0.016,0.087,0.026,0.062,0.042,0.055,0.04,0.038,0.033,,,,,,
Illinois,2020-11-28,,forecast,-0.016,0.087,0.026,0.062,0.042,0.055,0.04,0.038,0.033,,,,,,
Illinois,2020-11-29,,forecast,-0.016,0.087,0.026,0.062,0.042,0.055,0.04,0.038,0.033,,,,,,
California,2020-09-23,,estimate,-0.015,0.009,-0.007,0.002,-0.005,-0.002,-0.003,-0.003,0.007,,,,,,
California,2020-09-24,,estimate,-0.015,0.009,-0.007,0.002,-0.004,-0.001,-0.003,-0.003,0.007,,,,,,
South Carolina,2020-09-27,,estimate,-0.015,0.009,-0.002,0.006,0.003,0.005,0,-0.001,0.008,,,,,,
