state,date,strat,type,bottom,top,lower,upper,central_lower,central_upper,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
North Dakota,2020-11-01,,estimate,0.014,0.038,0.023,0.031,0.025,0.028,0.026,0.026,0.007,,,,,,
California,2020-10-21,,estimate,0.014,0.039,0.022,0.031,0.025,0.029,0.026,0.026,0.008,,,,,,
California,2020-10-22,,estimate,0.014,0.039,0.023,0.033,0.026,0.029,0.027,0.027,0.008,,,,,,
Idaho,2020-09-19,,estimate,0.014,0.04,0.019,0.028,0.02,0.024,0.025,0.027,0.008,,,,,,
District of Columbia,2020-10-20,,estimate,0.014,0.04,0.022,0.032,0.025,0.028,0.027,0.027,0.008,,,,,,
South Dakota,2020-10-24,,estimate,0.014,0.04,0.022,0.032,0.025,0.028,0.027,0.027,0.008,,,,,,
South Dakota,2020-09-16,,estimate,0.014,0.041,0.019,0.03,0.023,0.027,0.026,0.027,0.009,,,,,,
Idaho,2020-10-29,,estimate,0.014,0.041,0.021,0.031,0.025,0.028,0.026,0.026,0.008,,,,,,
New York,2020-10-19,,estimate,0.014,0.041,0.022,0.033,0.026,0.03,0.028,0.027,0.009,,,,,,
Missouri,2020-10-18,,estimate,0.014,0.042,0.022,0.033,0.025,0.029,0.027,0.028,0.009,,,,,,
Illinois,2020-09-28,,estimate,0.014,0.042,0.023,0.033,0.027,0.031,0.028,0.029,0.009,,,,,,
Colorado,2020-10-01,,estimate,0.014,0.043,0.025,0.036,0.031,0.035,0.03,0.029,0.009,,,,,,
Massachusetts,2020-10-08,,estimate,0.014,0.043,0.026,0.036,0.031,0.035,0.03,0.029,0.009,,,,,,
West Virginia,2020-10-11,,estimate,0.014,0.044,0.021,0.033,0.026,0.03,0.028,0.028,0.009,,,,,,
Montana,2020-10-08,,estimate,0.014,0.044,0.022,0.034,0.028,0.033,0.029,0.029,0.009,,,,,,
Nevada,2020-10-16,,estimate,0.014,0.044,0.023,0.034,0.027,0.031,0.028,0.028,0.009,,,,,,
Kentucky,2020-11-02,,estimate,0.014,0.044,0.023,0.035,0.026,0.03,0.029,0.029,0.009,,,,,,
West Virginia,2020-10-13,,estimate,0.014,0.044,0.023,0.035,0.029,0.033,0.029,0.029,0.009,,,,,,
New Hampshire,2020-09-19,,estimate,0.014,0.044,0.025,0.035,0.029,0.032,0.03,0.03,0.01,,,,,,
Nevada,2020-10-18,,estimate,0.014,0.045,0.023,0.034,0.027,0.031,0.029,0.029,0.009,,,,,,
Pennsylvania,2020-10-09,,estimate,0.014,0.046,0.022,0.033,0.027,0.031,0.028,0.028,0.01,,,,,,
Montana,2020-09-07,,estimate,0.014,0.046,0.025,0.037,0.029,0.034,0.031,0.03,0.01,,,,,,
New Hampshire,2020-09-20,,estimate,0.014,0.046,0.026,0.036,0.029,0.033,0.031,0.031,0.01,,,,,,
Wisconsin,2020-09-22,,estimate,0.014,0.046,0.027,0.037,0.032,0.035,0.032,0.03,0.01,,,,,,
Indiana,2020-10-15,,estimate,0.014,0.047,0.03,0.045,0.036,0.041,0.033,0.032,0.011,,,,,,
New Mexico,2020-10-27,,estimate,0.014,0.048,0.025,0.038,0.026,0.031,0.031,0.032,0.01,,,,,,
New Mexico,2020-10-30,,estimate,0.014,0.049,0.023,0.037,0.027,0.032,0.03,0.03,0.011,,,,,,
New Mexico,2020-10-29,,estimate,0.014,0.049,0.023,0.037,0.028,0.033,0.03,0.031,0.011,,,,,,
New Mexico,2020-10-28,,estimate,0.014,0.049,0.025,0.038,0.028,0.033,0.031,0.031,0.01,,,,,,
Iowa,2020-10-13,,estimate,0.014,0.05,0.026,0.04,0.028,0.034,0.032,0.032,0.011,,,,,,
Alaska,2020-11-03,,estimate,0.014,0.051,0.028,0.042,0.031,0.036,0.034,0.033,0.011,,,,,,
Rhode Island,2020-10-01,,estimate,0.014,0.06,0.023,0.037,0.028,0.032,0.033,0.036,0.015,,,,,,
Kansas,2020-10-22,,estimate,0.014,0.06,0.028,0.045,0.035,0.041,0.036,0.036,0.014,,,,,,
Rhode Island,2020-10-24,,estimate,0.014,0.061,0.028,0.045,0.029,0.036,0.038,0.039,0.015,,,,,,
Nevada,2020-11-05,,estimate based on partial data,0.014,0.062,0.027,0.046,0.032,0.038,0.038,0.038,0.015,,,,,,
Nevada,2020-11-06,,estimate based on partial data,0.014,0.065,0.029,0.049,0.032,0.04,0.038,0.038,0.016,,,,,,
Missouri,2020-11-05,,estimate based on partial data,0.014,0.066,0.027,0.047,0.037,0.044,0.041,0.041,0.016,,,,,,
Vermont,2020-10-08,,estimate,0.014,0.069,0.034,0.055,0.038,0.046,0.043,0.043,0.017,,,,,,
Missouri,2020-11-06,,estimate based on partial data,0.014,0.07,0.029,0.05,0.036,0.043,0.04,0.041,0.017,,,,,,
District of Columbia,2020-11-08,,estimate based on partial data,0.014,0.072,0.027,0.049,0.032,0.04,0.041,0.042,0.018,,,,,,
Oregon,2020-11-09,,estimate based on partial data,0.014,0.079,0.034,0.058,0.04,0.048,0.046,0.046,0.02,,,,,,
Vermont,2020-09-23,,estimate,0.014,0.082,0.026,0.053,0.037,0.047,0.044,0.046,0.021,,,,,,
Maine,2020-11-05,,estimate based on partial data,0.014,0.09,0.038,0.07,0.047,0.058,0.052,0.05,0.024,,,,,,
Michigan,2020-11-06,,estimate based on partial data,0.014,0.095,0.036,0.066,0.046,0.057,0.052,0.052,0.025,,,,,,
Colorado,2020-11-14,,estimate based on partial data,0.014,0.101,0.045,0.073,0.05,0.06,0.057,0.056,0.028,,,,,,
Kansas,2020-11-06,,estimate based on partial data,0.014,0.105,0.033,0.066,0.039,0.051,0.054,0.059,0.03,,,,,,
West Virginia,2020-11-12,,estimate based on partial data,0.014,0.113,0.039,0.073,0.047,0.06,0.058,0.06,0.031,,,,,,
Minnesota,2020-11-13,,estimate based on partial data,0.014,0.114,0.045,0.079,0.057,0.069,0.062,0.062,0.031,,,,,,
North Dakota,2020-09-22,,estimate,0.015,0.032,0.021,0.026,0.023,0.025,0.023,0.023,0.005,,,,,,
North Dakota,2020-09-24,,estimate,0.015,0.032,0.021,0.026,0.024,0.025,0.024,0.024,0.005,,,,,,
New Jersey,2020-09-16,,estimate,0.015,0.035,0.021,0.029,0.023,0.026,0.025,0.025,0.006,,,,,,
Kentucky,2020-10-06,,estimate,0.015,0.036,0.02,0.029,0.023,0.025,0.025,0.025,0.007,,,,,,
New Jersey,2020-09-17,,estimate,0.015,0.036,0.021,0.029,0.023,0.026,0.025,0.025,0.006,,,,,,
New Jersey,2020-09-18,,estimate,0.015,0.036,0.022,0.03,0.023,0.026,0.026,0.026,0.006,,,,,,
Nebraska,2020-09-21,,estimate,0.015,0.037,0.02,0.028,0.023,0.025,0.025,0.025,0.007,,,,,,
Nebraska,2020-09-22,,estimate,0.015,0.037,0.021,0.028,0.023,0.025,0.025,0.025,0.007,,,,,,
Nebraska,2020-09-23,,estimate,0.015,0.037,0.021,0.029,0.023,0.026,0.025,0.026,0.007,,,,,,
Nebraska,2020-09-25,,estimate,0.015,0.037,0.022,0.029,0.024,0.027,0.026,0.026,0.007,,,,,,
Idaho,2020-10-11,,estimate,0.015,0.038,0.023,0.031,0.025,0.028,0.027,0.027,0.007,,,,,,
Utah,2020-10-19,,estimate,0.015,0.039,0.022,0.03,0.024,0.027,0.026,0.026,0.007,,,,,,
Idaho,2020-10-06,,estimate,0.015,0.039,0.022,0.03,0.025,0.028,0.027,0.028,0.007,,,,,,
Utah,2020-10-20,,estimate,0.015,0.039,0.022,0.031,0.026,0.029,0.027,0.027,0.007,,,,,,
Idaho,2020-10-08,,estimate,0.015,0.039,0.023,0.031,0.025,0.028,0.027,0.027,0.007,,,,,,
California,2020-10-23,,estimate,0.015,0.04,0.025,0.035,0.028,0.031,0.029,0.028,0.008,,,,,,
Idaho,2020-09-20,,estimate,0.015,0.041,0.019,0.028,0.021,0.024,0.026,0.027,0.008,,,,,,
Idaho,2020-09-21,,estimate,0.015,0.042,0.02,0.029,0.021,0.024,0.027,0.028,0.008,,,,,,
Colorado,2020-09-16,,estimate,0.015,0.042,0.023,0.033,0.027,0.031,0.028,0.028,0.008,,,,,,
Oregon,2020-10-18,,estimate,0.015,0.042,0.024,0.034,0.026,0.029,0.028,0.028,0.008,,,,,,
Washington,2020-10-19,,estimate,0.015,0.042,0.025,0.036,0.029,0.033,0.029,0.029,0.008,,,,,,
South Dakota,2020-09-17,,estimate,0.015,0.043,0.021,0.031,0.025,0.029,0.028,0.029,0.009,,,,,,
Kentucky,2020-10-31,,estimate,0.015,0.043,0.023,0.034,0.026,0.03,0.029,0.029,0.009,,,,,,
Kentucky,2020-11-01,,estimate,0.015,0.043,0.023,0.034,0.027,0.031,0.029,0.029,0.009,,,,,,
Illinois,2020-09-29,,estimate,0.015,0.043,0.025,0.036,0.027,0.031,0.03,0.03,0.009,,,,,,
Maryland,2020-10-20,,estimate,0.015,0.044,0.024,0.035,0.027,0.031,0.029,0.029,0.009,,,,,,
Massachusetts,2020-10-07,,estimate,0.015,0.044,0.025,0.035,0.028,0.031,0.029,0.029,0.009,,,,,,
Nevada,2020-10-17,,estimate,0.015,0.045,0.023,0.034,0.028,0.032,0.029,0.028,0.009,,,,,,
Nevada,2020-10-19,,estimate,0.015,0.045,0.023,0.034,0.03,0.034,0.03,0.03,0.009,,,,,,
West Virginia,2020-10-14,,estimate,0.015,0.045,0.025,0.036,0.027,0.031,0.03,0.03,0.009,,,,,,
Montana,2020-10-07,,estimate,0.015,0.045,0.026,0.038,0.029,0.033,0.031,0.031,0.009,,,,,,
New York,2020-09-28,,estimate,0.015,0.046,0.022,0.034,0.024,0.029,0.03,0.031,0.01,,,,,,
Pennsylvania,2020-10-13,,estimate,0.015,0.046,0.025,0.036,0.028,0.032,0.031,0.031,0.01,,,,,,
West Virginia,2020-10-15,,estimate,0.015,0.046,0.025,0.036,0.029,0.033,0.031,0.031,0.009,,,,,,
West Virginia,2020-10-16,,estimate,0.015,0.046,0.025,0.036,0.03,0.034,0.031,0.031,0.009,,,,,,
Minnesota,2020-10-12,,estimate,0.015,0.046,0.025,0.037,0.032,0.036,0.031,0.031,0.01,,,,,,
New Hampshire,2020-10-05,,estimate,0.015,0.046,0.026,0.037,0.031,0.035,0.031,0.03,0.01,,,,,,
New Hampshire,2020-10-04,,estimate,0.015,0.046,0.027,0.037,0.033,0.037,0.032,0.032,0.01,,,,,,
Pennsylvania,2020-10-10,,estimate,0.015,0.047,0.023,0.034,0.026,0.03,0.029,0.029,0.01,,,,,,
Pennsylvania,2020-10-11,,estimate,0.015,0.047,0.023,0.034,0.027,0.031,0.029,0.03,0.01,,,,,,
Pennsylvania,2020-10-12,,estimate,0.015,0.047,0.024,0.035,0.028,0.032,0.03,0.03,0.01,,,,,,
Wisconsin,2020-09-21,,estimate,0.015,0.047,0.028,0.038,0.032,0.035,0.032,0.031,0.01,,,,,,
Wisconsin,2020-09-20,,estimate,0.015,0.047,0.029,0.039,0.032,0.035,0.033,0.032,0.01,,,,,,
Colorado,2020-09-07,,estimate,0.015,0.048,0.022,0.033,0.025,0.029,0.03,0.032,0.011,,,,,,
New York,2020-09-18,,estimate,0.015,0.048,0.022,0.035,0.027,0.032,0.03,0.031,0.01,,,,,,
New Mexico,2020-09-12,,estimate,0.015,0.048,0.023,0.036,0.029,0.034,0.031,0.031,0.01,,,,,,
New Hampshire,2020-10-17,,estimate,0.015,0.049,0.031,0.042,0.034,0.038,0.035,0.033,0.011,,,,,,
New Hampshire,2020-09-22,,estimate,0.015,0.05,0.025,0.036,0.03,0.033,0.032,0.034,0.011,,,,,,
Alaska,2020-11-02,,estimate,0.015,0.051,0.028,0.041,0.031,0.036,0.034,0.033,0.011,,,,,,
Michigan,2020-10-04,,estimate,0.015,0.057,0.027,0.042,0.033,0.039,0.036,0.036,0.013,,,,,,
Kansas,2020-10-23,,estimate,0.015,0.06,0.03,0.047,0.033,0.039,0.038,0.038,0.014,,,,,,
Rhode Island,2020-10-02,,estimate,0.015,0.061,0.024,0.038,0.027,0.032,0.034,0.037,0.015,,,,,,
Rhode Island,2020-10-26,,estimate,0.015,0.065,0.028,0.046,0.032,0.038,0.038,0.038,0.015,,,,,,
Nebraska,2020-11-10,,estimate based on partial data,0.015,0.067,0.024,0.042,0.032,0.039,0.037,0.038,0.017,,,,,,
Nebraska,2020-11-11,,estimate based on partial data,0.015,0.07,0.025,0.044,0.034,0.041,0.037,0.038,0.018,,,,,,
Illinois,2020-11-08,,estimate based on partial data,0.015,0.074,0.034,0.057,0.043,0.051,0.045,0.044,0.018,,,,,,
Utah,2020-11-10,,estimate based on partial data,0.015,0.076,0.029,0.052,0.038,0.046,0.042,0.044,0.019,,,,,,
Louisiana,2020-10-30,,estimate,0.015,0.077,0.031,0.056,0.036,0.045,0.045,0.046,0.02,,,,,,
Louisiana,2020-10-31,,estimate,0.015,0.082,0.032,0.06,0.037,0.047,0.048,0.049,0.021,,,,,,
Vermont,2020-09-24,,estimate,0.015,0.083,0.029,0.057,0.037,0.047,0.046,0.049,0.022,,,,,,
Vermont,2020-09-25,,estimate,0.015,0.085,0.029,0.057,0.037,0.048,0.048,0.051,0.022,,,,,,
Louisiana,2020-11-02,,estimate,0.015,0.095,0.03,0.063,0.04,0.053,0.053,0.056,0.025,,,,,,
Louisiana,2020-11-05,,estimate based on partial data,0.015,0.119,0.034,0.076,0.04,0.055,0.059,0.064,0.034,,,,,,
Vermont,2020-11-13,,estimate based on partial data,0.015,0.208,0.064,0.133,0.09,0.116,0.108,0.114,0.062,,,,,,
North Dakota,2020-09-23,,estimate,0.016,0.032,0.022,0.027,0.024,0.025,0.024,0.023,0.005,,,,,,
North Dakota,2020-09-25,,estimate,0.016,0.033,0.022,0.027,0.023,0.025,0.025,0.024,0.005,,,,,,
North Dakota,2020-09-26,,estimate,0.016,0.033,0.022,0.027,0.024,0.026,0.025,0.025,0.005,,,,,,
New Jersey,2020-09-19,,estimate,0.016,0.036,0.022,0.03,0.024,0.027,0.026,0.026,0.006,,,,,,
New Jersey,2020-09-20,,estimate,0.016,0.036,0.023,0.03,0.025,0.027,0.026,0.027,0.006,,,,,,
Nebraska,2020-09-24,,estimate,0.016,0.037,0.022,0.029,0.023,0.026,0.026,0.026,0.007,,,,,,
North Dakota,2020-10-30,,estimate,0.016,0.037,0.023,0.031,0.025,0.028,0.027,0.026,0.007,,,,,,
Nebraska,2020-09-26,,estimate,0.016,0.038,0.022,0.029,0.024,0.027,0.026,0.027,0.007,,,,,,
Nebraska,2020-09-29,,estimate,0.016,0.038,0.022,0.03,0.026,0.028,0.027,0.027,0.007,,,,,,
Nebraska,2020-09-27,,estimate,0.016,0.038,0.023,0.03,0.024,0.027,0.026,0.027,0.007,,,,,,
Nebraska,2020-09-28,,estimate,0.016,0.038,0.023,0.03,0.025,0.027,0.027,0.027,0.007,,,,,,
Nebraska,2020-09-30,,estimate,0.016,0.038,0.023,0.03,0.026,0.029,0.027,0.027,0.007,,,,,,
Nebraska,2020-10-02,,estimate,0.016,0.038,0.024,0.031,0.025,0.027,0.027,0.027,0.007,,,,,,
Nebraska,2020-10-01,,estimate,0.016,0.038,0.024,0.031,0.026,0.029,0.027,0.027,0.007,,,,,,
Kentucky,2020-10-08,,estimate,0.016,0.039,0.021,0.03,0.024,0.027,0.026,0.027,0.007,,,,,,
Idaho,2020-10-05,,estimate,0.016,0.039,0.022,0.031,0.025,0.028,0.027,0.028,0.007,,,,,,
North Dakota,2020-10-31,,estimate,0.016,0.039,0.023,0.031,0.025,0.027,0.026,0.026,0.007,,,,,,
Utah,2020-09-20,,estimate,0.016,0.039,0.023,0.031,0.025,0.028,0.027,0.028,0.007,,,,,,
Idaho,2020-10-09,,estimate,0.016,0.039,0.023,0.031,0.026,0.029,0.027,0.027,0.007,,,,,,
Idaho,2020-10-07,,estimate,0.016,0.039,0.023,0.032,0.025,0.028,0.027,0.027,0.007,,,,,,
Idaho,2020-10-04,,estimate,0.016,0.04,0.022,0.031,0.025,0.028,0.027,0.028,0.007,,,,,,
Alaska,2020-09-17,,estimate,0.016,0.04,0.023,0.031,0.025,0.028,0.027,0.027,0.008,,,,,,
Idaho,2020-10-10,,estimate,0.016,0.04,0.023,0.031,0.026,0.029,0.027,0.027,0.007,,,,,,
Nebraska,2020-10-10,,estimate,0.016,0.04,0.026,0.034,0.028,0.032,0.029,0.029,0.007,,,,,,
South Dakota,2020-10-23,,estimate,0.016,0.041,0.023,0.033,0.026,0.03,0.028,0.028,0.008,,,,,,
Kentucky,2020-10-27,,estimate,0.016,0.041,0.025,0.035,0.028,0.032,0.03,0.03,0.008,,,,,,
South Dakota,2020-10-22,,estimate,0.016,0.042,0.024,0.034,0.027,0.03,0.029,0.029,0.008,,,,,,
Kentucky,2020-10-29,,estimate,0.016,0.042,0.024,0.034,0.028,0.031,0.029,0.029,0.008,,,,,,
District of Columbia,2020-10-21,,estimate,0.016,0.042,0.024,0.034,0.028,0.032,0.029,0.029,0.008,,,,,,
California,2020-10-24,,estimate,0.016,0.042,0.024,0.034,0.03,0.033,0.03,0.03,0.008,,,,,,
Kentucky,2020-10-28,,estimate,0.016,0.042,0.025,0.035,0.029,0.032,0.029,0.029,0.008,,,,,,
Kentucky,2020-10-30,,estimate,0.016,0.043,0.025,0.035,0.027,0.031,0.029,0.029,0.008,,,,,,
District of Columbia,2020-10-22,,estimate,0.016,0.043,0.025,0.035,0.029,0.033,0.03,0.03,0.008,,,,,,
South Dakota,2020-09-18,,estimate,0.016,0.044,0.022,0.033,0.026,0.03,0.029,0.03,0.009,,,,,,
Colorado,2020-09-15,,estimate,0.016,0.044,0.022,0.033,0.027,0.031,0.029,0.029,0.009,,,,,,
Ohio,2020-09-26,,estimate,0.016,0.045,0.023,0.034,0.025,0.029,0.03,0.03,0.009,,,,,,
Missouri,2020-10-19,,estimate,0.016,0.045,0.023,0.034,0.027,0.031,0.029,0.029,0.009,,,,,,
Massachusetts,2020-10-09,,estimate,0.016,0.045,0.026,0.037,0.032,0.036,0.031,0.03,0.009,,,,,,
Massachusetts,2020-10-10,,estimate,0.016,0.045,0.027,0.038,0.03,0.034,0.032,0.031,0.009,,,,,,
Colorado,2020-09-13,,estimate,0.016,0.046,0.023,0.034,0.026,0.03,0.03,0.031,0.01,,,,,,
Nevada,2020-10-20,,estimate,0.016,0.046,0.025,0.036,0.029,0.033,0.031,0.031,0.009,,,,,,
West Virginia,2020-10-17,,estimate,0.016,0.047,0.026,0.038,0.03,0.034,0.032,0.032,0.009,,,,,,
West Virginia,2020-10-18,,estimate,0.016,0.047,0.028,0.039,0.031,0.035,0.033,0.033,0.009,,,,,,
Indiana,2020-09-28,,estimate,0.016,0.047,0.029,0.041,0.03,0.034,0.033,0.033,0.01,,,,,,
Colorado,2020-09-06,,estimate,0.016,0.048,0.022,0.033,0.024,0.028,0.029,0.031,0.011,,,,,,
New Mexico,2020-10-26,,estimate,0.016,0.049,0.027,0.039,0.027,0.032,0.032,0.032,0.01,,,,,,
New Hampshire,2020-10-18,,estimate,0.016,0.049,0.032,0.043,0.035,0.039,0.036,0.034,0.01,,,,,,
Colorado,2020-09-08,,estimate,0.016,0.05,0.022,0.034,0.024,0.028,0.031,0.033,0.011,,,,,,
New York,2020-09-19,,estimate,0.016,0.051,0.023,0.037,0.028,0.033,0.032,0.033,0.011,,,,,,
Indiana,2020-10-22,,estimate,0.016,0.054,0.035,0.049,0.04,0.045,0.04,0.037,0.012,,,,,,
Rhode Island,2020-09-30,,estimate,0.016,0.061,0.023,0.037,0.027,0.032,0.032,0.035,0.015,,,,,,
Rhode Island,2020-10-18,,estimate,0.016,0.061,0.028,0.045,0.034,0.041,0.038,0.039,0.015,,,,,,
Rhode Island,2020-10-04,,estimate,0.016,0.062,0.025,0.04,0.028,0.033,0.035,0.038,0.015,,,,,,
Rhode Island,2020-10-06,,estimate,0.016,0.062,0.025,0.04,0.028,0.033,0.037,0.039,0.015,,,,,,
Rhode Island,2020-10-25,,estimate,0.016,0.064,0.027,0.045,0.03,0.037,0.038,0.038,0.015,,,,,,
District of Columbia,2020-11-07,,estimate based on partial data,0.016,0.07,0.029,0.05,0.034,0.042,0.041,0.042,0.017,,,,,,
Vermont,2020-10-20,,estimate,0.016,0.075,0.036,0.06,0.045,0.054,0.046,0.045,0.019,,,,,,
Vermont,2020-09-26,,estimate,0.016,0.087,0.03,0.057,0.037,0.047,0.05,0.052,0.022,,,,,,
Pennsylvania,2020-11-08,,estimate based on partial data,0.016,0.087,0.031,0.057,0.033,0.043,0.046,0.049,0.024,,,,,,
Michigan,2020-11-05,,estimate based on partial data,0.016,0.091,0.036,0.064,0.047,0.057,0.053,0.053,0.023,,,,,,
California,2020-11-12,,estimate based on partial data,0.016,0.095,0.034,0.063,0.041,0.052,0.052,0.055,0.025,,,,,,
California,2020-11-13,,estimate based on partial data,0.016,0.1,0.035,0.066,0.043,0.055,0.053,0.056,0.027,,,,,,
Louisiana,2020-11-03,,estimate,0.016,0.104,0.032,0.068,0.036,0.05,0.055,0.058,0.028,,,,,,
Minnesota,2020-11-12,,estimate based on partial data,0.016,0.108,0.043,0.075,0.06,0.071,0.063,0.062,0.029,,,,,,
Louisiana,2020-11-04,,estimate,0.016,0.112,0.033,0.072,0.038,0.053,0.058,0.061,0.031,,,,,,
North Dakota,2020-09-27,,estimate,0.017,0.034,0.023,0.028,0.024,0.026,0.025,0.026,0.005,,,,,,
New Jersey,2020-09-23,,estimate,0.017,0.037,0.023,0.03,0.025,0.028,0.027,0.027,0.006,,,,,,
New Jersey,2020-09-22,,estimate,0.017,0.037,0.023,0.03,0.026,0.028,0.027,0.027,0.006,,,,,,
New Jersey,2020-09-21,,estimate,0.017,0.037,0.023,0.03,0.026,0.029,0.027,0.027,0.006,,,,,,
North Dakota,2020-10-29,,estimate,0.017,0.037,0.023,0.031,0.025,0.028,0.027,0.027,0.006,,,,,,
New Jersey,2020-09-24,,estimate,0.017,0.037,0.024,0.031,0.027,0.029,0.027,0.028,0.006,,,,,,
New Jersey,2020-09-25,,estimate,0.017,0.037,0.024,0.031,0.027,0.03,0.028,0.028,0.006,,,,,,
New Jersey,2020-09-28,,estimate,0.017,0.037,0.025,0.032,0.028,0.031,0.028,0.028,0.006,,,,,,
Nebraska,2020-10-04,,estimate,0.017,0.039,0.024,0.031,0.026,0.028,0.028,0.028,0.007,,,,,,
Nebraska,2020-10-03,,estimate,0.017,0.039,0.024,0.031,0.028,0.031,0.028,0.028,0.007,,,,,,
Nebraska,2020-10-05,,estimate,0.017,0.039,0.024,0.032,0.026,0.029,0.028,0.028,0.007,,,,,,
Kentucky,2020-10-09,,estimate,0.017,0.04,0.022,0.03,0.024,0.027,0.027,0.027,0.007,,,,,,
Idaho,2020-10-03,,estimate,0.017,0.04,0.023,0.032,0.024,0.027,0.028,0.028,0.007,,,,,,
Nebraska,2020-10-06,,estimate,0.017,0.04,0.024,0.032,0.026,0.029,0.028,0.028,0.007,,,,,,
Nebraska,2020-10-07,,estimate,0.017,0.04,0.025,0.033,0.027,0.03,0.028,0.028,0.007,,,,,,
Idaho,2020-10-01,,estimate,0.017,0.041,0.022,0.03,0.026,0.029,0.028,0.028,0.007,,,,,,
Idaho,2020-09-29,,estimate,0.017,0.041,0.022,0.031,0.024,0.027,0.028,0.029,0.008,,,,,,
Kentucky,2020-10-10,,estimate,0.017,0.041,0.022,0.031,0.025,0.028,0.028,0.028,0.007,,,,,,
Idaho,2020-10-02,,estimate,0.017,0.041,0.022,0.031,0.026,0.029,0.028,0.028,0.007,,,,,,
Utah,2020-10-21,,estimate,0.017,0.041,0.023,0.032,0.026,0.029,0.028,0.028,0.007,,,,,,
Alaska,2020-09-18,,estimate,0.017,0.041,0.024,0.032,0.026,0.029,0.028,0.029,0.008,,,,,,
Nebraska,2020-10-08,,estimate,0.017,0.041,0.025,0.033,0.027,0.03,0.029,0.028,0.007,,,,,,
Idaho,2020-09-23,,estimate,0.017,0.042,0.021,0.03,0.022,0.025,0.027,0.029,0.008,,,,,,
Idaho,2020-09-24,,estimate,0.017,0.042,0.021,0.03,0.023,0.026,0.027,0.029,0.008,,,,,,
Alaska,2020-09-19,,estimate,0.017,0.042,0.025,0.033,0.027,0.029,0.029,0.03,0.008,,,,,,
Idaho,2020-09-22,,estimate,0.017,0.043,0.02,0.029,0.021,0.025,0.027,0.028,0.008,,,,,,
New York,2020-10-20,,estimate,0.017,0.044,0.026,0.037,0.03,0.033,0.031,0.031,0.009,,,,,,
Missouri,2020-10-20,,estimate,0.017,0.045,0.024,0.036,0.028,0.032,0.031,0.031,0.009,,,,,,
District of Columbia,2020-10-23,,estimate,0.017,0.045,0.025,0.036,0.028,0.032,0.031,0.032,0.009,,,,,,
Colorado,2020-09-14,,estimate,0.017,0.046,0.022,0.033,0.027,0.031,0.029,0.03,0.009,,,,,,
Maryland,2020-10-21,,estimate,0.017,0.046,0.027,0.038,0.03,0.034,0.032,0.032,0.009,,,,,,
Massachusetts,2020-10-11,,estimate,0.017,0.046,0.027,0.038,0.032,0.036,0.033,0.032,0.009,,,,,,
Colorado,2020-10-02,,estimate,0.017,0.046,0.028,0.039,0.031,0.035,0.032,0.031,0.009,,,,,,
Nevada,2020-10-21,,estimate,0.017,0.047,0.024,0.035,0.03,0.034,0.031,0.031,0.009,,,,,,
Montana,2020-10-06,,estimate,0.017,0.047,0.028,0.04,0.031,0.035,0.033,0.032,0.009,,,,,,
Colorado,2020-09-12,,estimate,0.017,0.048,0.023,0.034,0.026,0.03,0.03,0.032,0.01,,,,,,
New Hampshire,2020-10-03,,estimate,0.017,0.048,0.026,0.037,0.033,0.037,0.033,0.033,0.01,,,,,,
Wisconsin,2020-09-19,,estimate,0.017,0.048,0.03,0.04,0.033,0.036,0.034,0.033,0.01,,,,,,
Pennsylvania,2020-10-15,,estimate,0.017,0.049,0.024,0.036,0.03,0.034,0.032,0.032,0.01,,,,,,
New York,2020-09-27,,estimate,0.017,0.049,0.024,0.037,0.026,0.031,0.032,0.033,0.01,,,,,,
Pennsylvania,2020-10-14,,estimate,0.017,0.049,0.025,0.037,0.029,0.033,0.031,0.032,0.01,,,,,,
Colorado,2020-09-09,,estimate,0.017,0.05,0.022,0.034,0.024,0.028,0.031,0.033,0.011,,,,,,
Colorado,2020-09-10,,estimate,0.017,0.05,0.023,0.034,0.025,0.029,0.031,0.033,0.011,,,,,,
Colorado,2020-09-11,,estimate,0.017,0.05,0.023,0.034,0.025,0.029,0.031,0.033,0.011,,,,,,
New Hampshire,2020-09-21,,estimate,0.017,0.05,0.026,0.037,0.029,0.033,0.032,0.033,0.011,,,,,,
New Mexico,2020-10-25,,estimate,0.017,0.05,0.026,0.039,0.031,0.036,0.033,0.033,0.01,,,,,,
New Mexico,2020-10-24,,estimate,0.017,0.05,0.026,0.039,0.032,0.037,0.034,0.033,0.01,,,,,,
Pennsylvania,2020-10-17,,estimate,0.017,0.05,0.027,0.039,0.031,0.035,0.034,0.034,0.01,,,,,,
Alaska,2020-11-01,,estimate,0.017,0.05,0.029,0.041,0.032,0.036,0.034,0.034,0.01,,,,,,
New York,2020-09-20,,estimate,0.017,0.053,0.025,0.04,0.029,0.035,0.034,0.035,0.011,,,,,,
New Hampshire,2020-09-23,,estimate,0.017,0.053,0.026,0.037,0.03,0.034,0.033,0.035,0.012,,,,,,
New York,2020-09-22,,estimate,0.017,0.055,0.026,0.043,0.032,0.038,0.037,0.038,0.012,,,,,,
New York,2020-09-21,,estimate,0.017,0.055,0.028,0.044,0.03,0.036,0.036,0.037,0.012,,,,,,
New Hampshire,2020-09-27,,estimate,0.017,0.056,0.026,0.038,0.031,0.035,0.034,0.037,0.012,,,,,,
