state,date,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Idaho,2020-12-12,,estimate,898,936,304,509,719,827,970,1112,1498
Idaho,2020-12-13,,estimate,625,650,209,352,503,578,678,770,1033
Idaho,2020-12-14,,estimate,1467,1514,496,807,1167,1348,1579,1802,2425
Idaho,2020-12-15,,estimate,1574,1634,528,876,1257,1444,1711,1950,2589
Idaho,2020-12-16,,estimate,1492,1545,495,839,1190,1376,1613,1837,2432
Idaho,2020-12-17,,estimate,1382,1431,452,785,1112,1279,1492,1688,2268
Idaho,2020-12-18,,estimate,1492,1543,493,829,1188,1366,1619,1837,2437
Idaho,2020-12-19,,estimate,831,863,279,462,663,763,903,1034,1358
Idaho,2020-12-20,,estimate,581,599,190,324,462,537,628,715,943
Idaho,2020-12-21,,estimate,1328,1383,445,761,1061,1219,1438,1649,2188
Idaho,2020-12-22,,estimate,1435,1488,484,801,1141,1317,1555,1783,2358
Idaho,2020-12-23,,estimate,1348,1388,445,731,1075,1244,1458,1649,2190
Idaho,2020-12-24,,estimate,1254,1299,422,699,999,1150,1351,1554,2067
Idaho,2020-12-25,,estimate,1324,1368,428,756,1062,1223,1430,1620,2140
Idaho,2020-12-26,,estimate,742,770,258,412,585,679,804,917,1249
Idaho,2020-12-27,,estimate,513,533,171,287,412,471,556,632,847
Idaho,2020-12-28,,estimate,1188,1236,401,660,952,1090,1289,1470,1974
Idaho,2020-12-29,,estimate,1280,1318,426,703,1013,1168,1384,1566,2087
Idaho,2020-12-30,,estimate,1191,1232,411,644,930,1091,1292,1478,1970
Idaho,2020-12-31,,estimate,1107,1145,374,608,879,1017,1192,1369,1814
Idaho,2021-01-01,,estimate,1187,1226,392,660,945,1091,1288,1464,1924
Idaho,2021-01-02,,estimate,651,679,221,363,524,603,704,804,1083
Idaho,2021-01-03,,estimate,449,468,154,251,358,412,489,560,739
Idaho,2021-01-04,,estimate,1041,1078,348,572,831,955,1128,1283,1706
Idaho,2021-01-05,,estimate,1116,1149,368,615,889,1029,1202,1358,1815
Idaho,2021-01-06,,estimate,1037,1084,352,596,830,962,1130,1282,1721
Idaho,2021-01-07,,estimate,952,991,320,544,758,878,1035,1180,1551
Idaho,2021-01-08,,estimate based on partial data,1019,1059,345,575,816,937,1100,1258,1685
Idaho,2021-01-09,,estimate based on partial data,564,587,190,319,449,519,610,700,927
Idaho,2021-01-10,,estimate based on partial data,387,401,128,218,310,359,419,478,635
Idaho,2021-01-11,,estimate based on partial data,874,910,294,485,700,803,953,1089,1426
Idaho,2021-01-12,,estimate based on partial data,930,975,322,532,748,859,1019,1158,1556
Idaho,2021-01-13,,estimate based on partial data,874,914,307,482,692,803,954,1093,1487
Idaho,2021-01-14,,estimate based on partial data,796,825,269,439,632,735,866,985,1317
Idaho,2021-01-15,,estimate based on partial data,850,884,295,460,677,780,921,1053,1413
Idaho,2021-01-16,,estimate based on partial data,463,484,163,254,368,426,500,575,788
Idaho,2021-01-17,,estimate based on partial data,315,330,116,171,248,286,343,393,540
Idaho,2021-01-18,,estimate based on partial data,726,756,258,391,565,665,793,910,1217
Idaho,2021-01-19,,forecast,761,801,286,409,599,696,830,961,1328
Idaho,2021-01-20,,forecast,713,747,265,380,555,650,783,899,1227
Idaho,2021-01-21,,forecast,642,678,244,339,503,587,706,819,1126
Idaho,2021-01-22,,forecast,678,718,273,345,526,616,744,864,1217
Idaho,2021-01-23,,forecast,370,396,150,194,290,338,409,482,680
Idaho,2021-01-24,,forecast,257,271,106,123,194,233,282,330,463
Idaho,2021-01-25,,forecast,581,616,244,292,443,526,646,753,1053
Idaho,2021-01-26,,forecast,614,660,282,292,455,549,685,809,1192
Idaho,2021-01-27,,forecast,566,612,266,267,421,509,630,747,1132
Idaho,2021-01-28,,forecast,520,561,241,251,393,468,575,683,1007
Idaho,2021-01-29,,forecast,546,589,265,238,395,486,611,735,1074
Idaho,2021-01-30,,forecast,299,324,148,135,220,266,335,396,600
Idaho,2021-01-31,,forecast,204,224,110,86,147,181,230,279,423
Idaho,2021-02-01,,forecast,467,515,258,198,329,412,528,644,991
Illinois,2020-09-28,,estimate,1495,1540,446,908,1232,1391,1597,1804,2367
Illinois,2020-09-29,,estimate,1728,1783,514,1046,1413,1603,1853,2084,2712
Illinois,2020-09-30,,estimate,1901,1968,567,1158,1551,1771,2042,2317,2997
Illinois,2020-10-01,,estimate,2294,2352,663,1379,1889,2128,2461,2755,3517
Illinois,2020-10-02,,estimate,2200,2256,649,1303,1794,2033,2362,2642,3419
Illinois,2020-10-03,,estimate,2190,2260,645,1338,1792,2033,2358,2652,3447
Illinois,2020-10-04,,estimate,1843,1898,541,1119,1525,1716,1963,2202,2881
Illinois,2020-10-05,,estimate,1995,2046,575,1213,1637,1854,2137,2395,3051
Illinois,2020-10-06,,estimate,2269,2329,655,1353,1865,2108,2429,2726,3511
Illinois,2020-10-07,,estimate,2458,2535,709,1493,2038,2305,2646,2964,3796
Illinois,2020-10-08,,estimate,2997,3079,854,1822,2481,2781,3232,3593,4623
Illinois,2020-10-09,,estimate,2802,2889,813,1700,2314,2612,3003,3356,4340
Illinois,2020-10-10,,estimate,2834,2924,816,1729,2348,2642,3064,3424,4401
Illinois,2020-10-11,,estimate,2396,2454,677,1470,1974,2234,2557,2868,3640
Illinois,2020-10-12,,estimate,2605,2671,740,1614,2134,2427,2780,3118,3981
Illinois,2020-10-13,,estimate,2978,3057,856,1806,2443,2763,3207,3568,4583
Illinois,2020-10-14,,estimate,3258,3348,944,1970,2687,3033,3481,3899,5074
Illinois,2020-10-15,,estimate,3932,4049,1114,2438,3254,3696,4224,4705,6071
Illinois,2020-10-16,,estimate,3756,3860,1090,2269,3075,3500,4035,4502,5780
Illinois,2020-10-17,,estimate,3807,3922,1137,2284,3115,3545,4079,4583,5911
Illinois,2020-10-18,,estimate,3204,3292,931,1912,2620,2977,3435,3862,4960
Illinois,2020-10-19,,estimate,3472,3568,988,2133,2860,3225,3723,4154,5325
Illinois,2020-10-20,,estimate,4017,4142,1171,2495,3288,3717,4312,4841,6310
Illinois,2020-10-21,,estimate,4461,4589,1289,2731,3678,4143,4774,5338,6874
Illinois,2020-10-22,,estimate,5426,5577,1549,3330,4487,5062,5825,6508,8313
Illinois,2020-10-23,,estimate,5139,5311,1491,3107,4276,4808,5530,6201,7936
Illinois,2020-10-24,,estimate,5298,5454,1530,3269,4360,4906,5698,6366,8193
Illinois,2020-10-25,,estimate,4462,4576,1270,2698,3690,4160,4790,5321,6857
Illinois,2020-10-26,,estimate,4838,4983,1396,2956,3969,4492,5206,5834,7483
Illinois,2020-10-27,,estimate,5657,5836,1660,3451,4658,5273,6095,6788,8846
Illinois,2020-10-28,,estimate,6262,6469,1849,3788,5153,5823,6748,7618,9684
Illinois,2020-10-29,,estimate,7720,7883,2189,4608,6362,7193,8235,9181,11842
Illinois,2020-10-30,,estimate,7410,7606,2115,4554,6105,6876,7928,8890,11334
Illinois,2020-10-31,,estimate,7502,7718,2189,4524,6172,6993,8043,9029,11702
Illinois,2020-11-01,,estimate,6321,6512,1781,3869,5278,5924,6774,7569,9626
Illinois,2020-11-02,,estimate,6875,7061,1978,4169,5658,6412,7385,8232,10665
Illinois,2020-11-03,,estimate,7990,8226,2338,4863,6594,7429,8531,9633,12310
Illinois,2020-11-04,,estimate,8941,9119,2541,5425,7288,8298,9551,10665,13715
Illinois,2020-11-05,,estimate,10630,10914,3081,6439,8703,9919,11371,12678,16403
Illinois,2020-11-06,,estimate,10056,10371,2893,6183,8344,9369,10777,12067,15728
Illinois,2020-11-07,,estimate,10150,10404,2926,6240,8291,9387,10850,12197,15624
Illinois,2020-11-08,,estimate,8480,8707,2387,5187,7034,7951,9066,10139,13013
Illinois,2020-11-09,,estimate,9062,9298,2634,5463,7390,8435,9724,10914,14006
Illinois,2020-11-10,,estimate,10220,10505,2983,6246,8296,9477,10962,12275,15885
Illinois,2020-11-11,,estimate,11124,11364,3184,6690,9043,10355,11884,13271,17020
Illinois,2020-11-12,,estimate,12954,13385,3772,7963,10719,12074,14004,15582,20275
Illinois,2020-11-13,,estimate,12088,12374,3523,7173,9900,11229,12950,14455,18639
Illinois,2020-11-14,,estimate,11743,12111,3449,7081,9695,10913,12612,14140,18214
Illinois,2020-11-15,,estimate,9570,9820,2745,5817,7880,8893,10278,11418,14788
Illinois,2020-11-16,,estimate,10020,10300,2866,6021,8226,9372,10757,12104,15446
Illinois,2020-11-17,,estimate,11048,11353,3094,6853,9125,10277,11840,13253,16939
Illinois,2020-11-18,,estimate,11510,11885,3342,7085,9471,10695,12361,13993,17877
Illinois,2020-11-19,,estimate,13442,13823,3878,8167,11049,12459,14349,16175,20891
Illinois,2020-11-20,,estimate,12183,12488,3489,7305,10015,11321,13056,14630,18709
Illinois,2020-11-21,,estimate,11662,11991,3305,7206,9614,10860,12490,13938,17932
Illinois,2020-11-22,,estimate,9220,9520,2652,5615,7654,8635,9921,11126,14249
Illinois,2020-11-23,,estimate,9440,9758,2703,5844,7825,8822,10144,11368,14680
Illinois,2020-11-24,,estimate,10300,10638,2941,6436,8502,9648,11103,12460,15997
Illinois,2020-11-25,,estimate,10694,11057,3086,6551,8837,9987,11528,12963,16604
Illinois,2020-11-26,,estimate,12207,12622,3595,7454,10093,11396,13127,14756,19108
Illinois,2020-11-27,,estimate,10978,11321,3162,6711,9064,10249,11850,13196,16837
Illinois,2020-11-28,,estimate,10519,10868,3053,6358,8737,9836,11312,12706,16514
Illinois,2020-11-29,,estimate,8252,8514,2368,5070,6862,7699,8839,9983,12823
Illinois,2020-11-30,,estimate,8460,8739,2467,5138,7000,7871,9076,10231,13229
Illinois,2020-12-01,,estimate,9252,9501,2607,5680,7639,8594,9909,11085,14125
Illinois,2020-12-02,,estimate,9641,9915,2785,5886,7932,8990,10311,11596,14892
Illinois,2020-12-03,,estimate,10842,11166,3101,6666,8986,10120,11636,13054,16768
Illinois,2020-12-04,,estimate,9799,10070,2869,5989,7961,9091,10502,11818,15233
Illinois,2020-12-05,,estimate,9324,9587,2679,5661,7685,8666,9975,11238,14233
Illinois,2020-12-06,,estimate,7385,7571,2065,4495,6105,6867,7915,8850,11225
Illinois,2020-12-07,,estimate,7569,7780,2201,4557,6237,7036,8106,9112,11691
Illinois,2020-12-08,,estimate,8072,8299,2292,4939,6692,7503,8665,9716,12359
Illinois,2020-12-09,,estimate,8373,8622,2382,5163,6914,7783,9010,10088,12808
Illinois,2020-12-10,,estimate,9531,9788,2726,5768,7832,8873,10219,11473,14682
Illinois,2020-12-11,,estimate,8444,8722,2445,5209,6986,7847,9066,10195,13095
Illinois,2020-12-12,,estimate,8060,8304,2253,5025,6706,7528,8635,9667,12419
Illinois,2020-12-13,,estimate,6406,6587,1824,3984,5267,5930,6884,7719,9898
Illinois,2020-12-14,,estimate,6408,6620,1862,3930,5286,5978,6913,7711,9962
Illinois,2020-12-15,,estimate,6883,7124,2006,4187,5692,6427,7441,8332,10812
Illinois,2020-12-16,,estimate,7188,7396,2034,4421,5945,6733,7728,8698,10986
Illinois,2020-12-17,,estimate,8152,8419,2359,5071,6739,7570,8832,9888,12552
Illinois,2020-12-18,,estimate,7342,7553,2146,4470,6041,6806,7894,8810,11311
Illinois,2020-12-19,,estimate,6976,7198,2051,4307,5720,6445,7492,8440,10888
Illinois,2020-12-20,,estimate,5488,5657,1610,3307,4512,5092,5886,6610,8552
Illinois,2020-12-21,,estimate,5621,5794,1653,3373,4623,5252,6033,6780,8728
Illinois,2020-12-22,,estimate,6132,6326,1791,3726,5046,5698,6601,7432,9498
Illinois,2020-12-23,,estimate,6414,6597,1839,3921,5286,5983,6879,7721,9871
Illinois,2020-12-24,,estimate,7284,7502,2093,4444,6025,6798,7810,8748,11220
Illinois,2020-12-25,,estimate,6558,6772,1919,3980,5423,6136,7065,7920,10285
Illinois,2020-12-26,,estimate,6312,6494,1864,3798,5186,5885,6750,7590,9855
Illinois,2020-12-27,,estimate,5132,5283,1495,3170,4213,4752,5489,6168,7962
Illinois,2020-12-28,,estimate,5317,5462,1547,3205,4382,4947,5677,6370,8291
Illinois,2020-12-29,,estimate,5762,5966,1680,3547,4776,5416,6198,6962,9020
Illinois,2020-12-30,,estimate,6133,6294,1780,3735,5010,5695,6577,7405,9458
Illinois,2020-12-31,,estimate,7213,7393,2051,4434,5964,6737,7679,8568,11003
Illinois,2021-01-01,,estimate,6457,6656,1876,3963,5331,6015,6920,7724,10018
Illinois,2021-01-02,,estimate,6316,6448,1750,3887,5202,5887,6719,7474,9561
Illinois,2021-01-03,,estimate,5072,5209,1442,3112,4192,4722,5418,6073,7822
Illinois,2021-01-04,,estimate,5324,5467,1499,3276,4392,4972,5696,6400,8122
Illinois,2021-01-05,,estimate,5870,5999,1664,3593,4827,5415,6267,6996,8955
Illinois,2021-01-06,,estimate,6132,6295,1735,3778,5066,5719,6545,7324,9385
Illinois,2021-01-07,,estimate,7133,7313,2022,4337,5896,6652,7633,8522,10987
Illinois,2021-01-08,,estimate based on partial data,6438,6602,1853,3875,5291,6001,6891,7708,9928
Illinois,2021-01-09,,estimate based on partial data,6219,6394,1832,3748,5086,5773,6667,7499,9727
Illinois,2021-01-10,,estimate based on partial data,4979,5107,1441,3012,4094,4650,5316,5948,7670
Illinois,2021-01-11,,estimate based on partial data,5157,5299,1494,3131,4217,4787,5541,6240,7923
Illinois,2021-01-12,,estimate based on partial data,5619,5761,1625,3363,4615,5231,6030,6730,8607
Illinois,2021-01-13,,estimate based on partial data,5804,5944,1644,3582,4737,5388,6213,6930,8909
Illinois,2021-01-14,,estimate based on partial data,6588,6779,1918,4026,5402,6120,7085,7984,10274
Illinois,2021-01-15,,estimate based on partial data,5908,6117,1776,3580,4867,5487,6353,7160,9306
Illinois,2021-01-16,,estimate based on partial data,5624,5817,1730,3325,4583,5196,6085,6821,8967
Illinois,2021-01-17,,estimate based on partial data,4372,4526,1359,2611,3524,4051,4699,5324,6933
Illinois,2021-01-18,,estimate based on partial data,4522,4679,1388,2708,3703,4210,4860,5486,7154
Illinois,2021-01-19,,forecast,4756,4968,1585,2736,3839,4399,5131,5878,7853
Illinois,2021-01-20,,forecast,4949,5176,1739,2818,3918,4532,5370,6165,8273
Illinois,2021-01-21,,forecast,5602,5848,1999,3048,4408,5125,6065,6995,9510
Illinois,2021-01-22,,forecast,4920,5185,1856,2646,3857,4495,5386,6207,8685
Illinois,2021-01-23,,forecast,4631,4965,1937,2433,3620,4218,5126,5948,8508
Illinois,2021-01-24,,forecast,3607,3894,1613,1822,2762,3276,3977,4702,6881
Illinois,2021-01-25,,forecast,3652,3972,1760,1811,2760,3287,4052,4838,7169
Illinois,2021-01-26,,forecast,3959,4284,1981,1794,2889,3512,4412,5274,7813
Illinois,2021-01-27,,forecast,4002,4444,2253,1764,2926,3564,4500,5498,8442
Illinois,2021-01-28,,forecast,4542,5054,2701,1893,3228,4017,5118,6257,9718
Illinois,2021-01-29,,forecast,4046,4543,2482,1646,2849,3569,4622,5662,8932
Illinois,2021-01-30,,forecast,3818,4360,2632,1442,2599,3335,4371,5500,8996
Illinois,2021-01-31,,forecast,2946,3426,2143,1052,1999,2553,3424,4303,7081
Illinois,2021-02-01,,forecast,3016,3529,2456,996,1952,2570,3500,4386,7594
Indiana,2020-09-28,,estimate,766,775,142,558,676,734,800,860,1028
Indiana,2020-09-29,,estimate,803,815,151,589,708,767,842,905,1084
Indiana,2020-09-30,,estimate,998,1012,187,726,877,956,1047,1129,1344
Indiana,2020-10-01,,estimate,1298,1315,244,944,1143,1240,1358,1461,1754
Indiana,2020-10-02,,estimate,1307,1326,247,963,1153,1245,1367,1482,1762
Indiana,2020-10-03,,estimate,1318,1334,245,969,1163,1260,1374,1477,1759
Indiana,2020-10-04,,estimate,1104,1118,205,810,978,1056,1152,1242,1478
Indiana,2020-10-05,,estimate,1024,1035,188,756,903,973,1069,1153,1357
Indiana,2020-10-06,,estimate,1066,1074,195,776,937,1018,1113,1195,1410
Indiana,2020-10-07,,estimate,1301,1316,233,959,1156,1244,1353,1459,1726
Indiana,2020-10-08,,estimate,1665,1682,301,1213,1476,1591,1742,1872,2197
Indiana,2020-10-09,,estimate,1684,1708,305,1244,1489,1612,1765,1899,2241
Indiana,2020-10-10,,estimate,1694,1711,300,1247,1501,1620,1776,1905,2223
Indiana,2020-10-11,,estimate,1415,1423,257,1022,1242,1347,1471,1584,1867
Indiana,2020-10-12,,estimate,1307,1319,239,948,1152,1250,1366,1471,1720
Indiana,2020-10-13,,estimate,1333,1354,248,968,1184,1279,1404,1510,1790
Indiana,2020-10-14,,estimate,1638,1659,302,1205,1449,1564,1719,1854,2186
Indiana,2020-10-15,,estimate,2106,2123,377,1543,1856,2006,2208,2363,2772
Indiana,2020-10-16,,estimate,2084,2118,374,1556,1858,2002,2183,2345,2780
Indiana,2020-10-17,,estimate,2087,2113,378,1542,1843,1999,2180,2347,2776
Indiana,2020-10-18,,estimate,1730,1752,315,1270,1534,1654,1810,1947,2298
Indiana,2020-10-19,,estimate,1584,1601,285,1160,1406,1518,1661,1781,2096
Indiana,2020-10-20,,estimate,1628,1649,296,1202,1443,1560,1704,1838,2162
Indiana,2020-10-21,,estimate,2003,2018,362,1463,1764,1915,2092,2242,2643
Indiana,2020-10-22,,estimate,2560,2585,471,1877,2243,2434,2674,2871,3440
Indiana,2020-10-23,,estimate,2542,2580,463,1895,2257,2437,2656,2858,3404
Indiana,2020-10-24,,estimate,2563,2604,467,1889,2283,2461,2689,2895,3420
Indiana,2020-10-25,,estimate,2134,2167,397,1552,1895,2045,2232,2408,2882
Indiana,2020-10-26,,estimate,1992,2011,359,1458,1758,1897,2082,2238,2632
Indiana,2020-10-27,,estimate,2060,2088,374,1520,1828,1976,2163,2316,2754
Indiana,2020-10-28,,estimate,2560,2589,468,1894,2257,2452,2676,2877,3403
Indiana,2020-10-29,,estimate,3349,3384,596,2471,2965,3195,3503,3767,4411
Indiana,2020-10-30,,estimate,3404,3442,620,2521,3000,3239,3562,3826,4500
Indiana,2020-10-31,,estimate,3481,3522,641,2545,3070,3323,3636,3932,4650
Indiana,2020-11-01,,estimate,2945,2983,537,2186,2606,2805,3076,3324,3917
Indiana,2020-11-02,,estimate,2782,2823,506,2053,2470,2665,2911,3144,3706
Indiana,2020-11-03,,estimate,2945,2983,533,2182,2605,2817,3077,3326,3912
Indiana,2020-11-04,,estimate,3670,3725,662,2734,3257,3513,3835,4153,4883
Indiana,2020-11-05,,estimate,4836,4882,854,3585,4281,4616,5063,5404,6340
Indiana,2020-11-06,,estimate,4983,5028,889,3686,4410,4756,5196,5588,6549
Indiana,2020-11-07,,estimate,5086,5135,914,3746,4496,4855,5300,5700,6722
Indiana,2020-11-08,,estimate,4288,4350,775,3177,3806,4118,4483,4831,5719
Indiana,2020-11-09,,estimate,4048,4089,733,2949,3581,3859,4231,4555,5333
Indiana,2020-11-10,,estimate,4239,4276,753,3132,3755,4045,4434,4752,5603
Indiana,2020-11-11,,estimate,5192,5266,945,3838,4621,4957,5417,5863,6914
Indiana,2020-11-12,,estimate,6690,6779,1220,4940,5919,6400,6990,7543,8886
Indiana,2020-11-13,,estimate,6692,6772,1234,4868,5911,6403,7022,7539,8905
Indiana,2020-11-14,,estimate,6646,6748,1201,4912,5944,6366,6951,7488,8844
Indiana,2020-11-15,,estimate,5501,5558,990,4024,4865,5267,5745,6163,7232
Indiana,2020-11-16,,estimate,4994,5049,892,3669,4438,4773,5208,5617,6561
Indiana,2020-11-17,,estimate,5028,5093,894,3735,4468,4819,5256,5648,6668
Indiana,2020-11-18,,estimate,6046,6098,1076,4452,5341,5760,6299,6787,7952
Indiana,2020-11-19,,estimate,7472,7576,1341,5533,6638,7153,7833,8415,9877
Indiana,2020-11-20,,estimate,7302,7378,1309,5327,6468,6983,7633,8224,9640
Indiana,2020-11-21,,estimate,7074,7155,1240,5301,6296,6756,7389,7903,9361
Indiana,2020-11-22,,estimate,5701,5761,1018,4190,5049,5457,5960,6406,7512
Indiana,2020-11-23,,estimate,5097,5142,917,3748,4494,4869,5321,5716,6764
Indiana,2020-11-24,,estimate,5060,5098,898,3727,4469,4843,5279,5653,6691
Indiana,2020-11-25,,estimate,5942,6011,1058,4391,5267,5693,6206,6695,7841
Indiana,2020-11-26,,estimate,7398,7489,1331,5460,6565,7066,7732,8299,9843
Indiana,2020-11-27,,estimate,7167,7249,1273,5314,6357,6849,7477,8051,9437
Indiana,2020-11-28,,estimate,6976,7075,1301,5065,6194,6668,7296,7889,9313
Indiana,2020-11-29,,estimate,5631,5731,1020,4200,5025,5414,5873,6341,7526
Indiana,2020-11-30,,estimate,5083,5151,922,3783,4489,4854,5298,5728,6770
Indiana,2020-12-01,,estimate,5070,5140,917,3769,4491,4838,5296,5704,6741
Indiana,2020-12-02,,estimate,6104,6167,1093,4518,5398,5840,6362,6831,8091
Indiana,2020-12-03,,estimate,7566,7657,1380,5590,6677,7216,7892,8520,10091
Indiana,2020-12-04,,estimate,7368,7489,1328,5515,6560,7063,7726,8306,9850
Indiana,2020-12-05,,estimate,7223,7316,1306,5389,6404,6891,7528,8096,9686
Indiana,2020-12-06,,estimate,5824,5889,1046,4293,5156,5578,6097,6528,7763
Indiana,2020-12-07,,estimate,5208,5279,928,3850,4640,4974,5464,5872,6878
Indiana,2020-12-08,,estimate,5165,5252,943,3833,4586,4955,5411,5834,6949
Indiana,2020-12-09,,estimate,6099,6178,1112,4468,5427,5817,6378,6887,8077
Indiana,2020-12-10,,estimate,7496,7581,1379,5473,6628,7158,7839,8398,9987
Indiana,2020-12-11,,estimate,7190,7266,1284,5289,6370,6856,7542,8096,9504
Indiana,2020-12-12,,estimate,6925,6988,1254,5065,6098,6605,7226,7760,9189
Indiana,2020-12-13,,estimate,5430,5483,970,3995,4809,5182,5673,6087,7217
Indiana,2020-12-14,,estimate,4742,4793,858,3501,4183,4522,4973,5352,6264
Indiana,2020-12-15,,estimate,4637,4679,818,3402,4098,4419,4851,5219,6073
Indiana,2020-12-16,,estimate,5328,5393,939,3953,4744,5092,5575,6007,6956
Indiana,2020-12-17,,estimate,6438,6513,1139,4769,5722,6167,6720,7228,8519
Indiana,2020-12-18,,estimate,6131,6200,1088,4556,5446,5878,6406,6855,8101
Indiana,2020-12-19,,estimate,5794,5846,1058,4240,5091,5534,6057,6536,7662
Indiana,2020-12-20,,estimate,4540,4584,812,3357,4025,4320,4725,5087,6010
Indiana,2020-12-21,,estimate,3936,3987,702,2927,3499,3761,4103,4419,5201
Indiana,2020-12-22,,estimate,3831,3890,699,2849,3395,3669,4002,4320,5132
Indiana,2020-12-23,,estimate,4468,4528,811,3319,3958,4267,4672,5042,5940
Indiana,2020-12-24,,estimate,5440,5512,1007,4009,4806,5185,5683,6132,7249
Indiana,2020-12-25,,estimate,5220,5311,970,3858,4637,4999,5475,5896,6986
Indiana,2020-12-26,,estimate,5008,5089,934,3674,4435,4799,5231,5657,6737
Indiana,2020-12-27,,estimate,4044,4107,756,2974,3581,3853,4238,4575,5426
Indiana,2020-12-28,,estimate,3604,3657,655,2669,3213,3455,3767,4038,4836
Indiana,2020-12-29,,estimate,3616,3672,672,2655,3212,3461,3785,4072,4888
Indiana,2020-12-30,,estimate,4312,4366,772,3183,3816,4127,4520,4856,5721
Indiana,2020-12-31,,estimate,5440,5489,966,3989,4825,5204,5680,6071,7223
Indiana,2021-01-01,,estimate,5318,5389,951,3943,4733,5102,5551,5994,7027
Indiana,2021-01-02,,estimate,5256,5327,944,3893,4675,5044,5504,5917,6990
Indiana,2021-01-03,,estimate,4288,4332,779,3147,3785,4098,4472,4814,5707
Indiana,2021-01-04,,estimate,3875,3914,712,2794,3419,3684,4053,4370,5121
Indiana,2021-01-05,,estimate,3889,3935,698,2911,3443,3707,4049,4354,5194
Indiana,2021-01-06,,estimate,4624,4681,854,3377,4077,4425,4843,5216,6183
Indiana,2021-01-07,,estimate,5776,5835,1053,4195,5101,5519,6072,6508,7661
Indiana,2021-01-08,,estimate based on partial data,5546,5600,1010,4038,4914,5295,5802,6234,7337
Indiana,2021-01-09,,estimate based on partial data,5322,5375,974,3869,4699,5082,5568,5977,7093
Indiana,2021-01-10,,estimate based on partial data,4222,4264,752,3101,3731,4034,4419,4744,5570
Indiana,2021-01-11,,estimate based on partial data,3684,3718,671,2685,3236,3516,3859,4135,4907
Indiana,2021-01-12,,estimate based on partial data,3526,3580,644,2596,3129,3380,3700,3983,4684
Indiana,2021-01-13,,estimate based on partial data,4056,4101,738,2983,3580,3879,4248,4554,5377
Indiana,2021-01-14,,estimate based on partial data,4816,4888,889,3544,4260,4605,5048,5426,6429
Indiana,2021-01-15,,estimate based on partial data,4484,4537,816,3300,3969,4287,4699,5047,5971
Indiana,2021-01-16,,estimate based on partial data,4115,4188,789,3006,3632,3919,4325,4696,5572
Indiana,2021-01-17,,estimate based on partial data,3149,3195,613,2289,2767,2992,3300,3578,4265
Indiana,2021-01-18,,estimate based on partial data,2644,2698,546,1911,2312,2510,2784,3014,3689
Indiana,2021-01-19,,forecast,2494,2555,563,1759,2161,2366,2634,2872,3567
Indiana,2021-01-20,,forecast,2757,2847,673,1907,2377,2608,2913,3212,4090
Indiana,2021-01-21,,forecast,3230,3341,871,2145,2716,3029,3437,3808,4983
Indiana,2021-01-22,,forecast,2920,3046,861,1876,2438,2721,3133,3520,4632
Indiana,2021-01-23,,forecast,2651,2793,852,1665,2186,2472,2866,3259,4387
Indiana,2021-01-24,,forecast,1996,2126,725,1202,1616,1836,2164,2484,3500
Indiana,2021-01-25,,forecast,1658,1789,680,963,1309,1519,1813,2124,3022
Indiana,2021-01-26,,forecast,1545,1692,696,849,1199,1395,1706,2019,3048
Indiana,2021-01-27,,forecast,1694,1888,873,900,1281,1529,1893,2269,3529
Indiana,2021-01-28,,forecast,1992,2235,1138,1006,1469,1775,2218,2701,4256
Indiana,2021-01-29,,forecast,1784,2059,1135,865,1296,1581,2029,2509,4087
Indiana,2021-01-30,,forecast,1612,1896,1154,743,1139,1401,1843,2341,3988
Indiana,2021-01-31,,forecast,1210,1456,1018,526,846,1061,1404,1797,3070
Indiana,2021-02-01,,forecast,988,1239,1019,422,670,845,1157,1514,2800
Iowa,2020-09-28,,estimate,592,615,218,310,456,538,644,742,1013
Iowa,2020-09-29,,estimate,738,772,277,392,572,672,806,933,1275
Iowa,2020-09-30,,estimate,1067,1113,402,556,820,974,1167,1344,1847
Iowa,2020-10-01,,estimate,1060,1105,392,553,831,970,1153,1323,1830
Iowa,2020-10-02,,estimate,1013,1054,375,527,788,921,1107,1271,1730
Iowa,2020-10-03,,estimate,833,871,311,438,640,755,908,1054,1433
Iowa,2020-10-04,,estimate,572,598,209,304,450,523,626,719,981
Iowa,2020-10-05,,estimate,713,744,268,371,551,651,774,896,1238
Iowa,2020-10-06,,estimate,864,896,311,458,671,784,938,1080,1455
Iowa,2020-10-07,,estimate,1160,1216,424,618,913,1052,1273,1465,1987
Iowa,2020-10-08,,estimate,1147,1191,411,611,898,1047,1247,1426,1942
Iowa,2020-10-09,,estimate,1072,1116,378,578,846,981,1169,1341,1798
Iowa,2020-10-10,,estimate,890,926,320,472,696,814,966,1104,1526
Iowa,2020-10-11,,estimate,612,639,224,324,478,557,670,766,1058
Iowa,2020-10-12,,estimate,758,793,279,405,595,687,825,960,1289
Iowa,2020-10-13,,estimate,914,957,334,491,715,840,999,1156,1558
Iowa,2020-10-14,,estimate,1280,1343,480,676,998,1169,1406,1628,2208
Iowa,2020-10-15,,estimate,1260,1310,451,670,977,1153,1372,1581,2120
Iowa,2020-10-16,,estimate,1178,1233,422,634,930,1080,1287,1490,2012
Iowa,2020-10-17,,estimate,1010,1054,365,541,794,924,1104,1270,1716
