state,date,strat,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90
Alabama,2020-09-28,,estimate,508,527,157,302,413,473,550,622,810
Alabama,2020-09-29,,estimate,818,844,248,477,667,762,884,994,1273
Alabama,2020-09-30,,estimate,914,952,285,550,746,850,993,1119,1480
Alabama,2020-10-01,,estimate,938,972,291,549,765,874,1015,1151,1496
Alabama,2020-10-02,,estimate,1073,1114,335,634,879,1001,1161,1310,1714
Alabama,2020-10-03,,estimate,1004,1034,301,600,814,928,1084,1215,1572
Alabama,2020-10-04,,estimate,717,745,215,432,592,670,774,876,1130
Alabama,2020-10-05,,estimate,613,634,187,369,502,568,660,744,971
Alabama,2020-10-06,,estimate,967,992,293,571,780,896,1037,1166,1527
Alabama,2020-10-07,,estimate,1062,1097,325,622,870,988,1140,1284,1691
Alabama,2020-10-08,,estimate,1089,1125,326,659,888,1018,1167,1303,1734
Alabama,2020-10-09,,estimate,1238,1282,375,737,1015,1146,1344,1509,1949
Alabama,2020-10-10,,estimate,1139,1178,341,683,941,1061,1226,1379,1799
Alabama,2020-10-11,,estimate,815,840,246,484,662,756,879,996,1272
Alabama,2020-10-12,,estimate,696,718,212,409,567,646,748,839,1088
Alabama,2020-10-13,,estimate,1101,1129,334,652,888,1018,1183,1318,1724
Alabama,2020-10-14,,estimate,1204,1241,361,713,981,1121,1295,1457,1897
Alabama,2020-10-15,,estimate,1245,1282,373,752,1013,1156,1342,1508,1940
Alabama,2020-10-16,,estimate,1394,1441,421,839,1142,1298,1498,1685,2198
Alabama,2020-10-17,,estimate,1302,1339,386,785,1062,1201,1400,1567,2027
Alabama,2020-10-18,,estimate,923,952,277,553,759,857,993,1120,1456
Alabama,2020-10-19,,estimate,789,814,239,462,645,734,849,957,1237
Alabama,2020-10-20,,estimate,1230,1272,377,736,1001,1136,1323,1490,1962
Alabama,2020-10-21,,estimate,1381,1423,413,825,1124,1283,1489,1675,2163
Alabama,2020-10-22,,estimate,1398,1436,424,832,1137,1291,1494,1673,2221
Alabama,2020-10-23,,estimate,1581,1630,477,934,1287,1470,1697,1926,2478
Alabama,2020-10-24,,estimate,1467,1514,430,889,1210,1365,1580,1767,2282
Alabama,2020-10-25,,estimate,1040,1066,309,616,849,964,1115,1240,1622
Alabama,2020-10-26,,estimate,891,923,270,541,732,827,963,1080,1407
Alabama,2020-10-27,,estimate,1389,1432,411,830,1137,1289,1497,1695,2171
Alabama,2020-10-28,,estimate,1536,1581,455,923,1259,1431,1650,1859,2406
Alabama,2020-10-29,,estimate,1560,1610,478,916,1267,1450,1685,1892,2475
Alabama,2020-10-30,,estimate,1790,1841,526,1082,1460,1658,1928,2160,2773
Alabama,2020-10-31,,estimate,1639,1697,498,990,1344,1526,1764,1986,2591
Alabama,2020-11-01,,estimate,1165,1204,354,698,956,1084,1253,1418,1843
Alabama,2020-11-02,,estimate,998,1032,305,605,818,928,1080,1217,1569
Alabama,2020-11-03,,estimate,1560,1603,461,930,1276,1452,1674,1873,2434
Alabama,2020-11-04,,estimate,1724,1776,519,1030,1411,1602,1851,2085,2705
Alabama,2020-11-05,,estimate,1739,1803,518,1073,1443,1619,1875,2106,2728
Alabama,2020-11-06,,estimate,2011,2067,598,1197,1643,1875,2158,2411,3138
Alabama,2020-11-07,,estimate,1845,1895,546,1085,1517,1721,1978,2228,2823
Alabama,2020-11-08,,estimate,1316,1363,392,795,1086,1228,1413,1596,2074
Alabama,2020-11-09,,estimate,1134,1172,341,682,927,1056,1223,1374,1796
Alabama,2020-11-10,,estimate,1785,1836,529,1056,1462,1652,1922,2157,2785
Alabama,2020-11-11,,estimate,1972,2027,585,1163,1616,1830,2122,2379,3058
Alabama,2020-11-12,,estimate,2018,2068,602,1178,1638,1862,2174,2428,3142
Alabama,2020-11-13,,estimate,2283,2365,685,1367,1880,2125,2461,2768,3591
Alabama,2020-11-14,,estimate,2114,2191,636,1288,1730,1967,2282,2570,3370
Alabama,2020-11-15,,estimate,1518,1558,450,913,1233,1407,1626,1827,2341
Alabama,2020-11-16,,estimate,1307,1347,395,782,1057,1213,1408,1584,2047
Alabama,2020-11-17,,estimate,2062,2118,618,1216,1677,1908,2207,2484,3220
Alabama,2020-11-18,,estimate,2290,2356,683,1356,1871,2130,2459,2779,3586
Alabama,2020-11-19,,estimate,2328,2401,694,1383,1912,2181,2509,2810,3653
Alabama,2020-11-20,,estimate,2678,2747,792,1566,2170,2479,2878,3244,4173
Alabama,2020-11-21,,estimate,2510,2576,733,1505,2058,2332,2689,3040,3857
Alabama,2020-11-22,,estimate,1793,1842,532,1069,1457,1668,1917,2171,2777
Alabama,2020-11-23,,estimate,1527,1579,455,923,1255,1420,1652,1858,2387
Alabama,2020-11-24,,estimate,2418,2492,716,1452,1983,2242,2601,2948,3763
Alabama,2020-11-25,,estimate,2656,2739,795,1561,2169,2465,2849,3219,4155
Alabama,2020-11-26,,estimate,2757,2829,818,1671,2233,2558,2962,3309,4272
Alabama,2020-11-27,,estimate,3152,3251,954,1871,2562,2923,3389,3827,4950
Alabama,2020-11-28,,estimate,2953,3038,889,1750,2402,2737,3191,3576,4625
Alabama,2020-11-29,,estimate,2084,2147,609,1258,1713,1936,2239,2529,3226
Alabama,2020-11-30,,estimate,1810,1873,553,1075,1478,1683,1955,2205,2854
Alabama,2020-12-01,,estimate,2860,2945,851,1726,2355,2665,3069,3442,4501
Alabama,2020-12-02,,estimate,3156,3242,921,1901,2580,2922,3387,3803,4897
Alabama,2020-12-03,,estimate,3200,3317,976,1914,2627,2968,3448,3900,5066
Alabama,2020-12-04,,estimate,3706,3828,1142,2178,3021,3458,3980,4487,5823
Alabama,2020-12-05,,estimate,3406,3515,1029,2023,2778,3169,3676,4129,5356
Alabama,2020-12-06,,estimate,2450,2515,731,1455,1990,2267,2624,2956,3787
Alabama,2020-12-07,,estimate,2102,2153,624,1260,1718,1946,2248,2507,3257
Alabama,2020-12-08,,estimate,3267,3348,961,1933,2644,3029,3509,3966,5040
Alabama,2020-12-09,,estimate,3612,3720,1058,2188,2965,3361,3864,4363,5633
Alabama,2020-12-10,,estimate,3676,3801,1097,2214,3019,3409,3957,4468,5741
Alabama,2020-12-11,,estimate,4188,4323,1249,2525,3447,3888,4522,5071,6595
Alabama,2020-12-12,,estimate,3852,3981,1144,2331,3184,3596,4142,4635,6005
Alabama,2020-12-13,,estimate,2687,2791,818,1626,2206,2502,2907,3277,4310
Alabama,2020-12-14,,estimate,2312,2386,679,1390,1904,2154,2499,2805,3613
Alabama,2020-12-15,,estimate,3590,3696,1073,2150,2924,3318,3866,4327,5580
Alabama,2020-12-16,,estimate,3912,4061,1185,2360,3218,3646,4228,4780,6157
Alabama,2020-12-17,,estimate,4004,4112,1194,2312,3279,3736,4310,4828,6236
Alabama,2020-12-18,,estimate,4522,4650,1344,2680,3663,4202,4832,5450,7090
Alabama,2020-12-19,,estimate,4140,4274,1233,2516,3389,3839,4439,5028,6477
Alabama,2020-12-20,,estimate,2896,2974,861,1696,2338,2688,3119,3510,4487
Alabama,2020-12-21,,estimate,2449,2511,724,1454,1995,2271,2639,2936,3798
Alabama,2020-12-22,,estimate,3712,3830,1113,2221,3037,3448,3988,4482,5816
Alabama,2020-12-23,,estimate,4125,4235,1209,2492,3365,3832,4416,4927,6384
Alabama,2020-12-24,,estimate,4092,4203,1187,2466,3376,3801,4384,4899,6301
Alabama,2020-12-25,,estimate,4604,4727,1351,2736,3728,4274,4954,5576,7137
Alabama,2020-12-26,,estimate,4176,4309,1247,2517,3433,3888,4487,5056,6525
Alabama,2020-12-27,,estimate,2900,2978,846,1748,2374,2695,3100,3487,4510
Alabama,2020-12-28,,estimate,2426,2512,743,1466,1970,2248,2612,2953,3869
Alabama,2020-12-29,,estimate,3765,3880,1099,2283,3093,3514,4045,4557,5865
Alabama,2020-12-30,,estimate,4058,4172,1221,2404,3297,3762,4338,4869,6402
Alabama,2020-12-31,,estimate,4083,4191,1181,2469,3362,3789,4375,4868,6364
Alabama,2021-01-01,,estimate,4512,4641,1329,2699,3696,4200,4857,5419,7001
Alabama,2021-01-02,,estimate,4097,4211,1212,2439,3365,3789,4377,4937,6438
Alabama,2021-01-03,,estimate,2849,2921,840,1696,2337,2658,3056,3409,4446
Alabama,2021-01-04,,estimate,2356,2444,709,1415,1948,2196,2556,2873,3727
Alabama,2021-01-05,,estimate,3554,3681,1080,2126,2897,3321,3858,4339,5581
Alabama,2021-01-06,,estimate,3855,3988,1172,2310,3141,3574,4153,4689,6082
Alabama,2021-01-07,,estimate,3784,3916,1136,2268,3125,3530,4062,4601,5921
Alabama,2021-01-08,,estimate based on partial data,4149,4325,1270,2500,3432,3859,4530,5081,6645
Alabama,2021-01-09,,estimate based on partial data,3820,3910,1114,2266,3118,3546,4087,4582,5905
Alabama,2021-01-10,,estimate based on partial data,2588,2667,771,1553,2114,2401,2779,3132,4052
Alabama,2021-01-11,,estimate based on partial data,2151,2217,649,1276,1747,1993,2315,2616,3402
Alabama,2021-01-12,,estimate based on partial data,3288,3387,1003,1963,2661,3054,3540,3976,5146
Alabama,2021-01-13,,estimate based on partial data,3494,3585,1042,2079,2844,3246,3743,4202,5395
Alabama,2021-01-14,,estimate based on partial data,3404,3529,1042,2039,2778,3150,3688,4171,5377
Alabama,2021-01-15,,estimate based on partial data,3756,3872,1165,2229,3033,3462,4033,4579,5966
Alabama,2021-01-16,,estimate based on partial data,3328,3458,1047,1991,2712,3082,3594,4068,5334
Alabama,2021-01-17,,estimate based on partial data,2272,2356,724,1332,1849,2101,2450,2780,3637
Alabama,2021-01-18,,estimate based on partial data,1884,1968,619,1112,1533,1756,2038,2318,3140
Alabama,2021-01-19,,forecast,2798,2929,939,1634,2242,2581,3055,3468,4655
Alabama,2021-01-20,,forecast,2989,3133,1039,1691,2410,2761,3251,3706,5014
Alabama,2021-01-21,,forecast,2920,3049,1009,1631,2329,2673,3173,3636,4937
Alabama,2021-01-22,,forecast,3199,3344,1147,1779,2498,2927,3476,3993,5469
Alabama,2021-01-23,,forecast,2822,2988,1045,1554,2239,2604,3091,3584,4855
Alabama,2021-01-24,,forecast,1936,2038,733,1049,1529,1776,2108,2440,3411
Alabama,2021-01-25,,forecast,1580,1668,616,843,1225,1441,1744,2017,2795
Alabama,2021-01-26,,forecast,2397,2542,970,1239,1851,2183,2619,3044,4347
Alabama,2021-01-27,,forecast,2556,2705,1049,1251,1930,2317,2825,3308,4655
Alabama,2021-01-28,,forecast,2509,2657,1050,1248,1914,2253,2746,3203,4593
Alabama,2021-01-29,,forecast,2712,2910,1224,1283,2023,2450,3009,3570,5187
Alabama,2021-01-30,,forecast,2420,2589,1106,1098,1809,2168,2699,3169,4659
Alabama,2021-01-31,,forecast,1627,1755,776,726,1213,1463,1827,2154,3163
Alabama,2021-02-01,,forecast,1355,1459,662,600,994,1203,1521,1794,2707
Alaska,2020-09-28,,estimate,99,102,30,58,80,92,106,120,155
Alaska,2020-09-29,,estimate,108,111,33,63,88,100,117,130,171
Alaska,2020-09-30,,estimate,128,133,39,77,106,119,138,156,204
Alaska,2020-10-01,,estimate,133,137,38,81,110,124,144,161,205
Alaska,2020-10-02,,estimate,150,154,45,86,122,139,161,180,236
Alaska,2020-10-03,,estimate,176,181,51,104,145,164,188,212,272
Alaska,2020-10-04,,estimate,161,165,47,98,132,149,173,193,248
Alaska,2020-10-05,,estimate,129,133,39,77,106,119,139,158,204
Alaska,2020-10-06,,estimate,138,142,42,82,113,128,148,167,215
Alaska,2020-10-07,,estimate,163,167,48,99,134,150,174,196,254
Alaska,2020-10-08,,estimate,164,169,48,99,135,153,176,197,256
Alaska,2020-10-09,,estimate,184,188,53,110,150,172,197,220,282
Alaska,2020-10-10,,estimate,212,219,62,131,175,198,227,257,331
Alaska,2020-10-11,,estimate,196,202,57,119,161,182,211,237,305
Alaska,2020-10-12,,estimate,160,163,46,95,129,148,172,192,242
Alaska,2020-10-13,,estimate,168,172,49,100,138,156,180,202,261
Alaska,2020-10-14,,estimate,199,205,58,121,164,184,213,241,312
Alaska,2020-10-15,,estimate,205,210,60,121,167,190,219,244,319
Alaska,2020-10-16,,estimate,229,235,67,138,187,211,246,277,355
Alaska,2020-10-17,,estimate,268,277,80,163,222,249,288,325,424
Alaska,2020-10-18,,estimate,250,257,73,150,203,231,269,302,386
Alaska,2020-10-19,,estimate,202,208,58,124,167,188,218,243,310
Alaska,2020-10-20,,estimate,216,222,63,129,178,200,233,259,333
Alaska,2020-10-21,,estimate,259,266,74,157,212,241,279,313,400
Alaska,2020-10-22,,estimate,267,275,76,161,221,250,286,322,413
Alaska,2020-10-23,,estimate,299,307,86,183,246,279,319,358,456
Alaska,2020-10-24,,estimate,356,365,101,216,295,332,379,425,549
Alaska,2020-10-25,,estimate,329,338,93,202,272,307,352,394,509
Alaska,2020-10-26,,estimate,270,277,78,163,221,251,288,323,419
Alaska,2020-10-27,,estimate,285,294,81,176,238,266,307,344,445
Alaska,2020-10-28,,estimate,344,352,97,209,283,320,368,412,520
Alaska,2020-10-29,,estimate,349,358,97,215,289,324,374,415,537
Alaska,2020-10-30,,estimate,395,404,112,238,323,366,423,472,604
Alaska,2020-10-31,,estimate,460,474,131,283,381,428,494,557,704
Alaska,2020-11-01,,estimate,425,440,123,260,354,398,454,513,656
Alaska,2020-11-02,,estimate,346,356,100,209,284,323,373,415,530
Alaska,2020-11-03,,estimate,365,377,107,222,301,340,393,441,569
Alaska,2020-11-04,,estimate,433,446,123,268,359,404,464,524,653
Alaska,2020-11-05,,estimate,443,455,123,271,366,411,473,531,670
Alaska,2020-11-06,,estimate,485,502,138,304,407,454,520,584,753
Alaska,2020-11-07,,estimate,573,588,160,349,474,534,615,689,874
Alaska,2020-11-08,,estimate,525,538,145,322,436,490,563,628,798
Alaska,2020-11-09,,estimate,419,432,119,260,349,393,449,501,644
Alaska,2020-11-10,,estimate,441,454,126,268,363,413,477,531,677
Alaska,2020-11-11,,estimate,515,531,145,324,428,481,553,615,801
Alaska,2020-11-12,,estimate,522,535,148,317,429,484,557,631,801
Alaska,2020-11-13,,estimate,578,592,162,356,475,537,617,692,879
Alaska,2020-11-14,,estimate,666,688,195,402,550,620,719,805,1037
Alaska,2020-11-15,,estimate,599,618,171,371,493,559,643,724,926
Alaska,2020-11-16,,estimate,484,497,138,291,396,451,519,579,744
Alaska,2020-11-17,,estimate,502,515,143,306,414,470,539,601,770
Alaska,2020-11-18,,estimate,582,600,167,352,486,546,622,697,892
Alaska,2020-11-19,,estimate,581,599,168,358,480,541,622,703,909
Alaska,2020-11-20,,estimate,636,653,183,383,525,594,680,762,983
Alaska,2020-11-21,,estimate,738,757,205,457,609,688,789,879,1130
Alaska,2020-11-22,,estimate,665,684,187,412,549,620,716,793,1015
Alaska,2020-11-23,,estimate,520,534,145,321,433,487,556,622,794
Alaska,2020-11-24,,estimate,538,551,154,326,443,503,575,639,818
Alaska,2020-11-25,,estimate,624,639,173,384,515,580,669,749,947
Alaska,2020-11-26,,estimate,611,629,171,379,509,569,657,733,929
Alaska,2020-11-27,,estimate,667,683,187,409,549,622,715,798,1010
Alaska,2020-11-28,,estimate,754,777,215,463,626,704,810,906,1165
Alaska,2020-11-29,,estimate,670,693,198,408,552,624,721,812,1054
Alaska,2020-11-30,,estimate,530,544,152,320,435,492,570,640,805
Alaska,2020-12-01,,estimate,534,550,152,327,441,498,575,644,816
Alaska,2020-12-02,,estimate,610,627,174,376,505,568,651,730,946
Alaska,2020-12-03,,estimate,596,611,168,363,495,556,638,709,909
Alaska,2020-12-04,,estimate,635,653,183,385,524,589,679,757,983
Alaska,2020-12-05,,estimate,716,736,204,441,591,661,767,859,1106
Alaska,2020-12-06,,estimate,628,642,180,379,513,583,674,747,967
Alaska,2020-12-07,,estimate,480,494,138,291,395,446,515,578,741
Alaska,2020-12-08,,estimate,479,493,140,292,393,445,517,577,739
Alaska,2020-12-09,,estimate,538,553,151,332,445,502,575,647,815
Alaska,2020-12-10,,estimate,519,534,148,318,429,484,558,624,803
Alaska,2020-12-11,,estimate,546,562,156,333,455,509,585,655,841
Alaska,2020-12-12,,estimate,608,623,171,368,501,566,648,729,925
Alaska,2020-12-13,,estimate,519,535,146,319,432,485,557,625,800
Alaska,2020-12-14,,estimate,397,407,114,242,325,367,427,477,607
Alaska,2020-12-15,,estimate,393,405,114,240,324,367,422,473,604
Alaska,2020-12-16,,estimate,436,451,125,269,362,407,471,527,677
Alaska,2020-12-17,,estimate,419,432,121,255,347,391,450,504,650
Alaska,2020-12-18,,estimate,440,451,128,264,360,410,473,528,680
Alaska,2020-12-19,,estimate,484,499,140,297,400,452,518,586,748
Alaska,2020-12-20,,estimate,419,431,122,252,343,390,452,505,645
Alaska,2020-12-21,,estimate,322,330,92,194,263,299,344,386,496
Alaska,2020-12-22,,estimate,320,331,95,196,264,297,343,385,507
Alaska,2020-12-23,,estimate,356,368,105,219,292,330,383,430,562
Alaska,2020-12-24,,estimate,346,355,100,209,284,322,370,413,534
Alaska,2020-12-25,,estimate,367,377,106,221,304,341,394,441,566
Alaska,2020-12-26,,estimate,410,422,120,247,336,383,440,492,641
Alaska,2020-12-27,,estimate,359,369,102,219,296,336,385,429,552
Alaska,2020-12-28,,estimate,274,282,79,170,226,255,294,329,425
Alaska,2020-12-29,,estimate,280,288,81,167,229,262,301,336,430
Alaska,2020-12-30,,estimate,317,326,91,195,261,295,338,380,490
Alaska,2020-12-31,,estimate,307,315,87,188,251,286,330,368,470
Alaska,2021-01-01,,estimate,326,336,94,198,271,303,349,392,505
Alaska,2021-01-02,,estimate,369,378,104,227,304,344,395,439,566
Alaska,2021-01-03,,estimate,318,330,94,195,264,297,344,387,504
Alaska,2021-01-04,,estimate,249,257,74,152,205,232,268,303,390
Alaska,2021-01-05,,estimate,251,260,75,153,206,233,271,305,394
Alaska,2021-01-06,,estimate,286,293,82,175,232,265,306,344,438
Alaska,2021-01-07,,estimate,276,284,79,169,227,256,296,331,427
Alaska,2021-01-08,,estimate based on partial data,295,303,85,182,243,274,316,353,456
Alaska,2021-01-09,,estimate based on partial data,328,338,94,201,272,306,352,396,506
Alaska,2021-01-10,,estimate based on partial data,286,294,83,172,235,266,306,343,440
Alaska,2021-01-11,,estimate based on partial data,220,227,66,132,181,204,236,265,347
Alaska,2021-01-12,,estimate based on partial data,224,230,66,134,183,208,240,270,349
Alaska,2021-01-13,,estimate based on partial data,251,257,72,151,206,233,267,301,385
Alaska,2021-01-14,,estimate based on partial data,238,245,70,143,195,222,255,288,372
Alaska,2021-01-15,,estimate based on partial data,251,259,74,152,206,233,271,306,387
Alaska,2021-01-16,,estimate based on partial data,278,289,84,170,229,258,300,340,444
Alaska,2021-01-17,,estimate based on partial data,244,251,73,144,198,225,263,297,380
Alaska,2021-01-18,,estimate based on partial data,187,194,59,110,152,173,201,228,301
Alaska,2021-01-19,,forecast,186,194,61,109,150,172,201,229,305
Alaska,2021-01-20,,forecast,206,215,69,119,165,190,225,254,338
Alaska,2021-01-21,,forecast,198,208,69,113,159,183,216,247,331
Alaska,2021-01-22,,forecast,208,218,75,113,165,191,226,260,354
Alaska,2021-01-23,,forecast,229,243,90,124,179,209,252,292,406
Alaska,2021-01-24,,forecast,198,211,81,103,154,180,218,254,362
Alaska,2021-01-25,,forecast,153,162,65,76,116,138,167,196,284
Alaska,2021-01-26,,forecast,151,164,72,71,115,136,167,200,296
Alaska,2021-01-27,,forecast,168,184,85,80,124,149,187,226,338
Alaska,2021-01-28,,forecast,163,177,84,71,119,145,181,217,329
Alaska,2021-01-29,,forecast,171,189,95,73,123,153,192,236,363
Alaska,2021-01-30,,forecast,188,212,115,77,134,167,211,260,426
Alaska,2021-01-31,,forecast,163,184,103,64,115,143,186,230,365
Alaska,2021-02-01,,forecast,125,142,87,47,84,109,143,177,295
Arizona,2020-09-28,,estimate,330,348,134,164,254,299,363,422,586
Arizona,2020-09-29,,estimate,570,602,235,279,433,516,626,730,1030
Arizona,2020-09-30,,estimate,385,404,157,186,293,348,421,493,699
Arizona,2020-10-01,,estimate,521,545,204,263,400,474,570,662,924
Arizona,2020-10-02,,estimate,556,590,230,274,423,502,611,721,1017
Arizona,2020-10-03,,estimate,567,602,233,287,433,515,631,733,1023
Arizona,2020-10-04,,estimate,426,453,178,212,324,386,473,555,786
Arizona,2020-10-05,,estimate,446,474,186,223,342,406,491,575,818
Arizona,2020-10-06,,estimate,760,799,301,388,581,690,833,976,1359
Arizona,2020-10-07,,estimate,498,523,199,244,382,450,549,635,880
Arizona,2020-10-08,,estimate,666,702,270,330,508,603,736,863,1194
Arizona,2020-10-09,,estimate,707,741,278,356,540,641,776,897,1244
Arizona,2020-10-10,,estimate,728,763,290,362,558,657,794,918,1306
Arizona,2020-10-11,,estimate,545,568,212,270,413,491,597,691,943
Arizona,2020-10-12,,estimate,572,599,228,282,435,517,633,729,1007
Arizona,2020-10-13,,estimate,958,998,376,468,722,863,1052,1212,1687
Arizona,2020-10-14,,estimate,632,663,252,314,484,574,694,805,1123
Arizona,2020-10-15,,estimate,846,887,334,425,649,766,924,1080,1478
Arizona,2020-10-16,,estimate,891,939,352,454,692,810,987,1136,1585
Arizona,2020-10-17,,estimate,919,967,362,467,705,831,1014,1179,1617
Arizona,2020-10-18,,estimate,686,722,276,341,523,626,755,871,1237
Arizona,2020-10-19,,estimate,717,755,278,360,557,655,789,919,1265
Arizona,2020-10-20,,estimate,1212,1279,485,609,927,1102,1336,1551,2173
Arizona,2020-10-21,,estimate,806,847,319,411,616,731,877,1027,1443
Arizona,2020-10-22,,estimate,1088,1143,431,543,839,989,1194,1395,1929
Arizona,2020-10-23,,estimate,1132,1191,457,537,867,1028,1250,1451,2022
Arizona,2020-10-24,,estimate,1180,1236,467,573,906,1072,1294,1505,2078
Arizona,2020-10-25,,estimate,863,917,349,436,667,786,954,1114,1561
Arizona,2020-10-26,,estimate,919,966,370,467,707,835,1010,1170,1620
Arizona,2020-10-27,,estimate,1564,1651,620,793,1207,1413,1728,2005,2773
Arizona,2020-10-28,,estimate,1032,1089,414,535,794,935,1124,1317,1850
Arizona,2020-10-29,,estimate,1400,1474,556,685,1078,1276,1529,1794,2500
Arizona,2020-10-30,,estimate,1492,1580,590,760,1155,1360,1653,1932,2673
Arizona,2020-10-31,,estimate,1546,1627,611,773,1186,1404,1692,1975,2755
Arizona,2020-11-01,,estimate,1152,1211,454,572,889,1047,1261,1456,2041
Arizona,2020-11-02,,estimate,1202,1269,478,611,925,1095,1328,1544,2131
Arizona,2020-11-03,,estimate,2072,2170,808,1036,1582,1872,2261,2640,3596
Arizona,2020-11-04,,estimate,1356,1425,531,684,1053,1238,1487,1721,2397
Arizona,2020-11-05,,estimate,1850,1934,741,904,1397,1666,2027,2363,3304
Arizona,2020-11-06,,estimate,1974,2080,773,991,1530,1802,2165,2528,3514
Arizona,2020-11-07,,estimate,2052,2152,808,1035,1576,1866,2253,2599,3592
Arizona,2020-11-08,,estimate,1533,1611,611,774,1172,1390,1686,1953,2740
Arizona,2020-11-09,,estimate,1610,1690,634,815,1236,1463,1761,2061,2849
Arizona,2020-11-10,,estimate,2741,2873,1072,1364,2124,2496,2972,3490,4831
Arizona,2020-11-11,,estimate,1813,1908,718,910,1393,1649,1983,2319,3247
Arizona,2020-11-12,,estimate,2498,2608,990,1249,1898,2252,2727,3168,4399
Arizona,2020-11-13,,estimate,2608,2739,1044,1304,1970,2357,2869,3318,4664
Arizona,2020-11-14,,estimate,2716,2871,1096,1363,2084,2476,2995,3462,4899
Arizona,2020-11-15,,estimate,2031,2139,804,1031,1567,1833,2228,2604,3606
Arizona,2020-11-16,,estimate,2152,2250,838,1081,1642,1942,2351,2742,3763
Arizona,2020-11-17,,estimate,3580,3776,1402,1869,2755,3268,3942,4571,6386
Arizona,2020-11-18,,estimate,2428,2553,960,1224,1880,2215,2664,3097,4312
Arizona,2020-11-19,,estimate,3286,3465,1324,1637,2522,2965,3647,4219,5850
Arizona,2020-11-20,,estimate,3478,3636,1363,1747,2658,3157,3829,4389,6077
Arizona,2020-11-21,,estimate,3535,3749,1447,1768,2705,3207,3906,4559,6464
Arizona,2020-11-22,,estimate,2673,2804,1066,1321,2037,2417,2939,3438,4684
Arizona,2020-11-23,,estimate,2826,2956,1117,1399,2164,2552,3106,3580,4974
Arizona,2020-11-24,,estimate,4740,4950,1861,2355,3610,4271,5213,6068,8308
Arizona,2020-11-25,,estimate,3104,3291,1259,1566,2403,2821,3409,3980,5687
Arizona,2020-11-26,,estimate,4229,4422,1671,2122,3208,3825,4615,5369,7453
Arizona,2020-11-27,,estimate,4442,4685,1731,2258,3464,4076,4890,5695,7827
Arizona,2020-11-28,,estimate,4530,4788,1830,2299,3527,4137,4977,5758,8159
Arizona,2020-11-29,,estimate,3354,3559,1362,1693,2594,3052,3714,4291,6141
Arizona,2020-11-30,,estimate,3486,3700,1376,1796,2722,3174,3871,4485,6200
Arizona,2020-12-01,,estimate,5874,6181,2324,2964,4525,5329,6455,7527,10448
Arizona,2020-12-02,,estimate,3856,4059,1519,1925,2964,3504,4258,4940,6830
Arizona,2020-12-03,,estimate,5166,5426,2033,2618,3957,4682,5680,6582,9314
Arizona,2020-12-04,,estimate,5427,5699,2113,2729,4166,4944,5979,6905,9636
Arizona,2020-12-05,,estimate,5503,5813,2199,2788,4237,4974,6078,7066,9852
Arizona,2020-12-06,,estimate,4075,4280,1605,2086,3115,3693,4450,5211,7195
Arizona,2020-12-07,,estimate,4237,4411,1624,2100,3250,3838,4662,5365,7318
Arizona,2020-12-08,,estimate,7050,7418,2743,3593,5494,6452,7727,8873,12535
Arizona,2020-12-09,,estimate,4591,4828,1813,2330,3544,4168,5033,5862,8129
Arizona,2020-12-10,,estimate,6056,6360,2394,3012,4657,5503,6611,7732,10636
Arizona,2020-12-11,,estimate,6292,6635,2503,3138,4839,5729,6938,8146,11085
Arizona,2020-12-12,,estimate,6399,6747,2570,3310,4901,5794,7010,8158,11619
Arizona,2020-12-13,,estimate,4658,4928,1850,2367,3607,4258,5118,6023,8394
Arizona,2020-12-14,,estimate,4898,5135,1917,2431,3749,4438,5374,6272,8667
Arizona,2020-12-15,,estimate,8096,8504,3182,4040,6216,7373,8853,10334,14324
Arizona,2020-12-16,,estimate,5224,5510,2112,2605,4006,4713,5746,6697,9394
Arizona,2020-12-17,,estimate,6882,7233,2743,3371,5262,6281,7525,8808,12234
Arizona,2020-12-18,,estimate,7158,7468,2797,3606,5401,6449,7848,9095,12515
Arizona,2020-12-19,,estimate,7236,7579,2884,3651,5453,6559,7959,9184,12865
Arizona,2020-12-20,,estimate,5214,5539,2109,2611,4036,4778,5778,6744,9387
Arizona,2020-12-21,,estimate,5402,5662,2072,2742,4143,4907,5931,6929,9402
Arizona,2020-12-22,,estimate,8876,9340,3489,4394,6895,8025,9700,11388,15652
Arizona,2020-12-23,,estimate,5760,6042,2296,2831,4435,5229,6281,7343,10275
Arizona,2020-12-24,,estimate,7577,7963,3016,3802,5776,6845,8277,9671,13681
Arizona,2020-12-25,,estimate,7874,8282,3111,4015,6025,7113,8650,10106,13970
Arizona,2020-12-26,,estimate,7934,8364,3138,3975,6075,7242,8769,10120,14111
Arizona,2020-12-27,,estimate,5743,6061,2293,2914,4433,5265,6316,7348,10263
Arizona,2020-12-28,,estimate,5920,6198,2295,3001,4524,5374,6502,7483,10361
Arizona,2020-12-29,,estimate,9620,10134,3883,4814,7380,8719,10486,12207,17520
Arizona,2020-12-30,,estimate,6237,6539,2464,3133,4738,5674,6803,7917,11085
Arizona,2020-12-31,,estimate,8121,8585,3231,4050,6258,7378,8969,10484,14427
Arizona,2021-01-01,,estimate,8450,8907,3347,4240,6524,7645,9277,10796,15057
