region,date,confirm
Adygea Republic,2020-05-25,25
Altai Krai,2020-05-25,81
Altai Republic,2020-05-25,7
Amur Oblast,2020-05-25,30
Arkhangelsk Oblast,2020-05-25,126
Astrakhan Oblast,2020-05-25,153
Bashkortostan Republic,2020-05-25,89
Belgorod Oblast,2020-05-25,89
Bryansk Oblast,2020-05-25,106
Buryatia Republic,2020-05-25,66
Chechen Republic,2020-05-25,22
Chelyabinsk Oblast,2020-05-25,45
Chukotka Autonomous Okrug,2020-05-25,2
Chuvashia Republic,2020-05-25,97
Dagestan Republic,2020-05-25,110
Ingushetia Republic,2020-05-25,45
Irkutsk Oblast,2020-05-25,116
Ivanovo Oblast,2020-05-25,36
Jewish Autonomous Okrug,2020-05-25,1
Kabardino-Balkarian Republic,2020-05-25,83
Kaliningrad Oblast,2020-05-25,43
Kalmykia Republic,2020-05-25,24
Kaluga Oblast,2020-05-25,108
Kamchatka Krai,2020-05-25,31
Karachay-Cherkess Republic,2020-05-25,26
Karelia Republic,2020-05-25,16
Kemerovo Oblast,2020-05-25,12
Khabarovsk Krai,2020-05-25,65
Khakassia Republic,2020-05-25,24
Khanty-Mansi Autonomous Okrug,2020-05-25,85
Kirov Oblast,2020-05-25,64
Komi Republic,2020-05-25,6
Kostroma Oblast,2020-05-25,13
Krasnodar Krai,2020-05-25,90
Krasnoyarsk Krai,2020-05-25,145
Kurgan Oblast,2020-05-25,4
Kursk Oblast,2020-05-25,74
Leningrad Oblast,2020-05-25,58
Lipetsk Oblast,2020-05-25,63
Magadan Oblast,2020-05-25,0
Mari El Republic,2020-05-25,39
Mordovia Republic,2020-05-25,34
Moscow,2020-05-25,2560
Moscow Oblast,2020-05-25,831
Murmansk Oblast,2020-05-25,36
Nenets Autonomous Okrug,2020-05-25,0
Nizhny Novgorod Oblast,2020-05-25,229
North Ossetia - Alania Republic,2020-05-25,60
Novgorod Oblast,2020-05-25,70
Novosibirsk Oblast,2020-05-25,89
Omsk Oblast,2020-05-25,59
Orel Oblast,2020-05-25,59
Orenburg Oblast,2020-05-25,44
Penza Oblast,2020-05-25,94
Perm Krai,2020-05-25,43
Primorsky Krai,2020-05-25,49
Pskov Oblast,2020-05-25,26
Republic of Crimea,2020-05-25,14
Rostov Oblast,2020-05-25,158
Ryazan Oblast,2020-05-25,87
Saint Petersburg,2020-05-25,374
Sakha (Yakutiya) Republic,2020-05-25,81
Sakhalin Oblast,2020-05-25,1
Samara Oblast,2020-05-25,97
Saratov Oblast,2020-05-25,98
Sevastopol,2020-05-25,2
Smolensk Oblast,2020-05-25,82
Stavropol Krai,2020-05-25,79
Sverdlovsk Oblast,2020-05-25,279
Tambov Oblast,2020-05-25,72
Tatarstan Republic,2020-05-25,62
Tomsk Oblast,2020-05-25,29
Tula Oblast,2020-05-25,111
Tver Oblast,2020-05-25,53
Tyumen Oblast,2020-05-25,37
Tyva Republic,2020-05-25,78
Udmurt Republic,2020-05-25,19
Ulyanovsk Oblast,2020-05-25,98
Vladimir Oblast,2020-05-25,69
Volgograd Oblast,2020-05-25,89
Vologda Oblast,2020-05-25,22
Voronezh Oblast,2020-05-25,55
Yamalo-Nenets Autonomous Okrug,2020-05-25,38
Yaroslavl Oblast,2020-05-25,101
Zabaykalsky Krai,2020-05-25,59
Adygea Republic,2020-05-26,25
Altai Krai,2020-05-26,79
Altai Republic,2020-05-26,2
Amur Oblast,2020-05-26,16
