country,date,type,median,mean,sd,lower_20,upper_20,lower_50,upper_50,lower_90,upper_90
Afghanistan,2020-08-03,estimate,-0.018,-0.02,0.022,-0.019,-0.012,-0.026,-0.007,-0.054,0.013
Afghanistan,2020-08-04,estimate,-0.019,-0.022,0.023,-0.021,-0.015,-0.026,-0.007,-0.059,0.009
Afghanistan,2020-08-05,estimate,-0.02,-0.024,0.024,-0.019,-0.013,-0.027,-0.008,-0.061,0.009
Afghanistan,2020-08-06,estimate,-0.021,-0.026,0.025,-0.021,-0.014,-0.027,-0.008,-0.066,0.007
Afghanistan,2020-08-07,estimate,-0.021,-0.028,0.026,-0.023,-0.016,-0.027,-0.008,-0.07,0.004
Afghanistan,2020-08-08,estimate,-0.022,-0.029,0.027,-0.021,-0.014,-0.028,-0.008,-0.07,0.006
Afghanistan,2020-08-09,estimate,-0.022,-0.03,0.028,-0.021,-0.014,-0.029,-0.008,-0.076,0.002
Afghanistan,2020-08-10,estimate,-0.023,-0.031,0.028,-0.021,-0.014,-0.03,-0.009,-0.075,0.005
Afghanistan,2020-08-11,estimate,-0.023,-0.032,0.029,-0.02,-0.013,-0.03,-0.009,-0.076,0.006
Afghanistan,2020-08-12,estimate,-0.024,-0.032,0.029,-0.02,-0.013,-0.031,-0.009,-0.08,0.003
Afghanistan,2020-08-13,estimate,-0.024,-0.032,0.029,-0.02,-0.013,-0.029,-0.007,-0.078,0.004
Afghanistan,2020-08-14,estimate,-0.024,-0.032,0.029,-0.022,-0.015,-0.029,-0.007,-0.077,0.005
Afghanistan,2020-08-15,estimate,-0.023,-0.032,0.028,-0.019,-0.012,-0.031,-0.008,-0.075,0.006
Afghanistan,2020-08-16,estimate,-0.023,-0.031,0.028,-0.019,-0.012,-0.029,-0.007,-0.074,0.006
Afghanistan,2020-08-17,estimate,-0.023,-0.03,0.027,-0.021,-0.014,-0.029,-0.007,-0.071,0.007
Afghanistan,2020-08-18,estimate,-0.022,-0.029,0.026,-0.021,-0.014,-0.029,-0.008,-0.069,0.009
Afghanistan,2020-08-19,estimate,-0.021,-0.028,0.025,-0.02,-0.014,-0.029,-0.008,-0.068,0.008
Afghanistan,2020-08-20,estimate,-0.021,-0.026,0.025,-0.021,-0.015,-0.028,-0.008,-0.065,0.013
Afghanistan,2020-08-21,estimate,-0.02,-0.025,0.024,-0.021,-0.014,-0.029,-0.008,-0.068,0.009
Afghanistan,2020-08-22,estimate,-0.019,-0.023,0.024,-0.019,-0.013,-0.028,-0.007,-0.064,0.013
Afghanistan,2020-08-23,estimate,-0.019,-0.021,0.024,-0.019,-0.012,-0.027,-0.007,-0.059,0.019
Afghanistan,2020-08-24,estimate,-0.018,-0.02,0.025,-0.019,-0.012,-0.027,-0.007,-0.062,0.017
Afghanistan,2020-08-25,estimate,-0.017,-0.018,0.026,-0.019,-0.012,-0.026,-0.006,-0.063,0.017
Afghanistan,2020-08-26,estimate,-0.016,-0.016,0.026,-0.018,-0.011,-0.026,-0.005,-0.06,0.021
Afghanistan,2020-08-27,estimate,-0.016,-0.015,0.027,-0.019,-0.012,-0.026,-0.005,-0.057,0.025
Afghanistan,2020-08-28,estimate,-0.015,-0.013,0.028,-0.02,-0.013,-0.025,-0.004,-0.061,0.022
Afghanistan,2020-08-29,estimate,-0.015,-0.012,0.029,-0.018,-0.011,-0.024,-0.003,-0.056,0.028
Afghanistan,2020-08-30,estimate,-0.014,-0.011,0.029,-0.018,-0.011,-0.026,-0.005,-0.055,0.029
Afghanistan,2020-08-31,estimate,-0.013,-0.01,0.03,-0.018,-0.011,-0.023,-0.002,-0.056,0.028
Afghanistan,2020-09-01,estimate,-0.013,-0.009,0.03,-0.019,-0.012,-0.025,-0.003,-0.052,0.034
Afghanistan,2020-09-02,estimate,-0.012,-0.008,0.03,-0.02,-0.013,-0.024,-0.002,-0.055,0.032
Afghanistan,2020-09-03,estimate,-0.012,-0.008,0.03,-0.018,-0.011,-0.025,-0.003,-0.051,0.036
Afghanistan,2020-09-04,estimate,-0.012,-0.007,0.03,-0.018,-0.011,-0.024,-0.001,-0.05,0.038
Afghanistan,2020-09-05,estimate,-0.011,-0.007,0.029,-0.018,-0.01,-0.024,-0.001,-0.049,0.038
Afghanistan,2020-09-06,estimate,-0.011,-0.007,0.029,-0.018,-0.01,-0.026,-0.001,-0.046,0.04
Afghanistan,2020-09-07,estimate,-0.011,-0.007,0.029,-0.018,-0.01,-0.025,-0.001,-0.047,0.041
Afghanistan,2020-09-08,estimate,-0.01,-0.007,0.029,-0.018,-0.01,-0.024,0.001,-0.049,0.04
Afghanistan,2020-09-09,estimate,-0.01,-0.007,0.029,-0.017,-0.009,-0.025,0.001,-0.048,0.039
Afghanistan,2020-09-10,estimate,-0.01,-0.007,0.029,-0.017,-0.009,-0.026,0,-0.048,0.041
Afghanistan,2020-09-11,estimate,-0.01,-0.006,0.029,-0.021,-0.012,-0.024,0.002,-0.048,0.042
Afghanistan,2020-09-12,estimate,-0.009,-0.006,0.029,-0.018,-0.01,-0.024,0.002,-0.05,0.04
Afghanistan,2020-09-13,estimate,-0.009,-0.006,0.029,-0.02,-0.011,-0.026,0.001,-0.046,0.044
Afghanistan,2020-09-14,estimate,-0.009,-0.006,0.029,-0.02,-0.011,-0.026,0.001,-0.05,0.04
Afghanistan,2020-09-15,estimate,-0.009,-0.006,0.029,-0.021,-0.012,-0.024,0.004,-0.051,0.041
Afghanistan,2020-09-16,estimate,-0.009,-0.005,0.029,-0.02,-0.011,-0.023,0.005,-0.05,0.043
Afghanistan,2020-09-17,estimate,-0.008,-0.005,0.03,-0.021,-0.011,-0.023,0.005,-0.049,0.045
Afghanistan,2020-09-18,estimate,-0.008,-0.004,0.031,-0.018,-0.008,-0.024,0.006,-0.047,0.051
Afghanistan,2020-09-19,estimate,-0.008,-0.004,0.032,-0.017,-0.008,-0.024,0.006,-0.047,0.055
Afghanistan,2020-09-20,estimate,-0.008,-0.003,0.034,-0.02,-0.011,-0.025,0.006,-0.047,0.059
Afghanistan,2020-09-21,estimate,-0.007,-0.002,0.035,-0.018,-0.008,-0.025,0.007,-0.05,0.061
Afghanistan,2020-09-22,estimate,-0.007,-0.002,0.037,-0.02,-0.01,-0.025,0.008,-0.061,0.057
Afghanistan,2020-09-23,estimate,-0.006,-0.001,0.039,-0.022,-0.011,-0.024,0.01,-0.06,0.064
Afghanistan,2020-09-24,estimate,-0.006,0,0.042,-0.022,-0.011,-0.027,0.009,-0.065,0.066
Afghanistan,2020-09-25,estimate based on partial data,-0.006,0,0.044,-0.022,-0.011,-0.029,0.008,-0.068,0.069
Afghanistan,2020-09-26,estimate based on partial data,-0.006,0.001,0.047,-0.02,-0.008,-0.029,0.009,-0.066,0.079
Afghanistan,2020-09-27,estimate based on partial data,-0.006,0.002,0.05,-0.022,-0.01,-0.032,0.007,-0.07,0.083
Afghanistan,2020-09-28,estimate based on partial data,-0.006,0.003,0.053,-0.021,-0.009,-0.029,0.011,-0.063,0.1
Afghanistan,2020-09-29,estimate based on partial data,-0.006,0.003,0.055,-0.02,-0.008,-0.031,0.009,-0.079,0.092
Afghanistan,2020-09-30,estimate based on partial data,-0.006,0.004,0.059,-0.021,-0.009,-0.032,0.01,-0.085,0.095
Afghanistan,2020-10-01,estimate based on partial data,-0.006,0.004,0.062,-0.021,-0.009,-0.029,0.014,-0.086,0.102
Afghanistan,2020-10-02,estimate based on partial data,-0.006,0.005,0.065,-0.022,-0.01,-0.028,0.016,-0.084,0.113
Afghanistan,2020-10-03,estimate based on partial data,-0.006,0.006,0.069,-0.021,-0.009,-0.029,0.015,-0.101,0.108
Afghanistan,2020-10-04,estimate based on partial data,-0.006,0.006,0.072,-0.022,-0.009,-0.033,0.013,-0.107,0.111
Afghanistan,2020-10-05,estimate based on partial data,-0.007,0.007,0.076,-0.021,-0.008,-0.033,0.013,-0.112,0.116
Afghanistan,2020-10-06,estimate based on partial data,-0.007,0.007,0.08,-0.021,-0.008,-0.032,0.016,-0.097,0.14
Afghanistan,2020-10-07,estimate based on partial data,-0.007,0.008,0.084,-0.021,-0.007,-0.037,0.012,-0.114,0.132
Afghanistan,2020-10-08,estimate based on partial data,-0.007,0.008,0.089,-0.021,-0.007,-0.037,0.013,-0.129,0.123
Afghanistan,2020-10-09,estimate based on partial data,-0.007,0.009,0.093,-0.024,-0.01,-0.034,0.017,-0.113,0.146
Afghanistan,2020-10-10,estimate based on partial data,-0.007,0.009,0.097,-0.023,-0.008,-0.035,0.017,-0.118,0.146
Afghanistan,2020-10-11,estimate based on partial data,-0.008,0.01,0.101,-0.022,-0.008,-0.036,0.017,-0.128,0.142
Afghanistan,2020-10-12,estimate based on partial data,-0.008,0.01,0.105,-0.022,-0.008,-0.037,0.017,-0.133,0.14
Afghanistan,2020-10-13,forecast,-0.008,0.01,0.105,-0.022,-0.008,-0.037,0.017,-0.133,0.14
Afghanistan,2020-10-14,forecast,-0.008,0.01,0.105,-0.022,-0.008,-0.037,0.017,-0.133,0.14
Afghanistan,2020-10-15,forecast,-0.008,0.01,0.105,-0.022,-0.008,-0.037,0.017,-0.133,0.14
Afghanistan,2020-10-16,forecast,-0.008,0.01,0.105,-0.022,-0.008,-0.037,0.017,-0.133,0.14
Afghanistan,2020-10-17,forecast,-0.008,0.01,0.105,-0.022,-0.008,-0.037,0.017,-0.133,0.14
Afghanistan,2020-10-18,forecast,-0.008,0.01,0.105,-0.022,-0.008,-0.037,0.017,-0.133,0.14
Afghanistan,2020-10-19,forecast,-0.008,0.01,0.105,-0.022,-0.008,-0.037,0.017,-0.133,0.14
Afghanistan,2020-10-20,forecast,-0.008,0.01,0.105,-0.022,-0.008,-0.037,0.017,-0.133,0.14
Afghanistan,2020-10-21,forecast,-0.008,0.01,0.105,-0.022,-0.008,-0.037,0.017,-0.133,0.14
Afghanistan,2020-10-22,forecast,-0.008,0.01,0.105,-0.022,-0.008,-0.037,0.017,-0.133,0.14
Afghanistan,2020-10-23,forecast,-0.008,0.01,0.105,-0.022,-0.008,-0.037,0.017,-0.133,0.14
Afghanistan,2020-10-24,forecast,-0.008,0.01,0.105,-0.022,-0.008,-0.037,0.017,-0.133,0.14
Afghanistan,2020-10-25,forecast,-0.008,0.01,0.105,-0.022,-0.008,-0.037,0.017,-0.133,0.14
Afghanistan,2020-10-26,forecast,-0.008,0.01,0.105,-0.022,-0.008,-0.037,0.017,-0.133,0.14
Albania,2020-08-03,estimate,-0.003,-0.003,0.009,-0.006,-0.003,-0.008,-0.001,-0.015,0.01
Albania,2020-08-04,estimate,-0.003,-0.003,0.009,-0.005,-0.003,-0.008,0,-0.015,0.01
Albania,2020-08-05,estimate,-0.004,-0.003,0.009,-0.005,-0.003,-0.008,-0.001,-0.016,0.011
Albania,2020-08-06,estimate,-0.004,-0.003,0.009,-0.005,-0.003,-0.008,-0.001,-0.016,0.011
Albania,2020-08-07,estimate,-0.004,-0.003,0.009,-0.006,-0.003,-0.008,-0.001,-0.015,0.012
Albania,2020-08-08,estimate,-0.004,-0.003,0.009,-0.005,-0.003,-0.008,-0.001,-0.017,0.011
Albania,2020-08-09,estimate,-0.004,-0.003,0.01,-0.006,-0.003,-0.008,-0.001,-0.015,0.013
Albania,2020-08-10,estimate,-0.004,-0.003,0.01,-0.006,-0.003,-0.008,-0.001,-0.017,0.012
Albania,2020-08-11,estimate,-0.004,-0.003,0.01,-0.006,-0.003,-0.008,-0.001,-0.016,0.014
Albania,2020-08-12,estimate,-0.004,-0.003,0.01,-0.006,-0.003,-0.009,-0.001,-0.017,0.013
Albania,2020-08-13,estimate,-0.004,-0.003,0.01,-0.005,-0.003,-0.008,-0.001,-0.017,0.013
Albania,2020-08-14,estimate,-0.004,-0.004,0.01,-0.007,-0.004,-0.008,-0.001,-0.018,0.012
Albania,2020-08-15,estimate,-0.005,-0.004,0.01,-0.007,-0.004,-0.009,-0.001,-0.019,0.011
Albania,2020-08-16,estimate,-0.005,-0.004,0.01,-0.007,-0.004,-0.008,-0.001,-0.02,0.011
Albania,2020-08-17,estimate,-0.005,-0.005,0.01,-0.006,-0.004,-0.008,-0.001,-0.02,0.011
Albania,2020-08-18,estimate,-0.005,-0.005,0.01,-0.006,-0.004,-0.009,-0.001,-0.021,0.01
Albania,2020-08-19,estimate,-0.005,-0.005,0.01,-0.006,-0.004,-0.009,-0.001,-0.024,0.007
Albania,2020-08-20,estimate,-0.006,-0.006,0.01,-0.006,-0.004,-0.009,-0.001,-0.022,0.008
Albania,2020-08-21,estimate,-0.006,-0.006,0.01,-0.007,-0.004,-0.009,-0.002,-0.024,0.007
Albania,2020-08-22,estimate,-0.006,-0.007,0.01,-0.007,-0.004,-0.009,-0.002,-0.024,0.007
Albania,2020-08-23,estimate,-0.006,-0.007,0.01,-0.006,-0.003,-0.009,-0.001,-0.025,0.006
Albania,2020-08-24,estimate,-0.006,-0.008,0.01,-0.006,-0.004,-0.01,-0.002,-0.024,0.006
Albania,2020-08-25,estimate,-0.007,-0.008,0.01,-0.007,-0.004,-0.01,-0.002,-0.025,0.006
Albania,2020-08-26,estimate,-0.007,-0.009,0.01,-0.006,-0.004,-0.01,-0.002,-0.024,0.006
Albania,2020-08-27,estimate,-0.007,-0.009,0.01,-0.007,-0.004,-0.01,-0.002,-0.025,0.005
Albania,2020-08-28,estimate,-0.008,-0.01,0.01,-0.006,-0.004,-0.01,-0.001,-0.026,0.005
Albania,2020-08-29,estimate,-0.008,-0.01,0.011,-0.007,-0.004,-0.011,-0.002,-0.027,0.004
Albania,2020-08-30,estimate,-0.008,-0.01,0.011,-0.008,-0.005,-0.011,-0.002,-0.027,0.004
Albania,2020-08-31,estimate,-0.008,-0.01,0.011,-0.006,-0.003,-0.011,-0.002,-0.027,0.005
Albania,2020-09-01,estimate,-0.008,-0.011,0.011,-0.007,-0.004,-0.011,-0.002,-0.027,0.005
Albania,2020-09-02,estimate,-0.008,-0.011,0.011,-0.007,-0.003,-0.011,-0.002,-0.029,0.004
Albania,2020-09-03,estimate,-0.008,-0.011,0.011,-0.007,-0.004,-0.012,-0.002,-0.028,0.005
Albania,2020-09-04,estimate,-0.008,-0.011,0.011,-0.007,-0.004,-0.011,-0.002,-0.027,0.006
Albania,2020-09-05,estimate,-0.008,-0.011,0.011,-0.006,-0.003,-0.011,-0.001,-0.028,0.006
Albania,2020-09-06,estimate,-0.008,-0.01,0.011,-0.007,-0.004,-0.011,-0.001,-0.027,0.006
Albania,2020-09-07,estimate,-0.008,-0.01,0.011,-0.007,-0.004,-0.011,-0.002,-0.028,0.005
Albania,2020-09-08,estimate,-0.008,-0.01,0.011,-0.007,-0.004,-0.011,-0.002,-0.027,0.006
Albania,2020-09-09,estimate,-0.008,-0.01,0.011,-0.007,-0.004,-0.012,-0.002,-0.026,0.007
Albania,2020-09-10,estimate,-0.008,-0.009,0.011,-0.007,-0.004,-0.012,-0.002,-0.027,0.006
Albania,2020-09-11,estimate,-0.007,-0.009,0.011,-0.007,-0.004,-0.012,-0.002,-0.027,0.007
Albania,2020-09-12,estimate,-0.007,-0.008,0.011,-0.008,-0.005,-0.011,-0.001,-0.027,0.007
Albania,2020-09-13,estimate,-0.007,-0.008,0.011,-0.007,-0.004,-0.011,-0.001,-0.027,0.007
Albania,2020-09-14,estimate,-0.007,-0.008,0.011,-0.008,-0.004,-0.012,-0.001,-0.027,0.007
Albania,2020-09-15,estimate,-0.007,-0.007,0.011,-0.008,-0.005,-0.012,-0.001,-0.026,0.009
Albania,2020-09-16,estimate,-0.006,-0.007,0.012,-0.008,-0.004,-0.011,-0.001,-0.027,0.009
Albania,2020-09-17,estimate,-0.006,-0.006,0.012,-0.009,-0.005,-0.012,-0.001,-0.026,0.012
Albania,2020-09-18,estimate,-0.006,-0.006,0.012,-0.007,-0.004,-0.012,-0.001,-0.026,0.013
Albania,2020-09-19,estimate,-0.006,-0.006,0.013,-0.008,-0.004,-0.012,0,-0.026,0.014
Albania,2020-09-20,estimate,-0.006,-0.005,0.013,-0.006,-0.002,-0.012,0,-0.026,0.016
Albania,2020-09-21,estimate,-0.005,-0.005,0.014,-0.006,-0.003,-0.012,0,-0.027,0.018
Albania,2020-09-22,estimate,-0.005,-0.005,0.014,-0.006,-0.002,-0.012,0,-0.026,0.02
Albania,2020-09-23,estimate,-0.005,-0.004,0.015,-0.007,-0.003,-0.013,0,-0.028,0.02
Albania,2020-09-24,estimate,-0.005,-0.004,0.016,-0.008,-0.004,-0.013,0,-0.03,0.021
Albania,2020-09-25,estimate based on partial data,-0.005,-0.004,0.017,-0.007,-0.003,-0.013,0,-0.032,0.022
Albania,2020-09-26,estimate based on partial data,-0.005,-0.004,0.018,-0.008,-0.003,-0.013,0.001,-0.031,0.025
Albania,2020-09-27,estimate based on partial data,-0.005,-0.003,0.019,-0.007,-0.003,-0.013,0.001,-0.033,0.026
Albania,2020-09-28,estimate based on partial data,-0.005,-0.003,0.02,-0.007,-0.003,-0.013,0.002,-0.033,0.029
Albania,2020-09-29,estimate based on partial data,-0.005,-0.003,0.021,-0.007,-0.003,-0.014,0.001,-0.033,0.032
Albania,2020-09-30,estimate based on partial data,-0.005,-0.003,0.022,-0.008,-0.004,-0.014,0.002,-0.037,0.031
Albania,2020-10-01,estimate based on partial data,-0.005,-0.003,0.024,-0.008,-0.003,-0.014,0.002,-0.038,0.033
Albania,2020-10-02,estimate based on partial data,-0.005,-0.003,0.025,-0.009,-0.004,-0.015,0.002,-0.037,0.037
Albania,2020-10-03,estimate based on partial data,-0.005,-0.002,0.026,-0.007,-0.002,-0.015,0.002,-0.041,0.036
Albania,2020-10-04,estimate based on partial data,-0.005,-0.002,0.028,-0.008,-0.003,-0.015,0.003,-0.042,0.038
Albania,2020-10-05,estimate based on partial data,-0.005,-0.002,0.029,-0.008,-0.003,-0.015,0.004,-0.047,0.038
Albania,2020-10-06,estimate based on partial data,-0.005,-0.002,0.03,-0.008,-0.002,-0.015,0.004,-0.051,0.037
Albania,2020-10-07,estimate based on partial data,-0.005,-0.002,0.032,-0.007,-0.002,-0.015,0.004,-0.052,0.039
Albania,2020-10-08,estimate based on partial data,-0.005,-0.002,0.033,-0.008,-0.003,-0.016,0.003,-0.054,0.04
Albania,2020-10-09,estimate based on partial data,-0.005,-0.002,0.034,-0.008,-0.002,-0.016,0.004,-0.046,0.05
Albania,2020-10-10,estimate based on partial data,-0.005,-0.002,0.035,-0.007,-0.002,-0.016,0.004,-0.047,0.051
Albania,2020-10-11,estimate based on partial data,-0.005,-0.001,0.037,-0.008,-0.002,-0.017,0.004,-0.049,0.053
Albania,2020-10-12,estimate based on partial data,-0.005,-0.001,0.038,-0.007,-0.002,-0.017,0.004,-0.051,0.054
Albania,2020-10-13,forecast,-0.005,-0.001,0.038,-0.007,-0.002,-0.017,0.004,-0.051,0.054
Albania,2020-10-14,forecast,-0.005,-0.001,0.038,-0.007,-0.002,-0.017,0.004,-0.051,0.054
Albania,2020-10-15,forecast,-0.005,-0.001,0.038,-0.007,-0.002,-0.017,0.004,-0.051,0.054
Albania,2020-10-16,forecast,-0.005,-0.001,0.038,-0.007,-0.002,-0.017,0.004,-0.051,0.054
Albania,2020-10-17,forecast,-0.005,-0.001,0.038,-0.007,-0.002,-0.017,0.004,-0.051,0.054
Albania,2020-10-18,forecast,-0.005,-0.001,0.038,-0.007,-0.002,-0.017,0.004,-0.051,0.054
Albania,2020-10-19,forecast,-0.005,-0.001,0.038,-0.007,-0.002,-0.017,0.004,-0.051,0.054
Albania,2020-10-20,forecast,-0.005,-0.001,0.038,-0.007,-0.002,-0.017,0.004,-0.051,0.054
Albania,2020-10-21,forecast,-0.005,-0.001,0.038,-0.007,-0.002,-0.017,0.004,-0.051,0.054
Albania,2020-10-22,forecast,-0.005,-0.001,0.038,-0.007,-0.002,-0.017,0.004,-0.051,0.054
Albania,2020-10-23,forecast,-0.005,-0.001,0.038,-0.007,-0.002,-0.017,0.004,-0.051,0.054
Albania,2020-10-24,forecast,-0.005,-0.001,0.038,-0.007,-0.002,-0.017,0.004,-0.051,0.054
Albania,2020-10-25,forecast,-0.005,-0.001,0.038,-0.007,-0.002,-0.017,0.004,-0.051,0.054
Albania,2020-10-26,forecast,-0.005,-0.001,0.038,-0.007,-0.002,-0.017,0.004,-0.051,0.054
Algeria,2020-08-03,estimate,-0.008,-0.008,0.006,-0.009,-0.007,-0.011,-0.006,-0.017,0.002
Algeria,2020-08-04,estimate,-0.008,-0.008,0.006,-0.009,-0.007,-0.011,-0.006,-0.017,0.002
Algeria,2020-08-05,estimate,-0.008,-0.008,0.006,-0.009,-0.007,-0.011,-0.006,-0.016,0.003
Algeria,2020-08-06,estimate,-0.008,-0.008,0.006,-0.009,-0.007,-0.011,-0.006,-0.017,0.002
Algeria,2020-08-07,estimate,-0.008,-0.008,0.006,-0.009,-0.007,-0.011,-0.006,-0.018,0.001
Algeria,2020-08-08,estimate,-0.008,-0.008,0.006,-0.009,-0.007,-0.011,-0.006,-0.017,0.002
Algeria,2020-08-09,estimate,-0.008,-0.008,0.007,-0.009,-0.007,-0.011,-0.006,-0.018,0.001
Algeria,2020-08-10,estimate,-0.008,-0.008,0.007,-0.009,-0.007,-0.011,-0.006,-0.018,0.001
Algeria,2020-08-11,estimate,-0.008,-0.008,0.007,-0.009,-0.008,-0.011,-0.006,-0.018,0.002
Algeria,2020-08-12,estimate,-0.008,-0.008,0.007,-0.01,-0.008,-0.011,-0.006,-0.019,0.002
Algeria,2020-08-13,estimate,-0.008,-0.008,0.007,-0.009,-0.008,-0.011,-0.006,-0.017,0.003
Algeria,2020-08-14,estimate,-0.008,-0.008,0.007,-0.009,-0.008,-0.011,-0.006,-0.018,0.002
Algeria,2020-08-15,estimate,-0.008,-0.008,0.007,-0.009,-0.008,-0.011,-0.006,-0.017,0.003
Algeria,2020-08-16,estimate,-0.008,-0.008,0.007,-0.009,-0.008,-0.011,-0.006,-0.018,0.003
Algeria,2020-08-17,estimate,-0.008,-0.008,0.007,-0.01,-0.008,-0.011,-0.006,-0.018,0.003
Algeria,2020-08-18,estimate,-0.008,-0.008,0.007,-0.009,-0.007,-0.011,-0.006,-0.017,0.003
Algeria,2020-08-19,estimate,-0.009,-0.008,0.007,-0.009,-0.007,-0.011,-0.006,-0.019,0.002
Algeria,2020-08-20,estimate,-0.009,-0.008,0.007,-0.01,-0.008,-0.011,-0.006,-0.02,0.001
Algeria,2020-08-21,estimate,-0.009,-0.008,0.007,-0.01,-0.008,-0.011,-0.006,-0.018,0.004
Algeria,2020-08-22,estimate,-0.009,-0.008,0.007,-0.01,-0.008,-0.012,-0.006,-0.018,0.004
Algeria,2020-08-23,estimate,-0.009,-0.008,0.007,-0.01,-0.008,-0.012,-0.006,-0.02,0.002
Algeria,2020-08-24,estimate,-0.009,-0.008,0.007,-0.01,-0.008,-0.012,-0.006,-0.02,0.002
Algeria,2020-08-25,estimate,-0.009,-0.009,0.007,-0.01,-0.008,-0.012,-0.006,-0.02,0.002
Algeria,2020-08-26,estimate,-0.009,-0.009,0.007,-0.01,-0.008,-0.012,-0.006,-0.019,0.003
Algeria,2020-08-27,estimate,-0.009,-0.009,0.007,-0.01,-0.008,-0.012,-0.006,-0.02,0.002
Algeria,2020-08-28,estimate,-0.009,-0.009,0.007,-0.01,-0.008,-0.013,-0.007,-0.02,0.003
Algeria,2020-08-29,estimate,-0.009,-0.009,0.007,-0.01,-0.008,-0.013,-0.007,-0.021,0.002
Algeria,2020-08-30,estimate,-0.009,-0.009,0.007,-0.01,-0.008,-0.012,-0.006,-0.021,0.001
Algeria,2020-08-31,estimate,-0.009,-0.009,0.007,-0.01,-0.008,-0.012,-0.006,-0.021,0.001
Algeria,2020-09-01,estimate,-0.009,-0.01,0.007,-0.01,-0.008,-0.012,-0.006,-0.02,0.002
Algeria,2020-09-02,estimate,-0.01,-0.01,0.007,-0.01,-0.008,-0.012,-0.006,-0.021,0.001
Algeria,2020-09-03,estimate,-0.01,-0.01,0.007,-0.01,-0.008,-0.012,-0.006,-0.022,0
Algeria,2020-09-04,estimate,-0.01,-0.01,0.007,-0.009,-0.007,-0.012,-0.006,-0.023,0
Algeria,2020-09-05,estimate,-0.01,-0.01,0.007,-0.01,-0.007,-0.013,-0.006,-0.023,0
Algeria,2020-09-06,estimate,-0.01,-0.011,0.008,-0.01,-0.008,-0.013,-0.006,-0.022,0.001
Algeria,2020-09-07,estimate,-0.01,-0.011,0.008,-0.01,-0.007,-0.013,-0.006,-0.024,0
Algeria,2020-09-08,estimate,-0.01,-0.011,0.008,-0.01,-0.008,-0.013,-0.006,-0.025,0
Algeria,2020-09-09,estimate,-0.01,-0.011,0.008,-0.01,-0.008,-0.013,-0.006,-0.024,0
Algeria,2020-09-10,estimate,-0.01,-0.011,0.008,-0.01,-0.008,-0.013,-0.006,-0.024,0.001
Algeria,2020-09-11,estimate,-0.01,-0.011,0.008,-0.01,-0.008,-0.013,-0.006,-0.026,-0.001
Algeria,2020-09-12,estimate,-0.01,-0.012,0.008,-0.011,-0.008,-0.013,-0.006,-0.025,0
Algeria,2020-09-13,estimate,-0.011,-0.012,0.008,-0.01,-0.008,-0.014,-0.006,-0.025,0
Algeria,2020-09-14,estimate,-0.011,-0.012,0.008,-0.01,-0.008,-0.014,-0.006,-0.026,0
Algeria,2020-09-15,estimate,-0.011,-0.012,0.008,-0.011,-0.008,-0.014,-0.006,-0.025,0.001
Algeria,2020-09-16,estimate,-0.011,-0.012,0.009,-0.011,-0.008,-0.014,-0.005,-0.026,0.002
Algeria,2020-09-17,estimate,-0.011,-0.012,0.009,-0.01,-0.007,-0.014,-0.006,-0.026,0.002
Algeria,2020-09-18,estimate,-0.011,-0.012,0.009,-0.01,-0.008,-0.014,-0.006,-0.027,0.001
Algeria,2020-09-19,estimate,-0.011,-0.012,0.009,-0.011,-0.008,-0.014,-0.005,-0.028,0.001
Algeria,2020-09-20,estimate,-0.011,-0.012,0.01,-0.01,-0.007,-0.015,-0.005,-0.027,0.004
Algeria,2020-09-21,estimate,-0.01,-0.012,0.01,-0.011,-0.008,-0.015,-0.006,-0.028,0.003
Algeria,2020-09-22,estimate,-0.01,-0.012,0.011,-0.011,-0.007,-0.015,-0.005,-0.029,0.004
Algeria,2020-09-23,estimate,-0.01,-0.011,0.011,-0.011,-0.008,-0.015,-0.005,-0.03,0.004
Algeria,2020-09-24,estimate,-0.01,-0.011,0.012,-0.011,-0.008,-0.015,-0.005,-0.031,0.005
Algeria,2020-09-25,estimate based on partial data,-0.01,-0.011,0.012,-0.011,-0.008,-0.015,-0.005,-0.032,0.005
Algeria,2020-09-26,estimate based on partial data,-0.01,-0.011,0.013,-0.011,-0.008,-0.016,-0.005,-0.034,0.006
Algeria,2020-09-27,estimate based on partial data,-0.01,-0.011,0.014,-0.011,-0.008,-0.015,-0.004,-0.034,0.007
Algeria,2020-09-28,estimate based on partial data,-0.01,-0.011,0.014,-0.011,-0.008,-0.016,-0.005,-0.034,0.01
Algeria,2020-09-29,estimate based on partial data,-0.01,-0.011,0.015,-0.011,-0.007,-0.016,-0.004,-0.035,0.009
Algeria,2020-09-30,estimate based on partial data,-0.01,-0.011,0.016,-0.011,-0.008,-0.016,-0.004,-0.036,0.011
Algeria,2020-10-01,estimate based on partial data,-0.01,-0.011,0.016,-0.011,-0.007,-0.015,-0.003,-0.038,0.01
Algeria,2020-10-02,estimate based on partial data,-0.01,-0.011,0.017,-0.011,-0.007,-0.015,-0.002,-0.038,0.012
Algeria,2020-10-03,estimate based on partial data,-0.01,-0.011,0.018,-0.011,-0.007,-0.016,-0.003,-0.038,0.014
Algeria,2020-10-04,estimate based on partial data,-0.01,-0.011,0.019,-0.011,-0.007,-0.017,-0.003,-0.041,0.013
