country,date,type,median,mean,sd,lower_20,upper_20,lower_50,upper_50,lower_90,upper_90
Equatorial Guinea,2020-07-15,estimate based on partial data,0,0,9,,,0,0,0,0
Equatorial Guinea,2020-07-16,estimate based on partial data,0,1,22,,,0,0,0,0
Equatorial Guinea,2020-07-17,estimate based on partial data,0,1,36,,,0,0,0,0
Equatorial Guinea,2020-07-18,estimate based on partial data,0,1,15,,,0,0,0,0
Equatorial Guinea,2020-07-19,estimate based on partial data,0,3,88,,,0,0,0,0
Equatorial Guinea,2020-07-20,estimate based on partial data,0,1,21,,,0,0,0,0
Equatorial Guinea,2020-07-21,estimate based on partial data,0,3,77,,,0,0,0,0
Equatorial Guinea,2020-07-22,estimate based on partial data,0,1,11,,,0,0,0,0
Equatorial Guinea,2020-07-23,estimate based on partial data,0,61,2522,,,0,0,0,0
Equatorial Guinea,2020-07-24,estimate based on partial data,0,1,43,,,0,0,0,0
Equatorial Guinea,2020-07-25,estimate based on partial data,0,3,128,,,0,0,0,0
Equatorial Guinea,2020-07-26,estimate based on partial data,0,71286,3187949,,,0,0,0,0
Equatorial Guinea,2020-07-27,estimate based on partial data,0,0,10,,,0,0,0,0
Equatorial Guinea,2020-07-28,estimate based on partial data,0,1849,82629,,,0,0,0,0
Equatorial Guinea,2020-07-29,estimate based on partial data,0,534,22817,,,0,0,0,0
Equatorial Guinea,2020-07-30,estimate based on partial data,0,2097,93747,,,0,0,0,0
Equatorial Guinea,2020-07-31,estimate based on partial data,0,76,3306,,,0,0,0,0
Equatorial Guinea,2020-08-01,forecast,0,30,1334,,,0,0,0,0
Equatorial Guinea,2020-08-02,forecast,0,1,28,,,0,0,0,0
Equatorial Guinea,2020-08-03,forecast,0,37,1464,,,0,0,0,0
Equatorial Guinea,2020-08-04,forecast,0,648,28174,,,0,0,0,0
Equatorial Guinea,2020-08-05,forecast,0,2983,132410,,,0,0,0,0
Equatorial Guinea,2020-08-06,forecast,0,35767,1592867,,,0,0,0,0
Equatorial Guinea,2020-08-07,forecast,0,44,1839,,,0,0,0,0
Equatorial Guinea,2020-08-08,forecast,0,2613,72172,,,0,0,0,0
Equatorial Guinea,2020-08-09,forecast,0,720,25881,,,0,0,0,0
Equatorial Guinea,2020-08-10,forecast,0,92,3887,,,0,0,0,0
Equatorial Guinea,2020-08-11,forecast,0,66,2205,,,0,0,0,0
Equatorial Guinea,2020-08-12,forecast,0,2096,57285,,,0,0,0,0
Equatorial Guinea,2020-08-13,forecast,0,18043,805457,,,0,0,0,0
Equatorial Guinea,2020-08-14,forecast,0,259884,11504556,,,0,0,0,0
Eswatini,2020-08-06,estimate,2,2,2,0,0,0,2,0,5
Eswatini,2020-08-07,estimate,2,2,2,0,0,0,2,0,5
Eswatini,2020-08-08,estimate,1,1,1,0,0,0,1,0,3
Eswatini,2020-08-09,estimate,1,1,1,0,0,0,1,0,2
Eswatini,2020-08-10,estimate,1,1,1,0,0,0,1,0,3
Eswatini,2020-08-11,estimate,1,2,2,0,0,0,1,0,4
Eswatini,2020-08-12,estimate,2,3,3,0,1,0,2,0,6
Eswatini,2020-08-13,estimate,1,2,2,0,0,0,1,0,5
Eswatini,2020-08-14,estimate,1,2,2,0,0,0,1,0,4
Eswatini,2020-08-15,estimate,1,1,1,0,0,0,1,0,3
Eswatini,2020-08-16,estimate,0,1,1,0,0,0,0,0,2
Eswatini,2020-08-17,estimate,1,1,1,0,0,0,1,0,3
Eswatini,2020-08-18,estimate,1,2,2,0,0,0,1,0,4
Eswatini,2020-08-19,estimate,2,3,2,1,1,0,2,0,6
Eswatini,2020-08-20,estimate,1,2,2,0,0,0,1,0,4
Eswatini,2020-08-21,estimate,1,2,2,0,0,0,1,0,4
Eswatini,2020-08-22,estimate,0,1,1,0,0,0,0,0,2
Eswatini,2020-08-23,estimate,0,1,1,0,0,0,0,0,2
Eswatini,2020-08-24,estimate,1,1,1,0,0,0,1,0,2
Eswatini,2020-08-25,estimate,1,1,2,0,0,0,1,0,3
Eswatini,2020-08-26,estimate,2,2,2,0,0,0,2,0,5
Eswatini,2020-08-27,estimate,1,1,2,0,0,0,1,0,3
Eswatini,2020-08-28,estimate,1,1,1,0,0,0,1,0,3
Eswatini,2020-08-29,estimate,0,1,1,0,0,0,0,0,2
Eswatini,2020-08-30,estimate,0,1,1,0,0,0,0,0,2
Eswatini,2020-08-31,estimate,0,1,1,0,0,0,0,0,2
Eswatini,2020-09-01,estimate,1,1,1,0,0,0,1,0,3
Eswatini,2020-09-02,estimate,1,2,2,0,0,0,1,0,4
Eswatini,2020-09-03,estimate,1,1,1,0,0,0,1,0,3
Eswatini,2020-09-04,estimate,1,1,1,0,0,0,1,0,3
Eswatini,2020-09-05,estimate,0,0,1,0,0,0,0,0,2
Eswatini,2020-09-06,estimate,0,0,1,0,0,0,0,0,1
Eswatini,2020-09-07,estimate,0,1,1,0,0,0,0,0,2
Eswatini,2020-09-08,estimate,1,1,1,0,0,0,1,0,2
Eswatini,2020-09-09,estimate,1,1,2,0,0,0,1,0,3
Eswatini,2020-09-10,estimate,1,1,1,0,0,0,1,0,2
Eswatini,2020-09-11,estimate,1,1,1,0,0,0,1,0,2
Eswatini,2020-09-12,estimate,0,0,1,0,0,0,0,0,1
Eswatini,2020-09-13,estimate,0,0,1,0,0,0,0,0,1
Eswatini,2020-09-14,estimate,0,0,1,0,0,0,0,0,2
Eswatini,2020-09-15,estimate,0,1,1,0,0,0,0,0,2
Eswatini,2020-09-16,estimate,1,1,1,0,0,0,1,0,3
Eswatini,2020-09-17,estimate,0,1,1,0,0,0,0,0,2
Eswatini,2020-09-18,estimate,0,1,1,0,0,0,0,0,2
Eswatini,2020-09-19,estimate,0,0,1,0,0,0,0,0,1
Eswatini,2020-09-20,estimate,0,0,1,0,0,0,0,0,1
Eswatini,2020-09-21,estimate,0,0,1,0,0,0,0,0,1
Eswatini,2020-09-22,estimate,0,1,1,0,0,0,0,0,2
Eswatini,2020-09-23,estimate,1,1,1,0,0,0,1,0,2
Eswatini,2020-09-24,estimate,0,1,1,0,0,0,0,0,2
Eswatini,2020-09-25,estimate,0,1,1,0,0,0,0,0,2
Eswatini,2020-09-26,estimate,0,0,1,0,0,0,0,0,1
Eswatini,2020-09-27,estimate,0,0,1,0,0,0,0,0,1
Eswatini,2020-09-28,estimate based on partial data,0,0,1,0,0,0,0,0,1
Eswatini,2020-09-29,estimate based on partial data,0,0,1,0,0,0,0,0,1
Eswatini,2020-09-30,estimate based on partial data,0,1,1,0,0,0,0,0,2
Eswatini,2020-10-01,estimate based on partial data,0,0,1,0,0,0,0,0,2
Eswatini,2020-10-02,estimate based on partial data,0,0,1,0,0,0,0,0,1
Eswatini,2020-10-03,estimate based on partial data,0,0,1,0,0,0,0,0,1
Eswatini,2020-10-04,estimate based on partial data,0,0,0,0,0,0,0,0,1
Eswatini,2020-10-05,estimate based on partial data,0,0,1,0,0,0,0,0,1
Eswatini,2020-10-06,estimate based on partial data,0,0,1,0,0,0,0,0,1
Eswatini,2020-10-07,estimate based on partial data,0,1,1,0,0,0,0,0,2
Eswatini,2020-10-08,estimate based on partial data,0,0,1,0,0,0,0,0,1
Eswatini,2020-10-09,estimate based on partial data,0,0,1,0,0,0,0,0,1
Eswatini,2020-10-10,estimate based on partial data,0,0,0,0,0,0,0,0,1
Eswatini,2020-10-11,estimate based on partial data,0,0,0,0,0,0,0,0,1
Eswatini,2020-10-12,estimate based on partial data,0,0,1,0,0,0,0,0,1
Eswatini,2020-10-13,estimate based on partial data,0,0,1,0,0,0,0,0,1
Eswatini,2020-10-14,estimate based on partial data,0,0,1,0,0,0,0,0,1
Eswatini,2020-10-15,estimate based on partial data,0,0,1,0,0,0,0,0,1
Eswatini,2020-10-16,forecast,0,0,1,0,0,0,0,0,1
Eswatini,2020-10-17,forecast,0,0,0,0,0,0,0,0,1
Eswatini,2020-10-18,forecast,0,0,0,0,0,0,0,0,1
Eswatini,2020-10-19,forecast,0,0,0,0,0,0,0,0,1
Eswatini,2020-10-20,forecast,0,0,1,0,0,0,0,0,1
Eswatini,2020-10-21,forecast,0,0,1,0,0,0,0,0,1
Eswatini,2020-10-22,forecast,0,0,1,0,0,0,0,0,1
Eswatini,2020-10-23,forecast,0,0,2,0,0,0,0,0,1
Eswatini,2020-10-24,forecast,0,0,2,0,0,0,0,0,1
Eswatini,2020-10-25,forecast,0,0,4,0,0,0,0,0,1
Eswatini,2020-10-26,forecast,0,1,22,0,0,0,0,0,1
Eswatini,2020-10-27,forecast,0,7,432,0,0,0,0,0,1
Eswatini,2020-10-28,forecast,0,20,1231,0,0,0,0,0,1
Eswatini,2020-10-29,forecast,0,8,484,0,0,0,0,0,1
Ethiopia,2020-08-06,estimate,15,17,8,9,12,6,16,4,28
Ethiopia,2020-08-07,estimate,12,13,7,9,11,6,13,2,22
Ethiopia,2020-08-08,estimate,13,14,7,6,9,6,14,4,24
Ethiopia,2020-08-09,estimate,13,14,7,6,9,6,14,3,24
Ethiopia,2020-08-10,estimate,16,17,8,9,12,7,17,4,29
Ethiopia,2020-08-11,estimate,18,19,9,10,14,8,19,4,32
Ethiopia,2020-08-12,estimate,17,18,9,12,15,9,19,3,30
Ethiopia,2020-08-13,estimate,19,20,10,10,14,12,23,5,33
Ethiopia,2020-08-14,estimate,14,15,8,8,11,8,16,3,25
Ethiopia,2020-08-15,estimate,15,16,8,8,11,8,17,3,27
Ethiopia,2020-08-16,estimate,14,15,8,8,11,6,15,3,26
Ethiopia,2020-08-17,estimate,18,19,9,10,14,8,19,4,32
Ethiopia,2020-08-18,estimate,19,21,10,11,15,9,21,4,35
Ethiopia,2020-08-19,estimate,18,20,10,10,14,10,21,4,33
Ethiopia,2020-08-20,estimate,20,21,10,11,15,9,21,6,36
Ethiopia,2020-08-21,estimate,15,16,8,8,11,9,18,3,27
Ethiopia,2020-08-22,estimate,16,17,8,10,13,6,16,3,28
Ethiopia,2020-08-23,estimate,15,16,8,9,12,8,17,3,28
Ethiopia,2020-08-24,estimate,18,19,9,9,13,8,19,5,33
Ethiopia,2020-08-25,estimate,19,21,10,12,16,9,21,4,35
Ethiopia,2020-08-26,estimate,18,20,10,10,14,9,20,5,34
Ethiopia,2020-08-27,estimate,19,21,10,11,15,11,22,5,35
Ethiopia,2020-08-28,estimate,14,15,8,8,11,7,16,4,27
Ethiopia,2020-08-29,estimate,15,16,8,9,12,8,17,3,27
Ethiopia,2020-08-30,estimate,14,16,8,8,11,7,16,3,26
Ethiopia,2020-08-31,estimate,17,18,9,13,16,9,19,4,31
Ethiopia,2020-09-01,estimate,18,20,10,11,15,9,20,4,33
Ethiopia,2020-09-02,estimate,17,19,9,9,13,8,19,3,31
Ethiopia,2020-09-03,estimate,18,19,10,10,14,8,19,4,32
Ethiopia,2020-09-04,estimate,13,14,7,6,9,6,14,4,25
Ethiopia,2020-09-05,estimate,14,15,8,7,10,5,14,3,25
Ethiopia,2020-09-06,estimate,13,14,7,6,9,7,15,4,25
Ethiopia,2020-09-07,estimate,15,16,8,11,14,6,16,4,28
Ethiopia,2020-09-08,estimate,16,18,9,11,14,7,17,4,30
Ethiopia,2020-09-09,estimate,15,17,8,10,13,7,17,3,28
Ethiopia,2020-09-10,estimate,16,17,9,11,14,7,17,3,29
Ethiopia,2020-09-11,estimate,12,13,7,8,10,7,14,3,22
Ethiopia,2020-09-12,estimate,12,13,7,10,12,5,13,2,22
Ethiopia,2020-09-13,estimate,11,12,6,7,9,5,12,2,21
Ethiopia,2020-09-14,estimate,13,14,7,7,10,7,15,3,24
Ethiopia,2020-09-15,estimate,14,15,8,7,10,6,15,3,26
Ethiopia,2020-09-16,estimate,13,14,7,6,9,7,15,2,24
Ethiopia,2020-09-17,estimate,14,15,7,7,10,8,16,3,25
Ethiopia,2020-09-18,estimate,10,11,6,5,7,3,10,1,18
Ethiopia,2020-09-19,estimate,10,11,6,5,7,3,10,2,19
Ethiopia,2020-09-20,estimate,9,10,6,5,7,4,10,2,18
Ethiopia,2020-09-21,estimate,11,12,6,9,11,5,12,2,21
Ethiopia,2020-09-22,estimate,12,13,7,9,11,5,13,2,22
Ethiopia,2020-09-23,estimate,11,12,6,7,9,5,12,3,21
Ethiopia,2020-09-24,estimate,11,12,7,8,10,6,13,3,22
Ethiopia,2020-09-25,estimate,8,9,5,4,6,3,9,1,16
Ethiopia,2020-09-26,estimate,9,9,5,4,6,3,9,1,16
Ethiopia,2020-09-27,estimate,8,9,5,3,5,2,8,1,15
Ethiopia,2020-09-28,estimate based on partial data,9,10,6,5,7,4,10,2,18
Ethiopia,2020-09-29,estimate based on partial data,10,11,6,6,8,4,11,2,19
Ethiopia,2020-09-30,estimate based on partial data,9,10,5,5,7,4,10,2,18
Ethiopia,2020-10-01,estimate based on partial data,10,11,6,6,8,6,12,2,19
Ethiopia,2020-10-02,estimate based on partial data,7,8,5,2,4,2,7,1,14
Ethiopia,2020-10-03,estimate based on partial data,7,8,5,3,5,3,8,1,14
Ethiopia,2020-10-04,estimate based on partial data,7,8,4,6,7,3,8,1,14
Ethiopia,2020-10-05,estimate based on partial data,8,9,5,3,5,3,9,1,16
Ethiopia,2020-10-06,estimate based on partial data,9,10,5,4,6,3,9,1,17
Ethiopia,2020-10-07,estimate based on partial data,8,9,5,3,5,2,8,2,16
Ethiopia,2020-10-08,estimate based on partial data,9,9,5,4,6,3,9,2,17
Ethiopia,2020-10-09,estimate based on partial data,6,7,4,4,5,3,7,0,12
Ethiopia,2020-10-10,estimate based on partial data,7,7,4,4,5,2,7,1,13
Ethiopia,2020-10-11,estimate based on partial data,6,7,4,4,5,1,6,1,13
Ethiopia,2020-10-12,estimate based on partial data,7,8,5,2,4,3,8,1,14
Ethiopia,2020-10-13,estimate based on partial data,8,9,5,3,5,4,9,1,15
Ethiopia,2020-10-14,estimate based on partial data,7,8,5,2,4,3,8,0,14
Ethiopia,2020-10-15,estimate based on partial data,8,9,5,3,5,2,8,1,16
Ethiopia,2020-10-16,forecast,6,6,4,3,4,2,6,0,12
Ethiopia,2020-10-17,forecast,6,7,4,4,5,3,7,0,12
Ethiopia,2020-10-18,forecast,6,7,4,3,4,2,6,0,12
Ethiopia,2020-10-19,forecast,7,8,5,5,6,2,7,1,14
Ethiopia,2020-10-20,forecast,7,8,6,2,4,3,8,0,15
Ethiopia,2020-10-21,forecast,7,8,6,2,4,2,7,1,15
Ethiopia,2020-10-22,forecast,7,9,7,2,4,1,7,0,16
Ethiopia,2020-10-23,forecast,5,6,6,2,3,1,5,0,12
Ethiopia,2020-10-24,forecast,5,7,6,2,3,2,6,0,13
Ethiopia,2020-10-25,forecast,5,7,7,2,3,2,6,0,13
Ethiopia,2020-10-26,forecast,6,8,10,1,3,1,6,0,15
Ethiopia,2020-10-27,forecast,7,9,14,1,3,1,7,0,17
Ethiopia,2020-10-28,forecast,6,9,16,1,3,1,6,0,17
Ethiopia,2020-10-29,forecast,6,10,31,1,3,2,7,0,18
Finland,2020-08-08,estimate,0,0,1,0,0,0,0,0,1
Finland,2020-08-09,estimate,0,0,0,0,0,0,0,0,0
Finland,2020-08-10,estimate,0,0,0,0,0,0,0,0,0
Finland,2020-08-11,estimate,0,1,1,0,0,0,0,0,2
Finland,2020-08-12,estimate,0,0,1,0,0,0,0,0,1
Finland,2020-08-13,estimate,0,0,1,0,0,0,0,0,2
Finland,2020-08-14,estimate,0,0,0,0,0,0,0,0,0
Finland,2020-08-15,estimate,0,0,1,0,0,0,0,0,1
Finland,2020-08-16,estimate,0,0,0,0,0,0,0,0,0
Finland,2020-08-17,estimate,0,0,0,0,0,0,0,0,0
Finland,2020-08-18,estimate,0,1,1,0,0,0,0,0,2
Finland,2020-08-19,estimate,0,0,1,0,0,0,0,0,1
Finland,2020-08-20,estimate,0,0,1,0,0,0,0,0,2
Finland,2020-08-21,estimate,0,0,0,0,0,0,0,0,0
Finland,2020-08-22,estimate,0,0,1,0,0,0,0,0,1
Finland,2020-08-23,estimate,0,0,0,0,0,0,0,0,0
Finland,2020-08-24,estimate,0,0,0,0,0,0,0,0,0
Finland,2020-08-25,estimate,0,1,1,0,0,0,0,0,2
Finland,2020-08-26,estimate,0,0,1,0,0,0,0,0,1
Finland,2020-08-27,estimate,0,0,1,0,0,0,0,0,1
Finland,2020-08-28,estimate,0,0,0,0,0,0,0,0,0
Finland,2020-08-29,estimate,0,0,1,0,0,0,0,0,1
Finland,2020-08-30,estimate,0,0,0,0,0,0,0,0,0
Finland,2020-08-31,estimate,0,0,0,0,0,0,0,0,0
Finland,2020-09-01,estimate,0,1,1,0,0,0,0,0,2
Finland,2020-09-02,estimate,0,0,1,0,0,0,0,0,1
Finland,2020-09-03,estimate,0,0,1,0,0,0,0,0,1
Finland,2020-09-04,estimate,0,0,0,0,0,0,0,0,0
Finland,2020-09-05,estimate,0,0,1,0,0,0,0,0,1
Finland,2020-09-06,estimate,0,0,0,0,0,0,0,0,0
Finland,2020-09-07,estimate,0,0,0,0,0,0,0,0,0
Finland,2020-09-08,estimate,0,1,1,0,0,0,0,0,2
Finland,2020-09-09,estimate,0,0,1,0,0,0,0,0,1
Finland,2020-09-10,estimate,0,0,1,0,0,0,0,0,2
Finland,2020-09-11,estimate,0,0,0,0,0,0,0,0,0
Finland,2020-09-12,estimate,0,0,1,0,0,0,0,0,1
Finland,2020-09-13,estimate,0,0,0,0,0,0,0,0,0
Finland,2020-09-14,estimate,0,0,0,0,0,0,0,0,0
Finland,2020-09-15,estimate,0,1,1,0,0,0,0,0,2
Finland,2020-09-16,estimate,0,0,1,0,0,0,0,0,1
Finland,2020-09-17,estimate,0,1,1,0,0,0,0,0,2
Finland,2020-09-18,estimate,0,0,0,0,0,0,0,0,0
Finland,2020-09-19,estimate,0,0,1,0,0,0,0,0,1
Finland,2020-09-20,estimate,0,0,0,0,0,0,0,0,0
Finland,2020-09-21,estimate,0,0,0,0,0,0,0,0,0
Finland,2020-09-22,estimate,0,1,1,0,0,0,0,0,2
Finland,2020-09-23,estimate,0,0,1,0,0,0,0,0,1
Finland,2020-09-24,estimate,0,1,1,0,0,0,0,0,2
Finland,2020-09-25,estimate,0,0,0,0,0,0,0,0,0
Finland,2020-09-26,estimate,0,0,1,0,0,0,0,0,1
Finland,2020-09-27,estimate,0,0,0,0,0,0,0,0,0
Finland,2020-09-28,estimate based on partial data,0,0,0,0,0,0,0,0,0
Finland,2020-09-29,estimate based on partial data,0,1,2,0,0,0,0,0,3
Finland,2020-09-30,estimate based on partial data,0,0,1,0,0,0,0,0,1
Finland,2020-10-01,estimate based on partial data,0,1,1,0,0,0,0,0,2
Finland,2020-10-02,estimate based on partial data,0,0,1,0,0,0,0,0,0
Finland,2020-10-03,estimate based on partial data,0,0,1,0,0,0,0,0,1
Finland,2020-10-04,estimate based on partial data,0,0,0,0,0,0,0,0,0
Finland,2020-10-05,estimate based on partial data,0,0,0,0,0,0,0,0,0
Finland,2020-10-06,estimate based on partial data,0,1,2,0,0,0,0,0,3
Finland,2020-10-07,estimate based on partial data,0,0,1,0,0,0,0,0,1
Finland,2020-10-08,estimate based on partial data,0,1,1,0,0,0,0,0,2
Finland,2020-10-09,estimate based on partial data,0,0,0,0,0,0,0,0,0
Finland,2020-10-10,estimate based on partial data,0,0,1,0,0,0,0,0,1
Finland,2020-10-11,estimate based on partial data,0,0,0,0,0,0,0,0,0
Finland,2020-10-12,estimate based on partial data,0,0,0,0,0,0,0,0,0
Finland,2020-10-13,estimate based on partial data,1,1,3,0,0,0,1,0,4
Finland,2020-10-14,estimate based on partial data,0,0,1,0,0,0,0,0,1
Finland,2020-10-15,estimate based on partial data,0,1,2,0,0,0,0,0,3
Finland,2020-10-16,forecast,0,0,2,0,0,0,0,0,1
Finland,2020-10-17,forecast,0,1,3,0,0,0,0,0,2
Finland,2020-10-18,forecast,0,0,7,0,0,0,0,0,1
Finland,2020-10-19,forecast,0,0,5,0,0,0,0,0,1
Finland,2020-10-20,forecast,1,34,977,0,0,0,1,0,6
Finland,2020-10-21,forecast,0,53,1833,0,0,0,0,0,2
Finland,2020-10-22,forecast,0,975,47150,0,0,0,0,0,5
Finland,2020-10-23,forecast,0,43,1586,0,0,0,0,0,1
Finland,2020-10-24,forecast,0,1842,86811,0,0,0,0,0,3
Finland,2020-10-25,forecast,0,5627,214353,0,0,0,0,0,1
Finland,2020-10-26,forecast,0,23051,858630,0,0,0,0,0,1
Finland,2020-10-27,forecast,1,19167,525791,0,0,0,1,0,11
Finland,2020-10-28,forecast,0,20564,526198,0,0,0,0,0,4
Finland,2020-10-29,forecast,1,39937,900789,0,0,0,1,0,10
France,2020-08-06,estimate,9,10,7,5,7,2,9,0,19
France,2020-08-07,estimate,9,10,7,5,7,3,10,0,20
France,2020-08-08,estimate,14,16,11,5,9,4,15,1,30
France,2020-08-09,estimate,4,4,3,0,1,1,4,0,9
France,2020-08-10,estimate,2,2,2,1,1,0,2,0,5
France,2020-08-11,estimate,13,15,10,9,12,3,13,1,27
France,2020-08-12,estimate,12,13,9,5,8,3,12,1,25
France,2020-08-13,estimate,10,12,8,3,6,3,11,0,22
France,2020-08-14,estimate,10,12,9,3,6,2,11,0,23
France,2020-08-15,estimate,17,19,13,10,14,5,18,1,36
France,2020-08-16,estimate,4,5,4,1,2,0,4,0,10
France,2020-08-17,estimate,2,3,2,0,1,0,2,0,6
France,2020-08-18,estimate,14,17,11,5,9,3,15,0,31
France,2020-08-19,estimate,13,15,10,3,7,3,14,0,28
France,2020-08-20,estimate,12,14,9,5,8,4,13,1,26
France,2020-08-21,estimate,12,14,10,6,9,3,13,0,27
France,2020-08-22,estimate,20,23,15,8,13,8,23,1,42
France,2020-08-23,estimate,5,6,5,2,3,1,5,0,12
France,2020-08-24,estimate,3,3,3,0,1,1,3,0,7
France,2020-08-25,estimate,17,20,13,5,10,4,18,1,38
France,2020-08-26,estimate,16,18,12,7,11,4,17,1,34
France,2020-08-27,estimate,14,17,12,5,9,3,15,1,31
France,2020-08-28,estimate,15,18,12,7,11,4,16,0,33
France,2020-08-29,estimate,24,28,18,8,15,7,26,2,52
France,2020-08-30,estimate,6,8,6,1,3,2,7,0,15
France,2020-08-31,estimate,3,4,3,0,1,0,3,0,8
France,2020-09-01,estimate,22,26,17,8,14,7,24,2,49
France,2020-09-02,estimate,21,24,16,7,13,7,23,2,45
France,2020-09-03,estimate,18,21,14,8,13,4,19,1,40
France,2020-09-04,estimate,20,23,16,11,16,5,21,1,44
France,2020-09-05,estimate,32,38,25,14,23,12,37,4,71
France,2020-09-06,estimate,8,10,7,4,6,2,9,0,19
France,2020-09-07,estimate,5,6,4,1,2,1,5,0,12
France,2020-09-08,estimate,31,36,24,17,25,11,35,4,68
France,2020-09-09,estimate,29,33,23,14,22,9,32,1,61
France,2020-09-10,estimate,26,30,19,11,18,9,29,3,56
France,2020-09-11,estimate,29,33,21,12,20,8,31,2,61
France,2020-09-12,estimate,46,52,32,29,42,15,51,5,96
France,2020-09-13,estimate,12,14,10,6,9,3,13,0,27
France,2020-09-14,estimate,7,8,6,2,4,1,7,0,16
France,2020-09-15,estimate,44,52,34,28,40,15,49,4,98
France,2020-09-16,estimate,42,48,30,18,30,14,46,4,89
France,2020-09-17,estimate,38,44,29,17,27,12,42,2,81
France,2020-09-18,estimate,41,47,30,25,36,14,46,4,88
France,2020-09-19,estimate,67,77,49,39,58,23,75,7,142
France,2020-09-20,estimate,18,21,14,7,12,5,19,1,39
France,2020-09-21,estimate,10,12,8,3,6,3,11,0,23
France,2020-09-22,estimate,64,74,49,32,50,20,70,9,138
France,2020-09-23,estimate,59,67,42,35,51,25,70,6,123
France,2020-09-24,estimate,53,62,41,29,43,16,58,6,116
France,2020-09-25,estimate,57,66,42,26,43,17,62,3,120
France,2020-09-26,estimate,94,107,68,46,73,44,117,8,201
France,2020-09-27,estimate,25,28,19,10,17,6,26,1,54
France,2020-09-28,estimate based on partial data,14,16,11,5,9,3,14,0,30
France,2020-09-29,estimate based on partial data,86,99,65,43,67,32,99,4,181
France,2020-09-30,estimate based on partial data,79,90,57,48,69,31,91,13,167
France,2020-10-01,estimate based on partial data,73,82,53,37,57,27,81,8,148
France,2020-10-02,estimate based on partial data,77,88,55,47,69,24,84,8,163
France,2020-10-03,estimate based on partial data,122,139,89,61,95,45,138,11,258
France,2020-10-04,estimate based on partial data,31,37,24,12,21,12,36,2,68
France,2020-10-05,estimate based on partial data,17,20,13,6,11,4,18,1,37
France,2020-10-06,estimate based on partial data,107,126,83,55,85,49,130,13,234
France,2020-10-07,estimate based on partial data,101,118,75,57,85,42,119,9,222
France,2020-10-08,estimate based on partial data,91,104,65,38,64,33,103,9,190
France,2020-10-09,estimate based on partial data,93,108,71,41,68,38,109,10,202
France,2020-10-10,estimate based on partial data,149,173,111,81,124,52,167,17,319
France,2020-10-11,estimate based on partial data,39,45,30,16,27,11,42,5,86
France,2020-10-12,estimate based on partial data,22,25,17,9,15,5,23,1,47
France,2020-10-13,estimate based on partial data,134,156,103,67,105,44,148,18,301
France,2020-10-14,estimate based on partial data,122,143,96,54,90,41,136,16,269
France,2020-10-15,estimate based on partial data,107,126,85,61,92,41,127,11,235
France,2020-10-16,forecast,113,136,98,60,93,38,129,13,264
France,2020-10-17,forecast,180,217,156,88,140,53,199,14,404
France,2020-10-18,forecast,48,58,44,26,39,13,52,3,114
France,2020-10-19,forecast,27,33,25,8,16,7,29,1,63
France,2020-10-20,forecast,164,205,161,63,113,54,190,11,391
France,2020-10-21,forecast,143,183,156,74,118,30,151,12,357
France,2020-10-22,forecast,133,170,155,55,96,34,147,11,340
France,2020-10-23,forecast,137,180,175,57,98,32,151,6,355
France,2020-10-24,forecast,214,301,448,103,166,49,233,12,588
France,2020-10-25,forecast,58,85,194,24,42,10,62,4,159
France,2020-10-26,forecast,32,47,80,8,18,5,34,0,91
France,2020-10-27,forecast,197,322,1024,71,133,36,213,9,592
France,2020-10-28,forecast,176,298,1154,35,93,32,193,4,548
France,2020-10-29,forecast,157,299,2256,42,93,18,163,4,501
Gabon,2020-06-25,estimate,0,1,1,,,0,0,0,2
Gabon,2020-06-26,estimate,0,1,1,,,0,0,0,2
Gabon,2020-06-27,estimate,1,1,1,,,0,1,0,3
Gabon,2020-06-28,estimate,0,0,1,,,0,0,0,1
Gabon,2020-06-29,estimate,0,0,0,,,0,0,0,1
Gabon,2020-06-30,estimate,1,2,2,,,0,1,0,5
Gabon,2020-07-01,estimate,0,0,1,,,0,0,0,1
Gabon,2020-07-02,estimate,0,0,1,,,0,0,0,1
Gabon,2020-07-03,estimate,0,0,1,,,0,0,0,1
Gabon,2020-07-04,estimate,0,1,1,,,0,0,0,2
Gabon,2020-07-05,estimate,0,0,1,,,0,0,0,1
Gabon,2020-07-06,estimate,0,0,0,,,0,0,0,0
Gabon,2020-07-07,estimate,1,1,2,,,0,1,0,3
Gabon,2020-07-08,estimate,0,0,1,,,0,0,0,1
Gabon,2020-07-09,estimate,0,0,1,,,0,0,0,1
Gabon,2020-07-10,estimate,0,0,1,,,0,0,0,1
Gabon,2020-07-11,estimate,0,0,1,,,0,0,0,1
Gabon,2020-07-12,estimate,0,0,0,,,0,0,0,1
Gabon,2020-07-13,estimate,0,0,0,,,0,0,0,0
Gabon,2020-07-14,estimate,0,1,1,,,0,0,0,2
Gabon,2020-07-15,estimate,0,0,0,,,0,0,0,1
Gabon,2020-07-16,estimate,0,0,0,,,0,0,0,1
Gabon,2020-07-17,estimate,0,0,1,,,0,0,0,1
Gabon,2020-07-18,estimate,0,0,1,,,0,0,0,1
Gabon,2020-07-19,estimate,0,0,0,,,0,0,0,0
Gabon,2020-07-20,estimate,0,0,0,,,0,0,0,0
Gabon,2020-07-21,estimate,0,1,1,,,0,0,0,2
Gabon,2020-07-22,estimate,0,0,0,,,0,0,0,0
