region,date,confirm
Brussels,2020-08-08,61
Flanders,2020-08-08,156
Unknown,2020-08-08,18
Wallonia,2020-08-08,69
Brussels,2020-08-09,32
Flanders,2020-08-09,62
Unknown,2020-08-09,3
Wallonia,2020-08-09,25
Brussels,2020-08-10,174
Flanders,2020-08-10,446
Unknown,2020-08-10,27
Wallonia,2020-08-10,226
Brussels,2020-08-11,151
Flanders,2020-08-11,337
Unknown,2020-08-11,13
Wallonia,2020-08-11,217
Brussels,2020-08-12,157
Flanders,2020-08-12,262
Unknown,2020-08-12,28
Wallonia,2020-08-12,162
Brussels,2020-08-13,161
Flanders,2020-08-13,342
Unknown,2020-08-13,19
Wallonia,2020-08-13,147
Brussels,2020-08-14,137
Flanders,2020-08-14,294
Unknown,2020-08-14,18
Wallonia,2020-08-14,138
Brussels,2020-08-15,23
Flanders,2020-08-15,78
Unknown,2020-08-15,14
Wallonia,2020-08-15,48
Brussels,2020-08-16,20
Flanders,2020-08-16,79
Unknown,2020-08-16,2
Wallonia,2020-08-16,31
Brussels,2020-08-17,172
Flanders,2020-08-17,353
Unknown,2020-08-17,17
Wallonia,2020-08-17,165
Brussels,2020-08-18,219
Flanders,2020-08-18,301
Unknown,2020-08-18,14
Wallonia,2020-08-18,191
Brussels,2020-08-19,185
Flanders,2020-08-19,264
Unknown,2020-08-19,30
Wallonia,2020-08-19,133
Brussels,2020-08-20,142
Flanders,2020-08-20,292
Unknown,2020-08-20,20
Wallonia,2020-08-20,127
Brussels,2020-08-21,144
Flanders,2020-08-21,235
Unknown,2020-08-21,14
Wallonia,2020-08-21,117
Brussels,2020-08-22,46
Flanders,2020-08-22,93
Unknown,2020-08-22,16
Wallonia,2020-08-22,48
Brussels,2020-08-23,21
Flanders,2020-08-23,50
Unknown,2020-08-23,20
Wallonia,2020-08-23,24
Brussels,2020-08-24,140
Flanders,2020-08-24,324
Unknown,2020-08-24,13
Wallonia,2020-08-24,130
Brussels,2020-08-25,162
Flanders,2020-08-25,254
Unknown,2020-08-25,8
Wallonia,2020-08-25,103
Brussels,2020-08-26,147
Flanders,2020-08-26,229
Unknown,2020-08-26,19
Wallonia,2020-08-26,131
Brussels,2020-08-27,140
Flanders,2020-08-27,229
Unknown,2020-08-27,11
Wallonia,2020-08-27,155
Brussels,2020-08-28,165
Flanders,2020-08-28,246
Unknown,2020-08-28,13
Wallonia,2020-08-28,190
Brussels,2020-08-29,40
Flanders,2020-08-29,97
Unknown,2020-08-29,5
Wallonia,2020-08-29,53
Brussels,2020-08-30,27
Flanders,2020-08-30,68
Unknown,2020-08-30,1
Wallonia,2020-08-30,21
Brussels,2020-08-31,137
Flanders,2020-08-31,337
Unknown,2020-08-31,13
Wallonia,2020-08-31,147
Brussels,2020-09-01,162
Flanders,2020-09-01,247
Unknown,2020-09-01,15
Wallonia,2020-09-01,141
Brussels,2020-09-02,150
Flanders,2020-09-02,248
