region,date,confirm
Abruzzo,2020-09-04,25
Basilicata,2020-09-04,7
Calabria,2020-09-04,19
Campania,2020-09-04,171
Emilia-Romagna,2020-09-04,125
Friuli Venezia Giulia,2020-09-04,23
Lazio,2020-09-04,171
Liguria,2020-09-04,47
Lombardia,2020-09-04,337
Marche,2020-09-04,17
Molise,2020-09-04,4
Piemonte,2020-09-04,82
Puglia,2020-09-04,117
Sardegna,2020-09-04,66
Sicilia,2020-09-04,78
Toscana,2020-09-04,99
Trentino-Alto Adige,2020-09-04,34
Trentino-Alto Adige,2020-09-04,0
Umbria,2020-09-04,35
Valle d'Aosta,2020-09-04,2
Veneto,2020-09-04,273
Abruzzo,2020-09-05,12
Basilicata,2020-09-05,7
Calabria,2020-09-05,19
Campania,2020-09-05,119
Emilia-Romagna,2020-09-05,133
Friuli Venezia Giulia,2020-09-05,49
Lazio,2020-09-05,158
Liguria,2020-09-05,95
Lombardia,2020-09-05,388
Marche,2020-09-05,32
Molise,2020-09-05,0
Piemonte,2020-09-05,54
Puglia,2020-09-05,55
Sardegna,2020-09-05,65
Sicilia,2020-09-05,114
Toscana,2020-09-05,113
Trentino-Alto Adige,2020-09-05,76
Trentino-Alto Adige,2020-09-05,0
Umbria,2020-09-05,16
Valle d'Aosta,2020-09-05,0
Veneto,2020-09-05,188
Abruzzo,2020-09-06,26
Basilicata,2020-09-06,9
Calabria,2020-09-06,27
Campania,2020-09-06,100
Emilia-Romagna,2020-09-06,124
Friuli Venezia Giulia,2020-09-06,20
Lazio,2020-09-06,122
Liguria,2020-09-06,111
Lombardia,2020-09-06,198
Marche,2020-09-06,20
Molise,2020-09-06,2
Piemonte,2020-09-06,56
Puglia,2020-09-06,60
Sardegna,2020-09-06,19
Sicilia,2020-09-06,37
Toscana,2020-09-06,122
Trentino-Alto Adige,2020-09-06,40
Trentino-Alto Adige,2020-09-06,0
Umbria,2020-09-06,25
Valle d'Aosta,2020-09-06,0
Veneto,2020-09-06,179
Abruzzo,2020-09-07,15
Basilicata,2020-09-07,1
Calabria,2020-09-07,17
Campania,2020-09-07,260
Emilia-Romagna,2020-09-07,132
Friuli Venezia Giulia,2020-09-07,11
Lazio,2020-09-07,159
Liguria,2020-09-07,59
Lombardia,2020-09-07,109
Marche,2020-09-07,6
Molise,2020-09-07,9
Piemonte,2020-09-07,37
Puglia,2020-09-07,43
Sardegna,2020-09-07,59
Sicilia,2020-09-07,49
Toscana,2020-09-07,85
Trentino-Alto Adige,2020-09-07,17
Trentino-Alto Adige,2020-09-07,0
Umbria,2020-09-07,13
Valle d'Aosta,2020-09-07,0
Veneto,2020-09-07,69
Abruzzo,2020-09-08,13
Basilicata,2020-09-08,8
Calabria,2020-09-08,8
Campania,2020-09-08,249
Emilia-Romagna,2020-09-08,94
Friuli Venezia Giulia,2020-09-08,12
Lazio,2020-09-08,129
Liguria,2020-09-08,64
Lombardia,2020-09-08,271
Marche,2020-09-08,15
Molise,2020-09-08,3
Piemonte,2020-09-08,42
Puglia,2020-09-08,143
Sardegna,2020-09-08,51
Sicilia,2020-09-08,84
Toscana,2020-09-08,59
Trentino-Alto Adige,2020-09-08,7
Trentino-Alto Adige,2020-09-08,0
Umbria,2020-09-08,7
Valle d'Aosta,2020-09-08,5
Veneto,2020-09-08,105
Abruzzo,2020-09-09,2
Basilicata,2020-09-09,14
Calabria,2020-09-09,19
Campania,2020-09-09,203
Emilia-Romagna,2020-09-09,109
Friuli Venezia Giulia,2020-09-09,54
Lazio,2020-09-09,175
Liguria,2020-09-09,51
Lombardia,2020-09-09,218
Marche,2020-09-09,19
Molise,2020-09-09,4
Piemonte,2020-09-09,112
Puglia,2020-09-09,97
Sardegna,2020-09-09,47
Sicilia,2020-09-09,77
Toscana,2020-09-09,88
Trentino-Alto Adige,2020-09-09,17
Trentino-Alto Adige,2020-09-09,0
Umbria,2020-09-09,33
Valle d'Aosta,2020-09-09,0
Veneto,2020-09-09,91
Abruzzo,2020-09-10,11
Basilicata,2020-09-10,6
Calabria,2020-09-10,8
Campania,2020-09-10,180
Emilia-Romagna,2020-09-10,110
Friuli Venezia Giulia,2020-09-10,39
Lazio,2020-09-10,163
Liguria,2020-09-10,114
Lombardia,2020-09-10,245
Marche,2020-09-10,40
Molise,2020-09-10,3
Piemonte,2020-09-10,74
Puglia,2020-09-10,70
Sardegna,2020-09-10,63
Sicilia,2020-09-10,106
Toscana,2020-09-10,92
Trentino-Alto Adige,2020-09-10,102
Trentino-Alto Adige,2020-09-10,0
Umbria,2020-09-10,24
Valle d'Aosta,2020-09-10,0
Veneto,2020-09-10,147
Abruzzo,2020-09-11,35
Basilicata,2020-09-11,12
Calabria,2020-09-11,8
Campania,2020-09-11,140
Emilia-Romagna,2020-09-11,152
Friuli Venezia Giulia,2020-09-11,34
Lazio,2020-09-11,148
Liguria,2020-09-11,82
Lombardia,2020-09-11,257
Marche,2020-09-11,41
Molise,2020-09-11,4
Piemonte,2020-09-11,57
Puglia,2020-09-11,82
Sardegna,2020-09-11,65
Sicilia,2020-09-11,104
Toscana,2020-09-11,147
Trentino-Alto Adige,2020-09-11,55
Trentino-Alto Adige,2020-09-11,0
Umbria,2020-09-11,17
Valle d'Aosta,2020-09-11,3
Veneto,2020-09-11,173
Abruzzo,2020-09-12,11
Basilicata,2020-09-12,5
Calabria,2020-09-12,18
Campania,2020-09-12,103
Emilia-Romagna,2020-09-12,138
Friuli Venezia Giulia,2020-09-12,39
Lazio,2020-09-12,155
Liguria,2020-09-12,112
Lombardia,2020-09-12,269
Marche,2020-09-12,27
Molise,2020-09-12,3
Piemonte,2020-09-12,93
Puglia,2020-09-12,76
Sardegna,2020-09-12,51
Sicilia,2020-09-12,44
Toscana,2020-09-12,138
Trentino-Alto Adige,2020-09-12,47
Trentino-Alto Adige,2020-09-12,0
Umbria,2020-09-12,33
Valle d'Aosta,2020-09-12,1
Veneto,2020-09-12,138
Abruzzo,2020-09-13,37
Basilicata,2020-09-13,3
Calabria,2020-09-13,14
Campania,2020-09-13,122
Emilia-Romagna,2020-09-13,141
Friuli Venezia Giulia,2020-09-13,45
Lazio,2020-09-13,143
Liguria,2020-09-13,78
Lombardia,2020-09-13,265
Marche,2020-09-13,39
Molise,2020-09-13,3
Piemonte,2020-09-13,82
Puglia,2020-09-13,82
Sardegna,2020-09-13,33
Sicilia,2020-09-13,61
Toscana,2020-09-13,91
Trentino-Alto Adige,2020-09-13,49
Trentino-Alto Adige,2020-09-13,0
Umbria,2020-09-13,24
Valle d'Aosta,2020-09-13,2
Veneto,2020-09-13,142
Abruzzo,2020-09-14,1
Basilicata,2020-09-14,0
Calabria,2020-09-14,3
Campania,2020-09-14,90
Emilia-Romagna,2020-09-14,127
Friuli Venezia Giulia,2020-09-14,4
Lazio,2020-09-14,181
Liguria,2020-09-14,65
Lombardia,2020-09-14,125
Marche,2020-09-14,11
Molise,2020-09-14,4
Piemonte,2020-09-14,61
Puglia,2020-09-14,61
Sardegna,2020-09-14,54
Sicilia,2020-09-14,65
Toscana,2020-09-14,59
Trentino-Alto Adige,2020-09-14,27
Trentino-Alto Adige,2020-09-14,0
Umbria,2020-09-14,12
Valle d'Aosta,2020-09-14,3
Veneto,2020-09-14,55
Abruzzo,2020-09-15,18
Basilicata,2020-09-15,5
Calabria,2020-09-15,4
Campania,2020-09-15,136
Emilia-Romagna,2020-09-15,125
Friuli Venezia Giulia,2020-09-15,20
Lazio,2020-09-15,139
Liguria,2020-09-15,141
Lombardia,2020-09-15,176
Marche,2020-09-15,14
Molise,2020-09-15,1
Piemonte,2020-09-15,39
Puglia,2020-09-15,76
