Region,New confirmed cases by infection date,Expected change in daily cases,Effective reproduction no.,Rate of growth,Doubling/halving time (days)
Brussels,100 (34 -- 289),Unsure,0.91 (0.59 -- 1.4),-0.025 (-0.12 -- 0.11),-28 (6.6 -- -5.8)
Flanders,378 (160 -- 989),Unsure,0.75 (0.48 -- 1.2),-0.073 (-0.16 -- 0.051),-9.6 (14 -- -4.4)
Unknown,14 (4 -- 35),Unsure,0.76 (0.45 -- 1.1),-0.069 (-0.17 -- 0.033),-10 (21 -- -4.1)
Wallonia,180 (55 -- 629),Unsure,0.77 (0.43 -- 1.4),-0.066 (-0.17 -- 0.1),-10 (6.8 -- -4)
