region,date,confirm
Acre,2020-09-28,11
Alagoas,2020-09-28,99
Amapá,2020-09-28,140
Amazonas,2020-09-28,292
Bahia,2020-09-28,593
Ceará,2020-09-28,403
Distrito Federal,2020-09-28,992
Espirito Santo,2020-09-28,604
Goiás,2020-09-28,4788
Maranhão,2020-09-28,421
Mato Grosso,2020-09-28,1121
Mato Grosso do Sul,2020-09-28,638
Minas Gerais,2020-09-28,1518
Pará,2020-09-28,1107
Paraíba,2020-09-28,204
Paraná,2020-09-28,839
Pernambuco,2020-09-28,80
Piauí,2020-09-28,494
Rio de Janeiro,2020-09-28,146
Rio Grande do Norte,2020-09-28,248
Rio Grande do Sul,2020-09-28,262
Rondônia,2020-09-28,178
Roraima,2020-09-28,217
Santa Catarina,2020-09-28,482
São Paulo,2020-09-28,905
Sergipe,2020-09-28,89
Tocantins,2020-09-28,0
Acre,2020-09-29,145
Alagoas,2020-09-29,156
Amapá,2020-09-29,119
Amazonas,2020-09-29,1256
Bahia,2020-09-29,1623
Ceará,2020-09-29,674
Distrito Federal,2020-09-29,812
Espirito Santo,2020-09-29,918
Goiás,2020-09-29,2927
Maranhão,2020-09-29,669
Mato Grosso,2020-09-29,1350
Mato Grosso do Sul,2020-09-29,743
Minas Gerais,2020-09-29,2154
Pará,2020-09-29,1274
Paraíba,2020-09-29,667
Paraná,2020-09-29,1316
Pernambuco,2020-09-29,1229
Piauí,2020-09-29,859
Rio de Janeiro,2020-09-29,1693
Rio Grande do Norte,2020-09-29,420
Rio Grande do Sul,2020-09-29,2475
Rondônia,2020-09-29,287
Roraima,2020-09-29,264
Santa Catarina,2020-09-29,1195
São Paulo,2020-09-29,6377
Sergipe,2020-09-29,108
Tocantins,2020-09-29,1138
Acre,2020-09-30,192
Alagoas,2020-09-30,330
Amapá,2020-09-30,200
Amazonas,2020-09-30,1362
Bahia,2020-09-30,2274
Ceará,2020-09-30,1020
Distrito Federal,2020-09-30,928
Espirito Santo,2020-09-30,776
Goiás,2020-09-30,3381
Maranhão,2020-09-30,719
Mato Grosso,2020-09-30,948
Mato Grosso do Sul,2020-09-30,533
Minas Gerais,2020-09-30,2878
Pará,2020-09-30,1294
Paraíba,2020-09-30,613
Paraná,2020-09-30,1600
Pernambuco,2020-09-30,846
Piauí,2020-09-30,763
Rio de Janeiro,2020-09-30,1084
Rio Grande do Norte,2020-09-30,282
Rio Grande do Sul,2020-09-30,2319
Rondônia,2020-09-30,238
Roraima,2020-09-30,232
Santa Catarina,2020-09-30,1217
São Paulo,2020-09-30,6109
Sergipe,2020-09-30,160
Tocantins,2020-09-30,603
Acre,2020-10-01,187
Alagoas,2020-10-01,625
Amapá,2020-10-01,131
Amazonas,2020-10-01,914
Bahia,2020-10-01,1524
Ceará,2020-10-01,862
Distrito Federal,2020-10-01,882
Espirito Santo,2020-10-01,860
Goiás,2020-10-01,2340
Maranhão,2020-10-01,631
Mato Grosso,2020-10-01,962
Mato Grosso do Sul,2020-10-01,589
Minas Gerais,2020-10-01,3438
Pará,2020-10-01,1060
Paraíba,2020-10-01,542
Paraná,2020-10-01,1907
Pernambuco,2020-10-01,701
Piauí,2020-10-01,649
Rio de Janeiro,2020-10-01,1452
Rio Grande do Norte,2020-10-01,391
Rio Grande do Sul,2020-10-01,6614
Rondônia,2020-10-01,350
Roraima,2020-10-01,332
Santa Catarina,2020-10-01,1146
São Paulo,2020-10-01,6097
Sergipe,2020-10-01,195
Tocantins,2020-10-01,402
Acre,2020-10-02,146
Alagoas,2020-10-02,246
Amapá,2020-10-02,144
Amazonas,2020-10-02,959
Bahia,2020-10-02,1354
Ceará,2020-10-02,469
Distrito Federal,2020-10-02,915
Espirito Santo,2020-10-02,675
Goiás,2020-10-02,2184
Maranhão,2020-10-02,593
Mato Grosso,2020-10-02,1084
Mato Grosso do Sul,2020-10-02,648
Minas Gerais,2020-10-02,3475
Pará,2020-10-02,999
Paraíba,2020-10-02,464
Paraná,2020-10-02,1398
Pernambuco,2020-10-02,865
Piauí,2020-10-02,610
Rio de Janeiro,2020-10-02,4160
Rio Grande do Norte,2020-10-02,452
Rio Grande do Sul,2020-10-02,3241
Rondônia,2020-10-02,212
Roraima,2020-10-02,285
Santa Catarina,2020-10-02,1098
São Paulo,2020-10-02,5608
Sergipe,2020-10-02,144
Tocantins,2020-10-02,390
Acre,2020-10-03,107
Alagoas,2020-10-03,178
Amapá,2020-10-03,73
Amazonas,2020-10-03,938
Bahia,2020-10-03,1307
Ceará,2020-10-03,330
Distrito Federal,2020-10-03,741
Espirito Santo,2020-10-03,719
Goiás,2020-10-03,174
Maranhão,2020-10-03,430
Mato Grosso,2020-10-03,556
Mato Grosso do Sul,2020-10-03,247
Minas Gerais,2020-10-03,3445
Pará,2020-10-03,231
Paraíba,2020-10-03,408
Paraná,2020-10-03,1512
Pernambuco,2020-10-03,612
Piauí,2020-10-03,236
Rio de Janeiro,2020-10-03,1180
Rio Grande do Norte,2020-10-03,0
Rio Grande do Sul,2020-10-03,2160
Rondônia,2020-10-03,103
Roraima,2020-10-03,70
Santa Catarina,2020-10-03,911
São Paulo,2020-10-03,6096
Sergipe,2020-10-03,223
Tocantins,2020-10-03,21
Acre,2020-10-04,10
Alagoas,2020-10-04,170
Amapá,2020-10-04,26
Amazonas,2020-10-04,245
Bahia,2020-10-04,729
Ceará,2020-10-04,271
Distrito Federal,2020-10-04,630
Espirito Santo,2020-10-04,552
Goiás,2020-10-04,644
Maranhão,2020-10-04,170
Mato Grosso,2020-10-04,258
Mato Grosso do Sul,2020-10-04,270
Minas Gerais,2020-10-04,1672
Pará,2020-10-04,96
Paraíba,2020-10-04,32
Paraná,2020-10-04,761
Pernambuco,2020-10-04,68
Piauí,2020-10-04,259
Rio de Janeiro,2020-10-04,126
Rio Grande do Norte,2020-10-04,237
Rio Grande do Sul,2020-10-04,132
Rondônia,2020-10-04,47
Roraima,2020-10-04,0
Santa Catarina,2020-10-04,585
São Paulo,2020-10-04,473
Sergipe,2020-10-04,193
Tocantins,2020-10-04,59
Acre,2020-10-05,15
Alagoas,2020-10-05,37
Amapá,2020-10-05,73
Amazonas,2020-10-05,191
Bahia,2020-10-05,565
Ceará,2020-10-05,11497
Distrito Federal,2020-10-05,554
Espirito Santo,2020-10-05,705
Goiás,2020-10-05,2741
Maranhão,2020-10-05,365
Mato Grosso,2020-10-05,810
Mato Grosso do Sul,2020-10-05,553
Minas Gerais,2020-10-05,1267
Pará,2020-10-05,755
Paraíba,2020-10-05,177
Paraná,2020-10-05,330
Pernambuco,2020-10-05,37
Piauí,2020-10-05,673
Rio de Janeiro,2020-10-05,1637
Rio Grande do Norte,2020-10-05,254
Rio Grande do Sul,2020-10-05,778
Rondônia,2020-10-05,160
Roraima,2020-10-05,82
Santa Catarina,2020-10-05,826
São Paulo,2020-10-05,677
Sergipe,2020-10-05,185
Tocantins,2020-10-05,109
Acre,2020-10-06,118
Alagoas,2020-10-06,148
Amapá,2020-10-06,113
Amazonas,2020-10-06,998
Bahia,2020-10-06,2142
Ceará,2020-10-06,1444
Distrito Federal,2020-10-06,820
Espirito Santo,2020-10-06,849
Goiás,2020-10-06,3266
Maranhão,2020-10-06,530
Mato Grosso,2020-10-06,1010
Mato Grosso do Sul,2020-10-06,481
Minas Gerais,2020-10-06,1658
Pará,2020-10-06,1064
Paraíba,2020-10-06,674
Paraná,2020-10-06,1353
Pernambuco,2020-10-06,763
Piauí,2020-10-06,684
Rio de Janeiro,2020-10-06,2077
Rio Grande do Norte,2020-10-06,855
Rio Grande do Sul,2020-10-06,1878
Rondônia,2020-10-06,231
Roraima,2020-10-06,185
Santa Catarina,2020-10-06,1398
São Paulo,2020-10-06,6260
Sergipe,2020-10-06,145
Tocantins,2020-10-06,382
Acre,2020-10-07,13
Alagoas,2020-10-07,143
Amapá,2020-10-07,149
Amazonas,2020-10-07,921
Bahia,2020-10-07,1834
Ceará,2020-10-07,1377
Distrito Federal,2020-10-07,582
Espirito Santo,2020-10-07,740
Goiás,2020-10-07,2465
Maranhão,2020-10-07,712
Mato Grosso,2020-10-07,973
Mato Grosso do Sul,2020-10-07,521
Minas Gerais,2020-10-07,2908
Pará,2020-10-07,882
Paraíba,2020-10-07,751
Paraná,2020-10-07,1570
Pernambuco,2020-10-07,922
Piauí,2020-10-07,588
Rio de Janeiro,2020-10-07,2024
Rio Grande do Norte,2020-10-07,450
Rio Grande do Sul,2020-10-07,2331
Rondônia,2020-10-07,167
Roraima,2020-10-07,244
Santa Catarina,2020-10-07,1210
São Paulo,2020-10-07,5916
Sergipe,2020-10-07,167
Tocantins,2020-10-07,378
Acre,2020-10-08,16
Alagoas,2020-10-08,112
Amapá,2020-10-08,122
Amazonas,2020-10-08,875
Bahia,2020-10-08,1817
Ceará,2020-10-08,947
Distrito Federal,2020-10-08,823
Espirito Santo,2020-10-08,740
Goiás,2020-10-08,1602
Maranhão,2020-10-08,589
Mato Grosso,2020-10-08,1070
Mato Grosso do Sul,2020-10-08,544
Minas Gerais,2020-10-08,2009
Pará,2020-10-08,648
Paraíba,2020-10-08,434
Paraná,2020-10-08,470
Pernambuco,2020-10-08,597
Piauí,2020-10-08,575
Rio de Janeiro,2020-10-08,2705
Rio Grande do Norte,2020-10-08,102
Rio Grande do Sul,2020-10-08,1917
Rondônia,2020-10-08,142
Roraima,2020-10-08,252
Santa Catarina,2020-10-08,1451
São Paulo,2020-10-08,5649
Sergipe,2020-10-08,265
Tocantins,2020-10-08,357
Acre,2020-10-09,183
Alagoas,2020-10-09,115
Amapá,2020-10-09,130
Amazonas,2020-10-09,866
Bahia,2020-10-09,1412
Ceará,2020-10-09,386
Distrito Federal,2020-10-09,615
Espirito Santo,2020-10-09,769
Goiás,2020-10-09,1770
Maranhão,2020-10-09,608
Mato Grosso,2020-10-09,765
Mato Grosso do Sul,2020-10-09,475
Minas Gerais,2020-10-09,3049
Pará,2020-10-09,447
Paraíba,2020-10-09,536
Paraná,2020-10-09,1404
Pernambuco,2020-10-09,678
Piauí,2020-10-09,828
Rio de Janeiro,2020-10-09,1936
Rio Grande do Norte,2020-10-09,194
Rio Grande do Sul,2020-10-09,2150
Rondônia,2020-10-09,156
Roraima,2020-10-09,309
Santa Catarina,2020-10-09,1534
São Paulo,2020-10-09,5786
Sergipe,2020-10-09,288
Tocantins,2020-10-09,344
Acre,2020-10-10,14
Alagoas,2020-10-10,137
Amapá,2020-10-10,88
Amazonas,2020-10-10,805
Bahia,2020-10-10,1754
Ceará,2020-10-10,1025
Distrito Federal,2020-10-10,762
Espirito Santo,2020-10-10,363
Goiás,2020-10-10,288
Maranhão,2020-10-10,357
Mato Grosso,2020-10-10,306
Mato Grosso do Sul,2020-10-10,108
Minas Gerais,2020-10-10,3050
Pará,2020-10-10,13
Paraíba,2020-10-10,428
Paraná,2020-10-10,1532
Pernambuco,2020-10-10,584
Piauí,2020-10-10,317
Rio de Janeiro,2020-10-10,1327
Rio Grande do Norte,2020-10-10,0
Rio Grande do Sul,2020-10-10,2009
Rondônia,2020-10-10,333
Roraima,2020-10-10,197
Santa Catarina,2020-10-10,977
São Paulo,2020-10-10,6626
Sergipe,2020-10-10,256
Tocantins,2020-10-10,88
Acre,2020-10-11,19
Alagoas,2020-10-11,36
Amapá,2020-10-11,83
Amazonas,2020-10-11,419
Bahia,2020-10-11,993
Ceará,2020-10-11,387
Distrito Federal,2020-10-11,466
Espirito Santo,2020-10-11,471
Goiás,2020-10-11,260
Maranhão,2020-10-11,216
Mato Grosso,2020-10-11,170
Mato Grosso do Sul,2020-10-11,164
Minas Gerais,2020-10-11,1796
Pará,2020-10-11,20
Paraíba,2020-10-11,164
Paraná,2020-10-11,1008
Pernambuco,2020-10-11,146
Piauí,2020-10-11,232
Rio de Janeiro,2020-10-11,268
