region,date,confirm
Andaman and Nicobar,2020-09-27,20
Andhra Pradesh,2020-09-27,6923
Arunachal Pradesh,2020-09-27,135
Assam,2020-09-27,875
Bihar,2020-09-27,1527
Chandigarh,2020-09-27,173
Chhattisgarh,2020-09-27,2272
Dadra and Nagar Haveli,2020-09-27,6
Daman and Diu,2020-09-27,0
Goa,2020-09-27,384
Gujarat,2020-09-27,1411
Haryana,2020-09-27,1515
Himachal Pradesh,2020-09-27,195
Jammu and Kashmir,2020-09-27,1141
Jharkhand,2020-09-27,974
Karnataka,2020-09-27,9543
Kerala,2020-09-27,7445
Ladakh,2020-09-27,10
Lakshadweep,2020-09-27,0
Madhya Pradesh,2020-09-27,2310
Maharashtra,2020-09-27,18056
Manipur,2020-09-27,248
Meghalaya,2020-09-27,90
Mizoram,2020-09-27,30
Nagaland,2020-09-27,84
NCT of Delhi,2020-09-27,3292
Odisha,2020-09-27,3922
Puducherry,2020-09-27,368
Punjab,2020-09-27,1422
Rajasthan,2020-09-27,2084
Sikkim,2020-09-27,38
Tamil Nadu,2020-09-27,5791
Telangana,2020-09-27,1967
Tripura,2020-09-27,320
Uttar Pradesh,2020-09-27,4250
Uttarakhand,2020-09-27,764
West Bengal,2020-09-27,3185
Andaman and Nicobar,2020-09-28,9
Andhra Pradesh,2020-09-28,5487
Arunachal Pradesh,2020-09-28,328
Assam,2020-09-28,3644
Bihar,2020-09-28,1150
Chandigarh,2020-09-28,125
Chhattisgarh,2020-09-28,3725
Dadra and Nagar Haveli,2020-09-28,10
Daman and Diu,2020-09-28,0
Goa,2020-09-28,438
Gujarat,2020-09-28,1404
Haryana,2020-09-28,1630
Himachal Pradesh,2020-09-28,266
Jammu and Kashmir,2020-09-28,824
Jharkhand,2020-09-28,1508
Karnataka,2020-09-28,6892
Kerala,2020-09-28,4538
Ladakh,2020-09-28,49
Lakshadweep,2020-09-28,0
Madhya Pradesh,2020-09-28,1957
Maharashtra,2020-09-28,11921
Manipur,2020-09-28,178
Meghalaya,2020-09-28,60
Mizoram,2020-09-28,43
Nagaland,2020-09-28,11
NCT of Delhi,2020-09-28,1984
Odisha,2020-09-28,3235
Puducherry,2020-09-28,285
Punjab,2020-09-28,1269
Rajasthan,2020-09-28,2112
Sikkim,2020-09-28,25
Tamil Nadu,2020-09-28,5589
Telangana,2020-09-28,1378
Tripura,2020-09-28,193
Uttar Pradesh,2020-09-28,3790
Uttarakhand,2020-09-28,457
West Bengal,2020-09-28,3155
Andaman and Nicobar,2020-09-29,18
Andhra Pradesh,2020-09-29,6190
Arunachal Pradesh,2020-09-29,221
Assam,2020-09-29,3592
Bihar,2020-09-29,1439
Chandigarh,2020-09-29,138
Chhattisgarh,2020-09-29,2197
Dadra and Nagar Haveli,2020-09-29,20
Daman and Diu,2020-09-29,0
Goa,2020-09-29,381
Gujarat,2020-09-29,1381
Haryana,2020-09-29,1562
Himachal Pradesh,2020-09-29,290
Jammu and Kashmir,2020-09-29,1081
Jharkhand,2020-09-29,1123
Karnataka,2020-09-29,10453
Kerala,2020-09-29,7354
Ladakh,2020-09-29,43
Lakshadweep,2020-09-29,0
Madhya Pradesh,2020-09-29,1877
Maharashtra,2020-09-29,14976
Manipur,2020-09-29,269
Meghalaya,2020-09-29,101
Mizoram,2020-09-29,50
Nagaland,2020-09-29,83
NCT of Delhi,2020-09-29,3227
Odisha,2020-09-29,3067
Puducherry,2020-09-29,381
Punjab,2020-09-29,1085
Rajasthan,2020-09-29,2148
Sikkim,2020-09-29,41
Tamil Nadu,2020-09-29,5546
Telangana,2020-09-29,2072
Tripura,2020-09-29,432
Uttar Pradesh,2020-09-29,3981
Uttarakhand,2020-09-29,493
West Bengal,2020-09-29,3188
Andaman and Nicobar,2020-09-30,14
Andhra Pradesh,2020-09-30,6133
Arunachal Pradesh,2020-09-30,243
Assam,2020-09-30,3590
Bihar,2020-09-30,1435
Chandigarh,2020-09-30,122
Chhattisgarh,2020-09-30,2947
Dadra and Nagar Haveli,2020-09-30,8
Daman and Diu,2020-09-30,0
Goa,2020-09-30,641
Gujarat,2020-09-30,1390
Haryana,2020-09-30,1625
Himachal Pradesh,2020-09-30,229
Jammu and Kashmir,2020-09-30,975
Jharkhand,2020-09-30,1111
Karnataka,2020-09-30,8856
Kerala,2020-09-30,8830
