region,time
Alberta,2.6
British Columbia,3.1
Manitoba,5.6
New Brunswick,7.3
Newfoundland and Labrador,4.1
Nova Scotia,6.6
Nunavut,1.3
Ontario,4.9
Prince Edward Island,2.5
Quebec,14.4
Saskatchewan,4.7
Yukon,2.4
